taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	species	genus	family	order	class	phylum	superkingdom	source
979	2.7386127875258306	0.565685424949238	0.6408977138051013	4.866934411168334	3.25	0.6000000000000001	0.8623671834103983	6.1261056745000975	rod-shaped	['1.5', ' 5.0']	['0.4', ' 0.8']	Cellulophaga lytica	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
983	3.162277660168379	0.5916079783099616	0.8150675609686345	5.877381679269498	3.5	0.6	0.9330530181161686	6.5973445725385655	rod-shaped	['2.0', ' 5.0']	['0.5', ' 0.7']	Flavobacterium flevense	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
986	4.743416490252568	0.3464101615137754	0.4361736757754191	5.162163488590927	8.25	0.35	0.7825183701316575	9.071348787240527	rod-shaped	['1.5', ' 15.0']	['0.3', ' 0.4']	Flavobacterium johnsoniae	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
991	4.743416490252568	0.529150262212918	1.0043430277922816	7.885334978735076	8.25	0.55	1.9165024183836736	14.254976665663689	rod-shaped	['1.5', ' 15.0']	['0.4', ' 0.7']	Flavobacterium hydatis	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
996	5.477225575051663	0.3872983346207417	0.6300612660389653	6.664324407237551	6.5	0.4	0.8000589291142006	8.168140899333462	rod-shaped	['3.0', ' 10.0']	['0.3', ' 0.5']	Flavobacterium columnare	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
1063	1.7320508075688772	1.3416407864998738	1.8163958159225289	7.300401616752501	1.75	1.35	1.8608045986294044	7.4220126441058865	ovoid-shaped	['1.5', ' 2.0']	['1.2', ' 1.5']	Cereibacter sphaeroides	Cereibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
1245	0.7745966692414834	0.7745966692414834	0.2433467205584167	1.884955592153876	0.8	0.8	0.268082573106329	2.010619298297468	coccus-shaped	['0.6', ' 1.0']	['0.6', ' 1.0']	Leuconostoc mesenteroides	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	bacdive
1328	0.75	0.75	0.2208932334555323	1.7671458676442586	0.75	0.75	0.2208932334555323	1.7671458676442586	coccus-shaped	['0.75', ' 0.75']	['0.75', ' 0.75']	Streptococcus anginosus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	bacdive
1390	2.32379000772445	0.7937253933193772	1.018901256745978	5.794514144646295	2.4	0.8	1.0723302924253162	6.031857894892402	rod-shaped	['1.8', ' 3.0']	['0.7', ' 0.9']	Bacillus amyloliquefaciens	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
1411	3.5	0.7	1.2571606602115153	7.696902001294991	3.5	0.7	1.2571606602115153	7.696902001294993	rod-shaped	['3.5', ' 3.5']	['0.7', ' 0.7']	Alkalihalobacillus akibai	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
1418	4.5	0.7	1.642005760276265	9.896016858807847	4.5	0.7	1.642005760276265	9.896016858807847	rod-shaped	['4.5', ' 4.5']	['0.7', ' 0.7']	Caldalkalibacillus mannanilyticus	Caldalkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
1422	2.6457513110645907	0.7745966692414834	1.125107572030704	6.438349049606996	2.75	0.8	1.2482594810263443	6.911503837897545	rod-shaped	['2.0', ' 3.5']	['0.6', ' 1.0']	Geobacillus stearothermophilus	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
1426	4.58257569495584	0.7745966692414834	2.037814560389653	11.151547670782112	5.0	0.85	2.676473316241129	13.351768777756622	rod-shaped	['3.0', ' 7.0']	['0.5', ' 1.2']	Parageobacillus thermoglucosidasius	Parageobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
1449	1.307669683062202	0.3872983346207417	0.13884703507623536	1.5910856447342554	1.4	0.4	0.1591740277818828	1.759291886010284	rod-shaped	['0.9', ' 1.9']	['0.3', ' 0.5']	Amphibacillus xylanus	Amphibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
1452	2.82842712474619	0.7071067811865476	1.0181606733279591	6.283185307179585	3.0	0.75	1.214912784005428	7.0685834705770345	rod-shaped	['2.0', ' 4.0']	['0.5', ' 1.0']	Bacillus atrophaeus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
1454	5.477225575051663	0.9486832980505138	3.648094380462785	16.324194278107964	6.5	0.95	4.382881725915985	19.39933463591697	rod-shaped	['3.0', ' 10.0']	['0.9', ' 1.0']	Schinkia azotoformans	Schinkia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
1473	4.0	0.5916079783099616	1.0453485164679035	7.4343651138547395	5.0	0.6	1.3571680263507908	9.42477796076938	rod-shaped	['2.0', ' 8.0']	['0.5', ' 0.7']	Virgibacillus pantothenticus	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
1484	3.75	0.6	1.0037388528219389	7.0685834705770345	3.75	0.6	1.0037388528219389	7.0685834705770345	rod-shaped	['3.75', ' 3.75']	['0.6', ' 0.6']	Hydrogenibacillus schlegelii	Hydrogenibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
1498	3.458323293158117	0.6708203932499369	1.1432431775722418	7.288224124343526	5.25	0.7	1.930639585324827	11.54535300194249	rod-shaped	['1.3', ' 9.2']	['0.5', ' 0.9']	Hathewaya histolytica	Hathewaya	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
1503	5.091168824543143	1.32664991614216	6.426250174911989	21.218940998414038	6.15	1.35	8.158912470913545	26.08307300642926	rod-shaped	['2.7', ' 9.6']	['1.1', ' 1.6']	Gottschalkia purinilytica	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	bacdive
1521	4.242640687119285	0.7745966692414834	1.8776239618920565	10.32432697718186	4.5	0.8	2.127905424031487	11.309733552923255	rod-shaped	['3.0', ' 6.0']	['0.6', ' 1.0']	Ruminiclostridium cellulolyticum	Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
1536	5.215361924162118	0.9797958971132712	3.686040682231236	16.05350772016027	8.85	1.1	8.06198124758091	30.58340448269664	rod-shaped	['1.7', ' 16.0']	['0.6', ' 1.6']	Hathewaya limosa	Hathewaya	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
1556	3.1622776601683795	0.5916079783099616	0.8150675609686346	5.877381679269499	3.25	0.6	0.8623671834103982	6.126105674500097	rod-shaped	['2.5', ' 4.0']	['0.5', ' 0.7']	Gottschalkia acidurici	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	bacdive
1557	4.0	0.8660254037844387	2.1861507997953877	10.882796185405308	5.0	1.0	3.665191429188092	15.707963267948966	curved-shaped	['2.0', ' 8.0']	['0.5', ' 1.5']	Peptoclostridium litorale	Peptoclostridium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
1565	10.000000000000002	1.0	7.592182246175333	31.41592653589793	10.0	1.0	7.592182246175333	31.41592653589793	rod-shaped	['10.0', ' 10.0']	['1.0', ' 1.0']	Desulfotomaculum nigrificans	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
1584	6.250000000000001	0.5	1.1944597068336191	9.817477042468106	6.25	0.5	1.1944597068336191	9.817477042468104	rod-shaped	['6.25', ' 6.25']	['0.5', ' 0.5']	Lactobacillus delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	bacdive
1661	0.8660254037844386	0.4242640687119285	0.102438483864097	1.1542948471456778	1.4	0.55	0.2890592490537358	2.419026343264141	coccus-shaped	['0.3', ' 2.5']	['0.2', ' 0.9']	Trueperella pyogenes	Trueperella	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	bacdive
1680	4.898979485566356	1.0	3.585850102686442	15.39059796194237	5.0	1.0	3.665191429188092	15.707963267948966	rod-shaped	['4.0', ' 6.0']	['1.0', ' 1.0']	Bifidobacterium adolescentis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	bacdive
1731	4.0	0.8660254037844387	2.1861507997953877	10.882796185405308	5.0	1.0	3.665191429188092	15.707963267948966	curved-shaped	['2.0', ' 8.0']	['0.5', ' 1.5']	Peptoclostridium acidaminophilum	Peptoclostridium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
1747	0.848528137423857	0.447213595499958	0.1098704390412819	1.1921505918955322	0.8500000000000001	0.45	0.1113301896615883	1.201659189998096	coccus-shaped	['0.8', ' 0.9']	['0.4', ' 0.5']	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	bacdive
1764	0.87	0.49	0.13325902998242056	1.3392609482253288	0.87	0.49	0.1332590299824206	1.3392609482253288		['0.87', ' 0.87']	['0.49', ' 0.49']	Mycobacterium avium	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	bacdive
1933	1.25	0.75	0.4417864669110646	2.945243112740431	1.25	0.75	0.4417864669110646	2.945243112740431	rod-shaped	['1.25', ' 1.25']	['0.75', ' 0.75']	Streptoalloteichus tenebrarius	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria	bacdive
2051	1.7	0.5	0.3010692959690218	2.670353755551324	1.7	0.5	0.3010692959690218	2.670353755551324	rod-shaped	['1.7', ' 1.7']	['0.5', ' 0.5']	Mobiluncus curtisii	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	bacdive
2052	2.9	0.5	0.5366887449882564	4.5553093477052	2.9	0.5	0.5366887449882564	4.5553093477052	rod-shaped	['2.9', ' 2.9']	['0.5', ' 0.5']	Mobiluncus mulieris	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	bacdive
2057	2.121320343559643	1.224744871391589	2.018165466403382	8.162097139053982	2.25	1.25	2.2498384888989404	8.835729338221293	coccus-shaped	['1.5', ' 3.0']	['1.0', ' 1.5']	Sphaerobacter thermophilus	Sphaerobacter	Sphaerobacteraceae	Sphaerobacterales	Thermomicrobia	Chloroflexi	Bacteria	bacdive
2242	1.414213562373095	0.7071067811865476	0.4628003060581632	3.1415926535897927	1.5	0.75	0.5522330836388308	3.5342917352885173	rod-shaped	['1.0', ' 2.0']	['0.5', ' 1.0']	Halobacterium salinarum	Halobacterium	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	bacdive
2424	1.5811388300841898	0.5244044240850758	0.3037470634109654	2.6048710190235784	1.75	0.525	0.3409487058386142	2.8863382504856223	rod-shaped	['1.0', ' 2.5']	['0.5', ' 0.55']	Fervidobacterium nodosum	Fervidobacterium	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogae	Bacteria	bacdive
2426	4.242640687119284	0.4898979485566356	0.7689377329446213	6.529677711243184	4.5	0.5	0.8508480103472356	7.0685834705770345	rod-shaped	['3.0', ' 6.0', '3.0', ' 6.0', '3.0', ' 6.0']	['0.4', ' 0.6', '0.4', ' 0.6', '0.4', ' 0.6']	Teredinibacter turnerae	Teredinibacter	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
2702	1.5	0.5	0.2617993877991494	2.356194490192345	1.5	0.5	0.2617993877991494	2.356194490192345		['1.5', ' 1.5']	['0.5', ' 0.5']	Gardnerella vaginalis	Gardnerella	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	bacdive
2724	1.7320508075688772	0.7071067811865476	0.5876147003761992	3.847649490485592	3.25	0.75	1.325359400733194	7.65763209312512	rod-shaped	['0.5', ' 6.0']	['0.5', ' 1.0']	Hirschia baltica	Hirschia	Hyphomonadaceae	Hyphomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
2743	2.449489742783178	0.4242640687119284	0.3262954809219904	3.264838855621592	2.5	0.4499999999999999	0.3737513510067605	3.534291735288517	rod-shaped	['2.0', ' 3.0']	['0.3', ' 0.6']	Marinobacter nauticus	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
28097	2.121320343559643	1.0	1.404281714010238	6.66432440723755	2.25	1.0	1.505346479845109	7.0685834705770345	rod-shaped	['1.5', ' 3.0']	['1.0', ' 1.0']	Ralstonia syzygii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	bacdive
28181	2.0	0.3	0.13430308594096357	1.884955592153876	2.0	0.3	0.1343030859409636	1.884955592153876	spiral-shaped	['2.0', ' 2.0']	['0.3', ' 0.3']	Magnetovibrio blakemorei	Magnetovibrio	Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
28192	8.944271909999157	0.8944271909999159	5.432523392004827	25.132741228718345	9.0	0.9	5.534700857461818	25.44690049407733	filament-shaped	['8.0', ' 10.0']	['0.8', ' 1.0']	Filobacterium rodentium	Filobacterium	Filobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	bacdive
28197	1.7320508075688774	0.282842712474619	0.1029041179365086	1.5390597961942372	2.0	0.3	0.1343030859409636	1.884955592153876	rod-shaped	['1.0', ' 3.0']	['0.2', ' 0.4']	Aliarcobacter butzleri	Aliarcobacter	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	bacdive
28200	1.7320508075688774	0.282842712474619	0.1029041179365086	1.5390597961942372	2.0	0.3	0.1343030859409636	1.884955592153876	rod-shaped	['1.0', ' 3.0']	['0.2', ' 0.4']	Aliarcobacter skirrowii	Aliarcobacter	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	bacdive
28254	1.5811388300841898	0.5477225575051662	0.3295290308957628	2.7206990463513283	1.75	0.55	0.3722132796034407	3.023782929080176	rod-shaped	['1.0', ' 2.5']	['0.5', ' 0.6']	Marinomonas communis	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
28446	2.549509756796392	0.6324555320336759	0.7347215237820639	5.065665942680422	3.15	0.65	0.9733701238372376	6.432410958225101	rod-shaped	['1.3', ' 5.0']	['0.5', ' 0.8']	Anaerotignum propionicum	Anaerotignum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
28901	2.0	0.8660254037844387	1.0080535546992146	5.441398092702654	2.0	1.0	1.308996938995747	6.283185307179586		['2.0', ' 2.0']	['0.5', ' 1.5']	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
29329	3.741657386773941	0.8944271909999159	2.1636242788800466	10.513779971646771	4.5	0.9	2.6719245518781194	12.723450247038665	rod-shaped	['2.0', ' 7.0']	['0.8', ' 1.0']	Thermoanaerobacterium xylanolyticum	Thermoanaerobacterium	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	bacdive
29355	2.149418526020468	0.5477225575051662	0.4634267797410868	3.698549945574598	2.35	0.55	0.5147630462600775	4.060508504764807	rod-shaped	['1.4', ' 3.3']	['0.5', ' 0.6']	Ruminiclostridium cellobioparum	Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
29365	2.2	0.5	0.3992440663937029	3.455751918948773	2.2	0.5	0.3992440663937029	3.455751918948773	rod-shaped	['2.2', ' 2.2']	['0.5', ' 0.5']	Hathewaya proteolytica	Hathewaya	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
29497	1.75	0.7	0.5836817350982035	3.848451000647497	1.75	0.7	0.5836817350982035	3.848451000647497	rod-shaped	['1.75', ' 1.75']	['0.7', ' 0.7']	Vibrio splendidus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
29533	2.23606797749979	0.447213595499958	0.3278246874485673	3.141592653589794	3.0	0.45	0.4532729150507523	4.241150082346221	rod-shaped	['1.0', ' 5.0']	['0.4', ' 0.5']	Flavobacterium pectinovorum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
29534	3.872983346207417	0.5916079783099616	1.010432990154549	7.198293068896204	4.25	0.6	1.1451105222334796	8.011061266653972	rod-shaped	['2.5', ' 6.0']	['0.5', ' 0.7']	Flavobacterium saccharophilum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	bacdive
33052	1.0	0.8	0.3686135380212024	2.5132741228718345	1.0	0.8	0.3686135380212024	2.5132741228718345	rod-shaped	['1.0', ' 1.0']	['0.8', ' 0.8']	Sphingopyxis terrae	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
33935	3.872983346207417	0.99498743710662	2.753533436027073	12.106346490835996	4.0	1.0	2.8797932657906435	12.566370614359172	rod-shaped	['3.0', ' 5.0']	['0.9', ' 1.1']	Lysinibacillus macroides	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
33938	8.48528137423857	1.161895003862225	8.586190358828363	30.972980931545575	9.0	1.2	9.726370855514	33.929200658769766	rod-shaped	['6.0', ' 12.0']	['0.9', ' 1.5']	Geobacillus thermocatenulatus	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
33941	3.464101615137755	1.0246950765959597	2.5750562277485867	11.151547670782112	4.0	1.1	3.4528721256829824	13.823007675795091	rod-shaped	['2.0', ' 6.0']	['0.7', ' 1.5']	Geobacillus thermoleovorans	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	bacdive
33989	0.832	0.427	0.09876086097594632	1.1160947724849242	0.832	0.427	0.0987608609759463	1.1160947724849242	oval-shaped	['0.832', ' 0.832']	['0.427', ' 0.427']	Rickettsia amblyommatis	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
35811	1.8027756377319948	0.7745966692414834	0.727864644656215	4.386995393446893	1.9	0.8	0.8210028801381326	4.775220833456485	rod-shaped	['1.3', ' 2.5']	['0.6', ' 1.0']	Erythrobacter ramosus	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
35813	1.4422205101855958	1.0816653826391969	0.9939594657744456	4.900884539600078	1.4500000000000002	1.1	1.0295260925201557	5.010840282475721	coccus-shaped	['1.3', ' 1.6']	['0.9', ' 1.3']	Roseococcus thiosulfatophilus	Roseococcus	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	bacdive
35817	4.415880433163923	0.648074069840786	1.385394774647878	8.99066516142837	4.75	0.6499999999999999	1.504299282293912	9.699667317958484	spiral-shaped	['3.0', ' 6.5']	['0.6', ' 0.7']	Helicobacter heilmannii	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	bacdive
36847	3.162277660168379	0.5477225575051662	0.7020760908631166	5.441398092702654	3.5	0.55	0.7879834323519651	6.047565858160352	rod-shaped	['2.0', ' 5.0']	['0.5', ' 0.6']	Anaerotignum neopropionicum	Anaerotignum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
36873	1.5	0.5	0.2617993877991494	2.356194490192345	1.5	0.5	0.2617993877991494	2.356194490192345	rod-shaped	['1.5', ' 1.5']	['0.5', ' 0.5']	Paraburkholderia xenovorans	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	bacdive
38313	3.15	0.6	0.83409284952809	5.937610115284709	3.15	0.6	0.83409284952809	5.937610115284709	rod-shaped	['3.15', ' 3.15']	['0.6', ' 0.6']	Shewanella algae	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	bacdive
39480	4.58257569495584	1.224744871391589	4.917763615361453	17.6321450378085	5.0	1.25	5.624596222247351	19.634954084936208	rod-shaped	['3.0', ' 7.0']	['1.0', ' 1.5']	Andreesenia angusta	Andreesenia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	bacdive
39489	3.997499218261337	0.7348469228349535	1.5915128776276912	9.228585498215875	5.55	0.75	2.341468274628643	13.076879420567511	rod-shaped	['1.7', ' 9.4']	['0.6', ' 0.9']	Clostridium moniliforme	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	bacdive
