taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	species	genus	family	order	class	phylum	superkingdom	source
1282	0.8660254037844387	0.8660254037844387	0.34008738079391587	2.3561944901923453	1.0	1.0	0.5235987755982988	3.141592653589793	sphere	['0.5', ' 1.5']	['0.5', ' 1.5']	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	pubmed
1309	0.6708203932499369	0.6708203932499369	0.15805833144841627	1.413716694115407	0.675	0.675	0.161031167189083	1.4313881527918495	sphere	['0.6', ' 0.75']	['0.6', ' 0.75']	Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	pubmed
1311	0.447213595499958	0.447213595499958	0.046832098206938094	0.6283185307179587	0.6	0.6	0.1130973355292325	1.1309733552923256	sphere	['0.2', ' 1.0']	['0.2', ' 1.0']	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	pubmed
1313	0.7905694150420949	0.7905694150420949	0.2587132360884402	1.963495408493621	0.875	0.875	0.3507702734965165	2.405281875404685	sphere	['0.5', ' 1.25']	['0.5', ' 1.25']	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	pubmed
1314	0.7745966692414834	0.7745966692414834	0.2433467205584167	1.884955592153876	0.8	0.8	0.268082573106329	2.010619298297468	sphere	['0.6', ' 1.0']	['0.6', ' 1.0']	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	pubmed
1392	5.477225575051663	1.224744871391589	5.9717481744279635	21.074444193122183	6.5	1.25	7.46537316771012	25.525440310417068	rod	['3.0', ' 10.0']	['1.0', ' 1.5']	Bacillus anthracis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	pubmed
1396	3.872983346207417	1.0	2.7800346191810594	12.167336027920836	4.0	1.0	2.8797932657906435	12.566370614359172	rod	['3.0', ' 5.0']	['1.0', ' 1.0']	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	pubmed
1423	3.464101615137755	1.0	2.4588996585521774	10.882796185405308	4.0	1.0	2.8797932657906435	12.566370614359172	rod	['2.0', ' 6.0']	['1.0', ' 1.0']	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	pubmed
1428	3.162277660168379	0.7071067811865476	1.1492634720128805	7.024814731040725	3.5	0.75	1.43580601746096	8.246680715673207	rod	['2.0', ' 5.0']	['0.5', ' 1.0']	Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	pubmed
1491	4.898979485566356	1.0392304845413265	3.8616259527184953	15.99437857737011	5.0	1.05	4.026441859427443	16.493361431346415	rod	['4.0', ' 6.0']	['0.9', ' 1.2']	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	pubmed
1590	4.898979485566356	1.0392304845413265	3.8616259527184953	15.99437857737011	5.5	1.05	4.459392597000287	18.14269757448105	rod	['3.0', ' 8.0']	['0.9', ' 1.2']	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	pubmed
1639	1.414213562373095	1.0	0.8489213467404418	4.442882938158366	2.25	1.25	2.2498384888989404	8.835729338221293	rod	['0.5', ' 4.0']	['0.5', ' 2.0']	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria	pubmed
1773	2.82842712474619	0.316227766016838	0.2138653233530882	2.8099258924162904	3.0	0.35	0.2774091762966736	3.2986722862692828	rod	['2.0', ' 4.0']	['0.2', ' 0.5']	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	pubmed
2096	0.2	0.2	0.004188790204786301	0.12566370614359174	0.2	0.2	0.0041887902047863	0.1256637061435917	pear	['0.2', ' 0.2']	['0.2', ' 0.2']	Mycoplasma gallisepticum	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	pubmed
2097	0.3	0.3	0.014137166941154002	0.2827433388230814	0.3	0.3	0.014137166941154	0.2827433388230814	pear	['0.3', ' 0.3']	['0.3', ' 0.3']	Mycoplasma genitalium	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	pubmed
28116	2.82842712474619	1.6124515496597098	4.67818686535845	14.32786695718028	3.3	1.65	5.88017787458627	17.105971998796424	rod	['1.6', ' 5.0']	['1.3', ' 2.0']	Bacteroides ovatus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	pubmed
28450	3.162277660168379	0.565685424949238	0.7473763099233323	5.619851784832581	3.5	0.6000000000000001	0.9330530181161688	6.597344572538566	rod	['2.0', ' 5.0']	['0.4', ' 0.8']	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	pubmed
44757	39.04106441505677	1.0954451150103321	36.39153954764793	134.35757151942175	50.5	1.375	67.17813197080517	199.88383258465058	spiral	['44.0', ' 88.0', '10.0', ' 60.0']	['0.8', ' 1.2', '0.5', ' 3.0']		Cristispira	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	pubmed
77094	244.94897427831785	54.77225575051659	534129.3945012478	42148.88838624434	250.0	55.0	550400.4879242368	43196.898986859655	rod	['200.0', ' 300.0']	['50.0', ' 60.0']	Epulopiscium fishelsoni	Epulopiscium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	pubmed
88058	4.58257569495584	0.2	0.1418714662755309	2.8793172275584813	5.0	0.2	0.1549852375770964	3.141592653589793	spiral	['3.0', ' 7.0']	['0.2', ' 0.2']	Treponema primitia	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	pubmed
90372	9720.000000000002	30.000000000000004	6863594.549930297	916088.4177867833	9720.0	30.0	6863594.549930301	916088.4177867837	rod	['9720.0', ' 9720.0']	['30.0', ' 30.0']		Thiomargarita	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	pubmed
90373	173.20508075688775	173.20508075688775	2720699.0463513285	94247.77960769388	200.0	200.0	4188790.204786391	125663.70614359171	sphere	['100.0', ' 300.0']	['100.0', ' 300.0']	Thiomargarita namibiensis	Thiomargarita	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	pubmed
132603	62.71363488110063	62.71363488110063	129147.06532496898	12355.88390656867	63.0	63.0	130924.30304202784	12468.981242097889	sphere/disc	['57.0', ' 69.0']	['57.0', ' 69.0']	Oscillatoria princeps	Oscillatoria	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Bacteria	pubmed
150829	10.954451150103326	0.2449489742783178	0.5123686993686074	8.429777677248872	11.0	0.25	0.5358706219013839	8.63937979737193	spiral	['10.0', ' 12.0']	['0.2', ' 0.3']	Treponema azotonutricium	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	pubmed
160232	0.4	0.4	0.0335103216382911	0.5026548245743669	0.4	0.4	0.0335103216382911	0.5026548245743669	sphere	['0.4', ' 0.4']	['0.4', ' 0.4']	Nanoarchaeum equitans	Nanoarchaeum	Nanoarchaeaceae	Nanoarchaeales	Nanoarchaeia	Nanoarchaeota	Archaea	pubmed
198252	0.5738466694161429	0.1549193338482966	0.009843368003314597	0.2792874102115765	0.63	0.16	0.0115945712868487	0.3166725394818512	rod	['0.37', ' 0.89']	['0.12', ' 0.2']	Candidatus Pelagibacter ubique	Candidatus Pelagibacter	Pelagibacteraceae	Pelagibacterales	Alphaproteobacteria	Proteobacteria	Bacteria	pubmed
492670	2.5	0.5	0.4581489286485115	3.9269908169872414	2.5	0.5	0.4581489286485115	3.9269908169872414	rod	['2.5', ' 2.5']	['0.5', ' 0.5']	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	pubmed
1653855	141.42135623730945	0.75	62.36759470112425	333.2162203618773	165.0	0.75	72.7843204235979	388.7720908817369	spiral	['80.0', ' 250.0']	['0.75', ' 0.75']	Spirochaeta plicatilis	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	pubmed
