rank	taxon	count	V.lambda	V.pval0	V.pval1	V.sigsq	V.sigsq_unb	V.lnL	S.lambda	S.pval0	S.pval1	S.sigsq	S.sigsq_unb	S.lnL	SV.lambda	SV.pval0	SV.pval1	SV.sigsq	SV.sigsq_unb	SV.lnL
12	family	Comamonadaceae	68	1	0.0979775477100845	1	1.36706817712216	1.38747217976578	-39.7918284179947	1	0.100873366916045	1	0.58877875352891	0.597566496118894	-11.1511387132036	1	0.139220546580023	1	0.182521227515466	0.18524542494107	28.6691173205265
13	family	Cyclobacteriaceae	51	1.31243782030446e-53	1	0.00401428826582674	0.579934501165799	0.591533191189115	-25.621747023429	2.27931543723676e-159	0.999999904884748	0.00125438416487692	0.304686950613491	0.310780689625761	-9.20917413326185	2.09106137179507e-65	0.999999809769497	0.102058735159107	0.0572848807199981	0.0584305783343981	33.4076528584297
14	family	Flavobacteriaceae	437	0.196816999302743	0.0648997389296499	3.58087656559364e-10	0.574152853551441	0.575469717894449	-252.659009449113	0.354592502320182	0.000430547798573585	5.81908667033775e-09	0.329808416532458	0.33056485785478	-112.365962878123	0.388873187749479	0.0712620741450311	7.83869828159508e-10	0.0733569754112991	0.073525225354903	220.711192534947
15	family	Halomonadaceae	74	0.935787266588277	0.00248841779293935	0.668805881915191	1.89265349476312	1.91858025496536	-64.722496928029	0.968618894483988	0.0013389522205072	0.829283337239318	0.844880810841997	0.856454520579559	-33.9698590913836	0.846971820263948	0.01341742127764	0.36842784326114	0.22164596915236	0.224682215305132	12.3678459661718
16	family	Hymenobacteraceae	58	0.371146378801798	0.337705668866492	0.242829409392881	0.751528822440523	0.76471353862369	-32.7410525707846	0.530972297025028	0.177012013961483	0.330307474709056	0.373685582644066	0.380241470058875	-10.0091101634745	3.8860716335745e-176	0.999999822055658	0.0595558740096641	0.0746974963607986	0.0760079787530933	30.4925663861059
17	family	Lactobacillaceae	90	3.0527417330714e-80	1	0.00016905538201714	0.745374693896285	0.753749690456917	-67.5880063382008	0.0850704292399485	0.523671288016743	0.000417544274042436	0.400615469121142	0.405116766526997	-39.2759744093641	3.90570499749153e-86	0.999999865486721	9.64372228266642e-05	0.0692973554433512	0.0700759774146249	39.3086073130149
18	family	Microbacteriaceae	159	0.704108849027316	0.0110209266823639	0.00714584882620407	0.858483452431095	0.863916892003443	-108.858405792092	0.574042960923173	0.0822604606749609	0.00175904628303189	0.369610164588991	0.371949469428162	-48.7124213865576	0.846521756093033	0.000153061229812506	0.0710143649234398	0.113160975421297	0.113877184126495	61.310930561369
19	family	Micrococcaceae	76	0.207015844394236	0.327899503166698	0.000501724064828511	0.527109379746379	0.534137504809664	-34.5493282324939	0.259107893715522	0.189885788713919	0.000319095725711186	0.245419029762032	0.248691283492193	-4.78589576321047	0.186263610814963	0.47786747028117	0.00274014710522304	0.0624138963628125	0.0632460816476501	46.2629712179641
20	family	Mycoplasmataceae	113	1	0.708508235510928	1	0.125348994891774	0.126468182346165	-18.4478121517207	1	0.71022913432575	1	0.0445667322104625	0.0449646494623416	39.9796367598554	1	0.706270774976986	1	0.0206084181542862	0.0207924218878066	83.5574102029604
21	family	Nocardioidaceae	97	2.37116429594779e-216	0.999999904884748	0.189783800706388	0.636360161877591	0.642988913563815	-55.2261568937129	1.05595194273319e-16	0.999999883508083	0.104554520176233	0.308356669067785	0.311568717703908	-20.0875405770193	1	0.460081704322258	1	0.108871113019916	0.110005187113874	47.7810316448839
22	family	Oxalobacteraceae	62	0.46515875431684	0.0416347878179919	0.136918839562527	1.07318609277966	1.09077930741539	-37.7335632582975	0.505094258880164	0.022050254235288	0.181528287275638	0.442930134998698	0.450191284752775	-9.74233271665272	0.361503616415459	0.148733752809529	0.0681035805121192	0.147129173517287	0.149541127181504	22.524979150843
23	family	Paenibacillaceae	156	0.0428228122913058	0.602170689140589	1.49475013631762e-07	0.554686923471709	0.55826554878443	-80.2674082145992	0.0153649986202383	0.846070734549104	2.48574244049082e-08	0.245809938874261	0.247395809447643	-16.8874161965508	0.101450854855701	0.320272818765716	5.26044229645291e-05	0.0759186134401473	0.0764084109462128	75.2156909251148
24	family	Rhodobacteraceae	123	0.865454683623728	0.00584929854292265	0.14912163423883	0.607123399760497	0.61209982107001	-45.2250523202704	0.941935136838229	0.000685792101484449	0.477221831333785	0.281771090864445	0.284080689969891	5.64320144828505	0.62895622532938	0.290656565256331	0.0093138472913027	0.0732244524649453	0.0738246528949859	75.7960339836378
25	family	Roseobacteraceae	114	1.80135123032039e-209	1	0.0357894482074997	0.960733447809779	0.9692355137196	-74.2075784099963	1.82719915324583e-188	0.999999865486721	0.00548250207415635	0.459184963464382	0.463248547211854	-32.1276761056514	0.520449687483162	0.569655226414795	0.220933212021517	0.131680962057848	0.132846280306147	49.5430035632681
26	family	Sphingobacteriaceae	122	1.05948018440173e-217	0.999999865486721	1.84109467081425e-06	0.601690718086005	0.606663368648699	-76.5900347470632	2.82026035838387e-145	0.999999865486721	8.40008408351863e-05	0.303585553290184	0.306094524804979	-34.861148293372	9.75458818051003e-218	0.999999787315832	8.41092049258202e-08	0.0684736120116534	0.0690395096315845	55.9809673456795
27	family	Sphingomonadaceae	113	6.08428129398291e-216	0.999999904884748	0.00944403241101271	0.504069679913497	0.508570302055581	-44.5258742183545	1.95417536990292e-71	0.999999928663561	0.0197278917120731	0.222819972573881	0.224809436614719	1.59792189422509	7.84668697448145e-16	0.999999699219165	0.00327670200558064	0.0650678547498369	0.0656488177386747	71.1456642976431
28	family	Weeksellaceae	60	3.69402869270027e-84	0.999999932743361	0.000622443610907067	0.389392123478225	0.395991989977856	-27.7652237369743	4.12727864966671e-206	0.999999864439909	4.91933851062281e-05	0.164766343717371	0.167558993610886	-1.96346892816708	1.19365239594344e-51	0.999999809769497	0.0880384481779871	0.0535479399236056	0.0544555321257007	31.7550627170001
29	family	Xanthomonadaceae	69	0.643158908596575	0.0477913677669253	0.000799015358374638	1.18147607478274	1.19885072294131	-45.0932964135021	0.707597281785723	0.0306029596065856	0.0027786605527611	0.60210412419155	0.610958596606131	-20.5426396088818	0.490027863710197	0.0968327827060367	0.000122438522127051	0.11675391648621	0.118470885846301	32.0097059183342
30	order	Alteromonadales	132	0.394418963616808	0.0002417070949556	0.00150246552048537	0.433157165355577	0.436463708602567	-44.6529242449537	0.283070145845204	0.00147067246098099	0.000111066843740152	0.194486004953779	0.195970630945793	5.35865122289982	0.552369832840645	4.49665271601164e-05	0.0164988523627623	0.0590151138119153	0.0594656108639146	91.7011584590245
31	order	Bacillales	481	0.255827051650879	1.82716851757943e-05	2.09683002303497e-48	0.473284410690217	0.474270419879154	-260.84362408649	0.256643280928003	0.000106500438073282	1.12744950377925e-45	0.223770897883923	0.224237087254515	-80.5873056262216	0.379057554622035	1.55091816420499e-08	3.87446947076983e-44	0.0665650393971541	0.0667037165625648	227.894082482958
32	order	Bacteroidales	72	0.416202543274989	0.654731840482703	0.0466423123048983	0.748937988346956	0.75948641071804	-61.0996003585713	8.70305874628889e-128	0.999999865486721	0.00455239876015898	0.290341007013586	0.294430316971524	-35.5719418386231	0.956673147725489	0.000311736653207052	0.518063647043582	0.159933736542862	0.162186324381493	22.1450914330524
33	order	Burkholderiales	254	0.623729779173609	0.000133553147782381	0.000257145018977034	0.781638289456634	0.784727768861601	-148.234538064632	0.653610591887609	1.87931858349084e-05	0.000378220565560962	0.34514394314098	0.346508148449837	-40.3570474819958	0.541404122298931	0.00513829665533687	8.18252668233726e-05	0.0943583036407352	0.0947312613626354	109.946107025206
34	order	Chitinophagales	73	0.745203689508592	0.196568777318765	0.0194546034573772	1.03509124581255	1.0494675131155	-52.6565988445613	0.980996018337473	0.0075397135676156	0.387620817779652	0.84322099911285	0.854932401878307	-35.0602870107191	9.17621330773714e-192	0.999999865486721	6.97264184793268e-08	0.0646703144740827	0.0655685132862227	38.3890792031379
35	order	Corynebacteriales	112	7.48996032450098e-99	1	0.00411518832831409	0.654293125151465	0.660187657810487	-66.0469998021046	0.219516936601515	0.314553005351912	0.00358100344881142	0.308286987576124	0.311064347824557	-20.9072165088693	3.14794153434956e-131	0.999999748348698	0.00076412543091967	0.0862206933594086	0.0869974563626465	47.4451341218502
36	order	Cytophagales	167	0.477560554580641	1.15725497323897e-07	0.000499957127021737	0.785133326788949	0.789863045625027	-105.745516520567	0.557971131451945	4.99564044291397e-07	0.000783344184233668	0.43961313369524	0.44226140558497	-52.8179917227416	0.573369068450057	9.31315704644832e-12	0.00405875939680644	0.0853873968168143	0.0859017787253493	84.9277162097147
37	order	Enterobacterales	63	3.41757756674132e-17	0.999999904884748	0.000271419206563789	0.90458407987623	0.919174145680685	-34.4088857190203	1.08456149751877e-124	0.999999865486721	0.000485027631394194	0.426941218118805	0.43382736679814	-10.7577746713718	2.5891485775941e-31	0.999999865486721	7.9255580671745e-05	0.101100267753292	0.102730917233184	34.6190327288091
38	order	Eubacteriales	130	2.6258159903141e-136	0.999999865486721	0.0248896896885562	0.666564621113962	0.671731788719497	-123.599450048305	2.76622395023474e-182	0.999999865486721	0.00180295647682552	0.304629579686616	0.306991049296589	-72.7018152013311	0.942816348655518	0.00228293594304418	0.171163824606577	0.143011232188591	0.144119846391603	13.1842674072317
39	order	Flavobacteriales	507	0.273173623443016	0.0295017277993301	3.57559882390133e-12	0.482851810195418	0.483806062784737	-291.237635886311	0.49812918011011	0.000421341765034953	1.13952059523517e-10	0.299860592965765	0.300453202833287	-125.872647466353	0.46216256863142	4.95499521401132e-07	2.43488746481686e-11	0.0641001988455565	0.0642268790804292	257.288166953834
40	order	Hyphomicrobiales	273	0.789093172446147	2.84274325905934e-19	0.00101213668403966	0.732279309677242	0.734971513021643	-146.864566452035	0.78530397042604	3.75770515448828e-19	0.000521109259797901	0.320494373341917	0.321672661479204	-34.9235451326834	0.760966435102816	6.85725983485239e-18	0.000664762688558145	0.0923356386219671	0.0926751078816067	129.650686383441
41	order	Lactobacillales	134	0.358254135724478	3.20839072271702e-06	1.24426094184868e-06	0.639882726202266	0.644693874519576	-96.6779994093186	0.449138599434414	2.16546718886843e-08	5.2705094039545e-06	0.350887347700381	0.353525598434971	-53.0657289670611	0.169343747946912	0.0335451736100991	5.78228394195708e-08	0.054518832208193	0.0549287482398336	62.6560811980483
42	order	Micrococcales	349	0.48255064258595	2.08226009632109e-07	4.54927781848579e-09	0.830276406800054	0.832662258543733	-266.706777540089	0.435336329644007	1.99925344099837e-05	1.39488101866676e-09	0.371875169883206	0.372943776693215	-132.093198846991	0.583819242431949	3.22344554528197e-12	1.77284280475994e-07	0.105031966653201	0.105333782649331	107.084478370304
43	order	Mycoplasmatales	113	1	0.708508235511048	1	0.125348994891794	0.126468182346185	-18.4478121517208	1	0.710229134325821	1	0.04456673221047	0.0449646494623492	39.9796367598554	1	0.706270774976761	1	0.0206084181542999	0.0207924218878205	83.5574102029605
44	order	Oceanospirillales	137	0.830464783685521	0.00810250359559611	0.153399388362439	1.07775270408504	1.08567735632096	-101.773280253091	0.847201785273344	0.0231148152678806	0.198402496927208	0.486858206179709	0.49043804593103	-45.7437349882412	0.815762927797497	0.000621636480351047	0.10231979149677	0.13734979635233	0.138359721325509	37.9839816405537
45	order	Propionibacteriales	128	1.08375006348512e-217	0.999999865486721	2.4132545683239e-06	0.565456521309708	0.569908934863328	-70.5389961423703	8.37230306346118e-98	0.999999865486721	1.30436916215167e-06	0.272658516774559	0.274805434229477	-23.8565479676549	6.99587488493843e-16	0.999999730973442	0.000233218135780827	0.0717807467916466	0.0723459495222895	61.5580992482918
46	order	Pseudomonadales	83	2.58391063980826e-216	1	0.00457639679046664	0.424051986216093	0.429223351901655	-36.362584598698	1.61561058171465e-105	0.999999901957443	0.0413572502110622	0.190573591703045	0.192897659894545	-3.17015347186785	4.11386678196029e-16	0.999999767016167	6.10418136829271e-05	0.0564840276627974	0.0571728572684413	47.297188263925
47	order	Rhodobacterales	237	0.425102035743352	0.0641419693883573	3.07687055314012e-05	0.665023851583475	0.667841749259676	-124.640359752933	0.424651254093367	0.0217027742622702	4.24701068603818e-06	0.309931730840208	0.311245000886141	-34.2007962646772	0.320773120090237	0.817057144663482	5.88575204431979e-05	0.0770287808850629	0.0773551740244064	123.869230712297
48	order	Rhodospirillales	111	0.645810931431935	0.00435401813951549	0.00394110649757141	0.952597058594462	0.961257031854411	-82.1556175062911	0.729865223733417	0.000307729469126745	0.0185377742173279	0.422978152127991	0.426823408056427	-34.0089110735241	0.512243576748424	0.0209244384746576	0.000145121785450324	0.12367413680182	0.124798447136382	26.9321578376813
49	order	Sphingobacteriales	122	4.21566311169869e-131	0.999999865486721	1.84109467081425e-06	0.601690726244435	0.606663376874554	-76.5900347470632	2.03604194379848e-210	0.999999904884748	8.40008408351858e-05	0.303585553178494	0.306094524692365	-34.861148293372	5.79348701923214e-24	0.999999904884748	8.4109204925822e-08	0.0684736116220662	0.0690395092387775	55.9809673456795
50	order	Sphingomonadales	153	5.34731344541896e-39	0.999999865486721	0.000201474859767937	0.488453062896114	0.491666569888852	-73.0604602582796	1.9137799559896e-61	0.999999842269199	0.000226786534080186	0.226793642492097	0.228285705929545	-14.3694421609083	5.07558506828044e-179	0.999999670511103	0.000173404718320543	0.0598401648483748	0.0602338501434299	87.5563634466569
51	order	Spirochaetales	87	1	8.66152389843155e-12	1	0.714280179756125	0.722585763241661	-39.481156604803	1	9.46256854379707e-14	1	0.385973395504396	0.39046145824282	-12.7066086785492	0.932941078554843	0.000142664922097141	0.18163578441881	0.0891304071125403	0.0901668071952443	39.8638091695533
52	order	Xanthomonadales	103	0.54885689046391	0.366796526451245	0.000118260445472511	0.866337689864791	0.874831196628171	-57.9328452096331	0.676530436929752	0.202007385137532	0.000703611408840834	0.46368176502257	0.468227664679654	-21.1345425538134	0.330441873118538	0.381872309121417	8.70975114121866e-06	0.0834584436462293	0.0842766636819766	56.0494864981494
53	class	Actinomycetia	727	0.425159492547302	7.486418921509e-09	6.85043633028288e-23	0.437177085942648	0.437779258237335	-518.358444630318	0.379189875015899	4.69850329658028e-07	5.30497064067829e-23	0.196965356849481	0.197236658993902	-245.171053635076	0.551662114495119	6.59174007892932e-14	2.70428553680229e-20	0.0592545396246893	0.0593361574478638	259.487120004641
54	class	Alphaproteobacteria	833	0.788871125342465	1.21668481879812e-40	3.2092866036594e-10	0.687821587481012	0.688648296119811	-482.925774580618	0.786812927657034	5.23269902214928e-42	3.59295812081821e-11	0.306307562361885	0.306675720489724	-147.457210667557	0.757677781506057	3.15164030344398e-35	6.07143732413634e-11	0.0849180793144034	0.0850201443135793	366.956187953531
55	class	Bacilli	615	0.342278503141351	7.68298152438929e-10	4.4566667762823e-53	0.48198656447759	0.482771558882277	-359.681439572309	0.387766216186464	6.8153185581027e-12	1.98823611580948e-49	0.240092864481787	0.240483895205699	-136.215488283206	0.403294346334887	1.00729881277941e-10	1.4762942949184e-49	0.0618681198931671	0.0619688823034165	284.012467972902
56	class	Bacteroidia	84	1.15402265841125e-217	0.999999865486721	0.00203358309386223	0.553201025741073	0.559866098340363	-66.646087915046	1.29920481134834e-64	1	0.000758291938545283	0.283187754560912	0.286599655218272	-38.5224117460061	0.940658829268155	4.04899024292339e-08	0.367520268479351	0.145352932539985	0.147104172691069	26.4692382480185
57	class	Betaproteobacteria	331	0.352061115429534	0.000247623633410287	6.4167798391217e-09	0.67118058549206	0.673214466054157	-201.416195125549	0.396934536364291	0.000214316772231996	1.80888479584741e-08	0.305255552947384	0.306180569774498	-65.6864276540966	0.318650592477643	0.000102764907482287	3.12656419723032e-09	0.0823014510243252	0.0825508493607625	142.138863665097
58	class	Chitinophagia	73	0.745203689507749	0.196568777318765	0.0194546034573773	1.03509124581184	1.04946751311479	-52.6565988445613	0.980996018337473	0.00753971356761555	0.387620817779656	0.84322099911285	0.854932401878307	-35.0602870107191	9.49399727972784e-195	0.999999865486721	6.97264184793274e-08	0.0646703130283633	0.0655685118204239	38.3890792031379
59	class	Clostridia	153	2.24245234843648e-16	1	6.1668426250975e-09	0.648474374949632	0.652740653732196	-139.84917773374	1.7193068592207e-203	0.999999809769497	2.60384992993377e-09	0.302972748191398	0.304965989955815	-81.6342347554035	0.512954691158467	0.0446513866316262	5.59062621422743e-07	0.10108457510169	0.101749605201044	17.2065828584957
60	class	Cytophagia	167	0.477561047927932	1.15725497324006e-07	0.000499957127022217	0.785133746324085	0.789863467687483	-105.745516520568	0.557971131452496	4.99564044291415e-07	0.000783344184233673	0.439613133695465	0.442261405585197	-52.8179917227416	0.573369068450611	9.31315704644783e-12	0.00405875939680651	0.0853873968168708	0.0859017787254061	84.9277162097147
61	class	Deltaproteobacteria	91	0.768348091394216	2.14262896193526e-07	0.0546801814943655	0.481636987332493	0.486988509413965	-55.1023743046421	0.736351425245563	3.48982768384737e-07	0.0352288448266025	0.22501559101954	0.22751576425309	-21.8212752419252	0.850089456176867	3.33397806605055e-07	0.175950804702468	0.0599919884132025	0.0606585660622381	43.4904582950197
62	class	Flavobacteriia	507	0.273173623442616	0.0295017277993301	3.57559882390133e-12	0.482851810195255	0.483806062784574	-291.237635886311	0.49812918011011	0.000421341765034953	1.13952059523513e-10	0.299860592965765	0.300453202833287	-125.872647466353	0.46216256863142	4.95499521401103e-07	2.43488746481664e-11	0.0641001988455561	0.0642268790804287	257.288166953835
63	class	Gammaproteobacteria	743	0.919573773714035	2.86854396198538e-72	4.44527808571005e-10	1.1351731998403	1.13670308285896	-512.152869002569	0.924495162576675	3.53966209098965e-70	4.22391479911194e-09	0.542162497364229	0.542893174584397	-233.486915274342	0.904563954038627	7.28941885023455e-70	1.26896296317924e-11	0.129981481612658	0.130156658811597	280.774688200852
64	class	Mollicutes	173	0.934922102346291	4.22912672586669e-39	0.492642260479176	0.190157593222398	0.191263160624854	-47.2804197580751	0.877939928767636	1.31379856381282e-38	0.135243419209112	0.123987626620256	0.12470848491456	-13.9535438750099	0.732664347421267	2.17934318685422e-14	0.069955315670524	0.0239683490139684	0.0241076998803287	120.313494192438
65	class	Sphingobacteriia	122	3.24385556500619e-26	0.999999865486721	1.84109467081425e-06	0.601690719486421	0.606663370060689	-76.5900347470632	1.77594128360279e-215	0.999999865486721	8.40008408351863e-05	0.303585552970128	0.306094524482278	-34.861148293372	1.33156524361067e-104	0.999999767016167	8.41092049258215e-08	0.0684736123363562	0.0690395099589708	55.9809673456795
66	class	Spirochaetia	114	1	5.74191242747135e-25	1	0.670075495758814	0.676005367402698	-45.4451422353488	1	9.22508171763409e-24	1	0.341314208854833	0.344334688579212	-6.99368492659417	0.960651518537394	3.16599697875137e-22	0.33317575752706	0.0880713149639413	0.0888507071317638	57.1208791055387
67	phylum	Actinobacteria	755	0.374128592502641	2.25986054060479e-09	2.08758405461838e-26	0.412361239121975	0.412908137317097	-534.077951029335	0.333326778478983	1.05123614522785e-07	2.52010196159589e-26	0.187458461072555	0.187707079721192	-250.650265184071	0.495843983014065	6.16996357953055e-14	7.99817934701988e-24	0.0547986654088318	0.0548713426839098	274.760669117104
68	phylum	Bacteroidetes	963	0.4770726690001	3.84350705878135e-19	7.03709924474991e-23	0.451693202595193	0.452162738148827	-612.455276528214	0.614195316271166	3.85869401760331e-19	1.26675925753474e-18	0.281800069822518	0.28209300128803	-306.784852851652	0.617168870027173	3.83572371172948e-33	1.66593360782864e-23	0.0584226941417598	0.0584834245930506	452.746518899074
69	phylum	Cyanobacteria	97	1	2.63428768643503e-16	1	4.68201158113073	4.73078253510085	-116.670848139253	1	2.46770998168545e-16	1	2.07488642660566	2.0964998268828	-77.2005090466183	1	3.05239722243232e-16	1	0.523709696125974	0.52916500546062	-10.4293862569822
70	phylum	Euryarchaeota	135	0.446871176044811	0.0374568080330358	4.75305169388779e-11	0.537447500485878	0.54145830272831	-115.576519755564	0.554425844734511	0.0399008847166544	7.96306875190732e-10	0.291647335184109	0.293823807834737	-67.5385237258098	0.501121029279024	1.46161134628479e-05	3.68804937338911e-10	0.066239836022918	0.0667341631574174	29.0161432686257
71	phylum	Firmicutes	801	0.592894569245672	2.72313502729053e-16	1.07350641708872e-53	0.579622126561711	0.580346654219913	-553.405404654445	0.648446311304297	2.81728172346048e-22	2.80809841836324e-49	0.298227017318611	0.298599801090259	-263.74244105421	0.587748930751488	4.92756454341623e-14	7.85096701391902e-52	0.0694989172989138	0.0695857909455375	294.003032547302
72	phylum	Proteobacteria	2048	0.87614907948059	1.23450705245968e-131	4.44229931612985e-29	0.849726287306953	0.850141395410181	-1320.49105616419	0.883944445299135	7.59666814203067e-135	9.35635631161338e-28	0.39694553996442	0.397139455714281	-520.917226211	0.848614662941805	3.62753239830145e-117	1.26116617066174e-32	0.0980061267255001	0.0980540046574618	823.826989872387
73	phylum	Spirochaetes	114	1	5.74191242747456e-25	1	0.670075543113652	0.676005415176605	-45.4451422353493	1	9.22508171763396e-24	1	0.341314208854818	0.344334688579197	-6.99368492659418	0.960645473274738	3.1659969600213e-22	0.333175754504739	0.0880723369177923	0.0888517381294542	57.1208791113936
74	phylum	Tenericutes	173	0.934922111428305	4.22912672586639e-39	0.492642260479111	0.190157599380856	0.191263166819117	-47.280419758075	0.877939928762049	1.31379856381282e-38	0.135243419209114	0.123987626620064	0.124708484914367	-13.9535438750099	0.732664347420045	2.17934318685447e-14	0.0699553156705263	0.0239683490139395	0.0241076998802996	120.313494192438
