taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime	hash	svratio	log_svratio	log_volume	log_surface	log_length	log_width	log_genome	log_proteins	arc_coding	arc_gc	is_species
taxid128	2.23606797749979	2.23606797749979	5.854012275867273	15.707963267948966	spherical	Isosphaera pallida	Isosphaera	Isosphaeraceae	Isosphaerales	Planctomycetia	Planctomycetes	Bacteria	species	G000186345	5529304.0	62.49	3792.0	84.79088869051151	3.0	-0.0660777714512351	0.0273066351457804	1.31	0.372677996249965	-0.42866624821563415	0.7674536288145185	1.1961198770301527	0.34948500216800943	0.34948500216800943	6.7426704680167004	3.5788683286660286	1.170177107487145	0.9116350141658289	Isosphaera pallida
taxid141	12.0	0.4242640687119285	1.6764670597167757	15.99437857737011	helical	Borrelia parkeri	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000568735	1053291.0	29.32	1080.0	91.82619048297195	1.0	-0.0637883254862301	0.0248257716734241	0.2	0.10481601717798218	-0.9795723467369116	0.22439502455649987	1.2039673712934116	1.0791812460476249	-0.372363747448347	6.022548373307736	3.03342375548695	1.2808521317972823	0.572195874157385	Borrelia parkeri
taxid142	12.0	0.4242640687119285	1.6764670597167757	15.99437857737011	helical	Borrelia turicatae	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000012085	917330.0	29.12	832.0	93.85804454231301	1.0	-0.0679276257781714	0.0283365114311395	0.68	0.10481601717798218	-0.9795723467369116	0.22439502455649987	1.2039673712934116	1.0791812460476249	-0.372363747448347	5.962525596735995	2.920123326290724	1.320356913195085	0.5699969756511813	Borrelia turicatae
taxid143	12.649110640673516	0.2449489742783178	0.5922276464572805	9.733868822336671	helical	Borrelia anserina	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G001936255	1042690.0	29.37	952.0	91.32666468461383	1.0	-0.0713082474289091	0.0305364000463788	2.43	0.0608419588620584	-1.2157968118891291	-0.22751132267521104	0.9882854892139181	1.1020599913279623	-0.6109243748081782	6.018155208425686	2.9786369483844743	1.2718585406649687	0.5727449110610721	Borrelia anserina
taxid144	9.486832980505136	0.31622776601683805	0.7368152963798776	9.424777960769381	helical	Borrelia coriaceae	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000568755	1730484.0	29.22	1807.0	85.25505003224531	1.0	-0.0765024456210823	0.0296669253202061	1.52	0.0781785310430516	-1.1069124941223745	-0.1326413667085781	0.9742711274137963	0.9771212547196624	-0.49999999999999983	6.23816758817575	3.256958152560932	1.1766809480755518	0.5710969772379552	Borrelia coriaceae
taxid158	8.289525201649111	0.1773816942221055	0.20336246991638104	4.619429330939323	helical	Treponema denticola	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000008185	2843201.0	37.87	2578.0	91.79931352021894	2.0	-0.217862977038096	0.0989929762808683	1.57	0.04402328845130941	-1.3563175196446393	-0.6917291920824499	0.6645883275621893	0.918529656218668	-0.7510912013506126	6.453807563209681	3.4112829130173843	1.28036198083785	0.6628756534619352	Treponema denticola
taxid159	4.69041575982343	0.28284271247461906	0.2887836699493171	4.167793630437726	helical	Brachyspira hyodysenteriae	Brachyspira	Brachyspiraceae	Brachyspirales	Spirochaetia	Spirochaetes	Bacteria	species	G001676785	3074045.0	27.04	2670.0	87.28017969808509	1.0	-0.226028412068488	0.139544261566126	0.04	0.06928934000961735	-1.159333575360867	-0.539427368759658	0.6199062066012089	0.6712113404111031	-0.5484550065040281	6.487710220713707	3.4265112613645754	1.2061182383533209	0.5468509506959441	Brachyspira hyodysenteriae
taxid160	10.95445115010332	0.15540120384668107	0.2067798967193108	5.348042803869422	helical	Treponema pallidum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000008605	1138011.0	52.78	1009.0	92.47344709321793	2.0	-0.0842534976969347	0.0350896395704454	1.45	0.03866459269355533	-1.4126865604729508	-0.6844916859275251	0.7281948745454259	1.0395906230238123	-0.8085456211725205	6.056146459964336	3.0038911662369108	1.2928871614453183	0.8132125066608399	Treponema pallidum
taxid162	9.486832980505136	0.31622776601683805	0.7368152963798776	9.424777960769381	helical	Treponema phagedenis	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000513775	3250767.0	39.97	2796.0	83.2306344933365	2.0	-0.0735281147399649	0.0322965761485405	1.0	0.0781785310430516	-1.1069124941223745	-0.1326413667085781	0.9742711274137963	0.9771212547196624	-0.49999999999999983	6.511985842384274	3.446537167073644	1.1488858341221562	0.6844129976262618	Treponema phagedenis
taxid165	15.491933384829665	0.648074069840786	5.039021665938965	31.541339914940327	helical	Treponema saccharophilum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000255555	3453898.0	53.18	2837.0	88.33810378882063	1.0	-0.7466902482085909	0.284573822895406	0.25	0.1597592771749088	-0.7965339130826383	0.7023462256662488	1.4988801387488873	1.190105620855803	-0.18837535480104978	6.538309507901026	3.452859335795852	1.2222890674799618	0.817219640802321	Treponema saccharophilum
taxid167	5.656854249492381	0.3	0.392790880963676	5.33145952579004	helical	Treponema succinifaciens	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000195275	2897425.0	39.13	2753.0	90.0514077154715	4.0	-0.37230726093135497	0.153254817404854	1.36	0.07367417478527523	-1.1326847199260652	-0.405838603352316	0.7268461165737493	0.752574989159953	-0.5228787452803376	6.462012203045399	3.4398062113933303	1.24990354911783	0.6758231795402312	Treponema succinifaciens
taxid172	8.48528137423857	0.10000000000000002	0.06638144468457634	2.6657297628950194	rod	Leptospira biflexa	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	species	G000017685	3951448.0	38.89	3693.0	93.30270827301788	2.0	-0.26373628994632503	0.126391176024654	0.14	0.024901790724835202	-1.6037694210186808	-1.1779533001089129	0.425816120909768	0.9286662482156341	-0.9999999999999999	6.5967562711134935	3.5673793076509788	1.3090257021046363	0.6733630132748097	Leptospira biflexa
taxid174	8.48528137423857	0.10000000000000002	0.06638144468457634	2.6657297628950194	rod	Leptospira borgpetersenii	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	species	G000013945	3931782.0	40.23	3612.0	81.96085133916377	2.0	-0.191221406177624	0.0903319036339301	1.3	0.024901790724835202	-1.6037694210186808	-1.1779533001089129	0.425816120909768	0.9286662482156341	-0.9999999999999999	6.594589430110837	3.5577477416414682	1.1321380126889653	0.6870655155450732	Leptospira borgpetersenii
taxid197	1.118033988749895	1.118033988749895	0.7317515344834091	3.9269908169872414	sphere/spiral	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G000509875	1412401.0	30.33	1707.0	92.87610246665078	0.0	-0.121396776185512	0.0613365209688339	0.4	0.1863389981249825	-0.7296962438796154	-0.13563635817742506	0.5940598857021903	0.048455006504028224	0.048455006504028224	6.149958016377839	3.2322335211147335	1.3006148810665141	0.5832347260888842	Campylobacter jejuni
taxid198	1.7320508075688772	0.31622776601683805	0.12775612876273626	1.7207211628636432	rod-shaped	Campylobacter hyointestinalis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G001643955	1753385.0	33.96	1786.0	91.63612098883014	3.0	-0.249894114546312	0.102234871252464	1.79	0.07424568926096259	-1.1293287566171366	-0.8936182565631713	0.23571050005396513	0.2385606273598312	-0.49999999999999983	6.243877286896605	3.2518814545525276	1.277401422429674	0.6221111591450097	Campylobacter hyointestinalis
taxid199	4.0	0.7071067811865476	1.4782362655832644	8.885765876316732	spiral	Campylobacter concisus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G001298465	1840041.0	37.62	1850.0	92.2438684790176	3.0	-0.28807693193091	0.111185060611972	0.23	0.16636002862997026	-0.7789510135665592	0.16974385262354644	0.9486948661901057	0.6020599913279624	-0.15051499783199057	6.26482750011572	3.2671717284030137	1.288566109742548	0.6602969954245951	Campylobacter concisus
taxid305	1.5	0.5	0.2617993877991494	2.3561944901923453	rod	Ralstonia solanacearum	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000009125	5810922.0	66.98	5062.0	87.48269207537119	4.0	-0.490312215769781	0.1905470490436	1.16	0.11111111111111108	-0.954242509439325	-0.582031373353491	0.37221113608583395	0.17609125905568124	-0.3010299956639812	6.764245045943516	3.7043221408222355	1.2091676092455301	0.9586439587988845	Ralstonia solanacearum
taxid317	1.5	0.916515138991168	0.7880494799516908	4.318975841337722	rod	Pseudomonas syringae	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000012245	6093698.0	59.23	5207.0	88.02088649618015	5.0	-0.6519490670990021	0.2379523083875	2.06	0.18246211808112528	-0.7388272880077618	-0.10344651322700582	0.6353807747807559	0.17609125905568124	-0.03786035696905917	6.784880927047221	3.7165875776756923	1.2173762105327204	0.8782305894192093	Pseudomonas syringae
taxid347	1.1832159566199232	0.5291502622129179	0.22141403886860744	1.9669481246914031	rod	Xanthomonas oryzae	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000007385	4941439.0	63.69	4831.0	85.11399209825315	2.0	-0.32158054484165	0.12423441202761698	1.28	0.11256729960956412	-0.9485877521283589	-0.6547948459239965	0.2937929062043624	0.073064017839119	-0.2764209843288905	6.693853438550082	3.6840370374865197	1.1746956283521266	0.9240690646249193	Xanthomonas oryzae
taxid436	2.449489742783178	0.14142135623730953	0.03773601441516288	1.0882796185405308	rod-shaped	Komagataeibacter hansenii	Komagataeibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000164395	3636659.0	59.5	3145.0	86.11219803671447	1.0	-0.302266512402564	0.11003523255565	0.69	0.03467492524188762	-1.4599844665797153	-1.423243970861769	0.0367404957179463	0.38907562519182176	-0.8494850021680094	6.5607025803064785	3.497620649781288	1.1889187935676222	0.8809792366629781	Komagataeibacter hansenii
taxid485	0.7745966692414834	0.7745966692414834	0.2433467205584167	1.884955592153876	sphere	Neisseria gonorrhoeae	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000006845	2153922.0	52.69	2142.0	83.31778030959339	4.0	-0.7239648871894241	0.29299011147744203	0.71	0.12909944487358055	-0.8890756251918219	-0.6137745021140444	0.2753011230777775	-0.11092437480817817	-0.11092437480817817	6.3332299721360865	3.330819466495837	1.1500533647249132	0.8123111570681365	Neisseria gonorrhoeae
taxid487	0.9486832980505138	0.9486832980505138	0.4470564719608244	2.827433388230814	sphere	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000008805	2272360.0	51.53	2107.0	82.05931278494604	4.0	-0.620942481440344	0.25755456338458	0.18	0.15811388300841892	-0.8010299956639814	-0.34963761353052264	0.4513923821334587	-0.022878745280337575	-0.022878745280337575	6.356477135854221	3.3236645356081	1.133419718534902	0.800700552122103	Neisseria meningitidis
taxid520	0.8	0.4	0.08377580409572784	1.005309649148734	rod	Bordetella pertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000195715	4086189.0	67.72	3888.0	90.43869483276472	3.0	-0.499264517082545	0.21974665109605104	1.37	0.08333333333333333	-1.0791812460476249	-1.076881395033585	0.002299851014039948	-0.09691001300805639	-0.3979400086720376	6.611318450343118	3.589726256254237	1.2564303289825285	0.966534334603486	Bordetella pertussis
taxid536	1.75	0.4	0.20315632493214	2.1991148575128547	rod-shaped	Chromobacterium violaceum	Chromobacterium	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000007705	4751080.0	64.83	4298.0	88.58223814374838	8.0	-0.957418415870608	0.338231218840828	0.31	0.09238095238095242	-1.034417564803693	-0.6921696520953025	0.3422479127083906	0.24303804868629442	-0.3979400086720376	6.67679234325146	3.6332664111554247	1.2261096622571475	0.9359634000517209	Chromobacterium violaceum
taxid550	7.372923436466705	0.6	2.0280963215489267	13.897633262090284	rod	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000025565	5598796.0	54.58	5457.0	88.99650924948864	8.0	-0.882708817610514	0.29632888041829497	0.29	0.14593105770614423	-0.8358522697584442	0.3070885773495616	1.1429408471080058	0.8676397240302283	-0.22184874961635637	6.748094643653521	3.736953953783146	1.232675293457361	0.8312624543826507	Enterobacter cloacae
taxid573	2.0	0.5	0.3599741582238304	3.1415926535897927	rod	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000240185	5682322.0	57.12	5455.0	87.70896827036553	8.0	-1.1297743960514	0.348256244380596	0.58	0.11458333333333333	-0.9408785478813434	-0.4437286751872096	0.4971498726941338	0.3010299956639812	-0.3010299956639812	6.754525840238882	3.7367947549243605	1.212599926976107	0.8568410154317354	Klebsiella pneumoniae
taxid615	1.3416407864998738	0.6324555320336759	0.3552582954238029	2.66572976289502	rod	Serratia marcescens	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000513215	5113802.0	59.51	4680.0	87.64093721266487	7.0	-1.19416214956093	0.3799505295619679	0.01	0.13326868325842128	-0.8752718932413781	-0.44945577233160994	0.42581612090976806	0.12763625255165303	-0.19897000433601877	6.708743908678171	3.670245853074124	1.211565152891352	0.8810810940600519	Serratia marcescens
taxid666	3.0740852297878796	0.3794733192202055	0.3333650415760313	3.6647725262289335	rod	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000006745	4033464.0	47.49	3594.0	86.53316355370968	8.0	-0.965386001004989	0.33447194399382896	0.06	0.09096472951325722	-1.0411269675363275	-0.47707994453993735	0.5640470229963901	0.4877159042546315	-0.4208187539523752	6.605678185074416	3.555578072772955	1.195044630025873	0.7602876092571439	Vibrio cholerae
taxid672	3.0000000000000004	0.7	1.0647381101791404	6.5973445725385655	rod	Vibrio vulnificus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000009745	5260086.0	46.68	4639.0	87.03524999401152	9.0	-1.15377292495158	0.362032342535	1.86	0.16138888888888886	-0.7921263683769566	0.02724279905109646	0.8193691674280531	0.4771212547196625	-0.1549019599857432	6.720992844727906	3.6664243725187595	1.2024577253902922	0.7521737186217734	Vibrio vulnificus
taxid747	0.8660254037844386	0.3535533905932738	0.07345183754702489	0.961912372621398	oval	Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000754275	2271840.0	40.35	2077.0	88.95481195858864	6.0	-0.583202487045008	0.22617287360892496	0.53	0.07636021704020125	-1.117132845872559	-1.1339973349785468	-0.016864489105987972	-0.06246936830415001	-0.45154499349597177	6.356377741843581	3.317436496535099	1.232009612510297	0.6882888049158664	Pasteurella multocida
taxid781	1.095445115010332	0.4	0.12090253220994587	1.376576930290914	rod-shaped	Rickettsia conorii	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000007025	1268755.0	32.44	1435.0	80.68602685309617	1.0	-0.0673006632026363	0.0322911616901101	0.91	0.08782838761099633	-1.0563650901281476	-0.917564603082239	0.13880048704590858	0.03959062302381229	-0.3979400086720376	6.103377766759263	3.156851901070011	1.1157803597306009	0.6059719454256195	Rickettsia conorii
taxid826	4.898979485566356	0.3872983346207417	0.5619382535379379	5.960752959477659	rod	Sebaldella termitidis	Sebaldella	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	species	G000024405	4486650.0	33.38	4202.0	86.50877603557221	4.0	-0.293842382832431	0.139648206446899	0.74	0.09427303183978632	-1.025612525695535	-0.25031140261775775	0.7753011230777773	0.690105620855803	-0.4119543704721594	6.6519221918871345	3.623456048069934	1.1946875647332902	0.6159745969077235	Sebaldella termitidis
taxid852	0.8944271909999159	0.6928203230275509	0.2501287376067124	1.9467737644673333	oval	Fusobacterium perfoetens	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	species	G000622245	2103008.0	25.97	1949.0	90.94059556597028	1.0	-0.345985275056437	0.18545787530206606	1.47	0.12848372120689194	-0.8911518936390568	-0.6018364087611576	0.28931548487789915	-0.04845500650402822	-0.1593793813122064	6.3228409247782125	3.2898118391176214	1.2650673312576575	0.5347287725938978	Fusobacterium perfoetens
taxid860	5.2915026221291805	0.7071067811865476	1.985408159304888	11.754763358538995	rod	Fusobacterium periodonticum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	species	G000158215	2546312.0	28.05	2386.0	90.31026048653895	3.0	-0.258875956055556	0.122192760310191	0.59	0.16890243544227804	-0.7723640881938421	0.29784980233941066	1.0702138905332528	0.7235790156711096	-0.15051499783199057	6.405911616747567	3.377670439334323	1.2542530283306927	0.5581554692480909	Fusobacterium periodonticum
taxid873	3.5	0.5	0.6544984694978736	5.497787143782138	vibrio-shaped	Desulfocurvibacter africanus	Desulfocurvibacter	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000212675	4200534.0	61.42	3785.0	85.1987390174678	3.0	-0.149536898082702	0.0711987511484967	0.07	0.11904761904761905	-0.9242792860618816	-0.18409136468145335	0.7401879213804283	0.5440680443502757	-0.3010299956639812	6.623304504329217	3.5780658838360915	1.175887462005092	0.9006151257693957	Desulfocurvibacter africanus
taxid927	1.224744871391589	0.3872983346207417	0.12907768585830864	1.490188239869415	rod-shaped	Halothiobacillus neapolitanus	Halothiobacillus	Halothiobacillaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000024765	2582886.0	54.71	2416.0	89.93997412197054	2.0	-0.30949485852402897	0.134931154528443	1.59	0.08661837639358884	-1.0623899611039098	-0.8891488293540947	0.17324113174981506	0.08804562952784058	-0.4119543704721594	6.412105238281906	3.3830969299490943	1.2480466713696041	0.8325681011038727	Halothiobacillus neapolitanus
taxid979	2.7386127875258306	0.5656854249492381	0.6408977138051014	4.866934411168336	rod-shaped	Cellulophaga lytica	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000190595	3765936.0	32.11	3303.0	91.38046955657238	4.0	-0.227453823495087	0.107193902278115	2.3	0.13168406632610652	-0.8804667711679297	-0.19321127761799264	0.6872554935499371	0.43753063169585005	-0.24742501084004692	6.575872935148777	3.518908573691414	1.2728157586752256	0.602442734604361	Cellulophaga lytica
taxid986	4.743416490252568	0.34641016151377546	0.4361736757754192	5.1621634885909256	rod-shaped	Flavobacterium johnsoniae	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000016645	6096872.0	34.11	5199.0	88.14816843784813	6.0	-0.541145997786981	0.221354907095048	2.43	0.08449435527166499	-1.073172303550337	-0.3603405487767099	0.7128317547736273	0.6760912590556811	-0.46040937697618756	6.785107077377633	3.7159198174335795	1.2193406234627697	0.6236940167444345	Flavobacterium johnsoniae
taxid991	4.743416490252568	0.5291502622129179	1.004343027792282	7.885334978735076	rod-shaped	Flavobacterium hydatis	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000737695	5877671.0	32.66	5067.0	87.56167196156437	1.0	-0.396240526967704	0.170406429665787	0.01	0.12736846697074541	-0.8949380784031342	0.0018820690177902089	0.8968201474209245	0.6760912590556811	-0.2764209843288905	6.769205272977938	3.704750904290671	1.2103625836957368	0.6083195598896471	Flavobacterium hydatis
taxid996	5.47722557505166	0.3872983346207417	0.6300612660389651	6.66432440723755	rod-shaped	Flavobacterium columnare	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000240075	3162432.0	31.46	2734.0	86.85938543500698	5.0	-0.5412468219344979	0.224669096075255	1.18	0.09454240633224723	-1.024373348050485	-0.2006172184686794	0.8237561295818057	0.7385606273598312	-0.4119543704721594	6.500021195893828	3.4367985102318035	1.1998475323550153	0.5954630233522258	Flavobacterium columnare
taxid1184	2.0346989949375804	2.0346989949375804	4.410614836186082	13.006193585861745	sphere/spheroid	Leptolyngbya boryana	Leptolyngbya	Leptolyngbyaceae	Pseudanabaenales		Cyanobacteria	Bacteria	species	G000353285	7262454.0	47.02	6812.0	87.34518662699962	3.0	-0.252700065420746	0.118225987610685	0.2	0.33911649915626335	-0.4696510798231942	0.6444991339918386	1.1141502138150328	0.3085001705604495	0.3085001705604495	6.861083394608792	3.8332746392905634	1.2070948151988317	0.7555804927421358	Leptolyngbya boryana
taxid1274	1.2000000000000002	1.2000000000000002	0.9047786842338608	4.523893421169302	sphere	Dermacoccus nishinomiyaensis	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000725405	3113642.0	69.04	2809.0	88.25542563981344	3.0	-0.28403360599626803	0.100847702491146	0.16	0.20000000000000007	-0.6989700043360186	-0.043457639546635146	0.6555123647893835	0.0791812460476249	0.0791812460476249	6.493268676837621	3.4485517392015783	1.2210030821473599	0.9807288272899944	Dermacoccus nishinomiyaensis
