taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas
txid1063	1.7320508075688772	1.3416407864998738	1.8163958159225289	7.3004016167525005	ovoid-shaped	Cereibacter sphaeroides	Cereibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	N8868	4580052.021067461	68.5310674609	4427.5210674609	88.54597194423502	3.5210674609
txid1245	0.7745966692414834	0.7745966692414834	0.2433467205584167	1.884955592153876	coccus-shaped	Leuconostoc mesenteroides	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N7711	1922195.143038629	37.73678862915	1882.01803862915	88.7016858541538	3.1430386291500003
txid1328	0.75	0.75	0.22089323345553236	1.7671458676442586	coccus-shaped	Streptococcus anginosus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000463505	2233640.0	38.23	2190.0	88.24040579502515	4.0
txid1390	2.32379000772445	0.7937253933193772	1.018901256745978	5.794514144646295	rod-shaped	Bacillus amyloliquefaciens	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N9016	3930042.254893221	46.411143220775	3801.879893220775	89.50923751206366	0.504893220775
txid1411	3.5	0.7	1.2571606602115153	7.6969020012949905	rod-shaped	Alkalihalobacillus akibai	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000513135	4740369.0	37.02	4916.0	84.34742105519635	1.0
txid1418	4.5	0.7	1.6420057602762648	9.896016858807847	rod-shaped	Caldalkalibacillus mannanilyticus	Caldalkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000615945	4534596.0	39.61	4866.0	89.0301363120331	1.0
txid1426	4.58257569495584	0.7745966692414834	2.0378145603896534	11.151547670782113	rod-shaped	Parageobacillus thermoglucosidasius	Parageobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001295365	3873116.0	43.89	3773.0	83.78602654813335	10.0
txid1449	1.307669683062202	0.3872983346207417	0.13884703507623547	1.5910856447342554	rod-shaped	Amphibacillus xylanus	Amphibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000307165	2569486.0	35.72	2403.0	84.88312448481912	6.0
txid1454	5.47722557505166	0.9486832980505138	3.6480943804627834	16.324194278107957	rod-shaped	Schinkia azotoformans	Schinkia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000307855	4223247.0	37.24	4329.0	86.54646531448435	1.0
txid1473	4.0	0.5916079783099616	1.0453485164679035	7.4343651138547395	rod-shaped	Virgibacillus pantothenticus	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001189575	4759248.0	37.22	4395.0	76.57373601879961	1.0
txid1484	3.75	0.6	1.0037388528219389	7.0685834705770345	rod-shaped	Hydrogenibacillus schlegelii	Hydrogenibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001543875	2592181.0	66.03	2631.0	85.99839285914062	1.0
txid1503	5.091168824543142	1.32664991614216	6.426250174911988	21.218940998414027	rod-shaped	Gottschalkia purinilytica	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	species	G001190785	3397304.0	28.82	3348.0	83.65180154616718	1.0
txid1521	4.242640687119285	0.7745966692414834	1.8776239618920565	10.324326977181858	rod-shaped	Ruminiclostridium cellulolyticum	Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000022065	4068724.0	37.4	3513.0	87.89527134305496	8.0
txid1556	3.1622776601683795	0.5916079783099616	0.8150675609686346	5.877381679269497	rod-shaped	Gottschalkia acidurici	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	species	G000299355	3108248.0	29.93	2985.0	83.09983630649806	6.0
txid1557	4.0	0.8660254037844386	2.1861507997953877	10.882796185405306	curved-shaped	Peptoclostridium litorale	Peptoclostridium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000699585	3404633.0	41.28	3121.0	85.87322040290394	5.0
txid1565	10.000000000000002	1.0	7.592182246175332	31.41592653589793	rod-shaped	Desulfotomaculum nigrificans	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000214435	2892255.0	46.63	2819.0	85.79409491901647	8.0
txid1584	6.250000000000001	0.5	1.1944597068336191	9.817477042468106	rod-shaped	Lactobacillus delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000056065	1864998.0	49.72	1916.0	84.21660505802151	9.0
txid1680	4.898979485566356	1.0	3.585850102686442	15.39059796194237	rod-shaped	Bifidobacterium adolescentis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000010425	2089645.0	59.18	1683.0	86.72233800478071	5.0
txid1731	4.0	0.8660254037844386	2.1861507997953877	10.882796185405306	curved-shaped	Peptoclostridium acidaminophilum	Peptoclostridium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000597865	3055036.0	44.08	2906.0	87.47798716610869	7.0
txid1747	0.8485281374238571	0.4472135954999579	0.10987043904128194	1.1921505918955322	coccus-shaped	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	N8374	2511499.5142233656	60.08922336565	2342.0142233656497	89.9793788301208	1.51422336565
txid2051	1.7	0.5	0.3010692959690218	2.670353755551324	rod-shaped	Mobiluncus curtisii	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	species	N5969	2130088.01985952	55.579859519924995	1820.269859519925	90.75417721727234	1.2698595199249998
txid2052	2.9	0.5	0.5366887449882564	4.5553093477052	rod-shaped	Mobiluncus mulieris	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	species	N5970	2451514.7648468893	55.109846889075	2154.2648468890748	88.55568218517162	1.014846889075
txid2057	2.1213203435596424	1.224744871391589	2.018165466403381	8.162097139053978	coccus-shaped	Sphaerobacter thermophilus	Sphaerobacter	Sphaerobacteraceae	Sphaerobacterales	Thermomicrobia	Chloroflexi	Bacteria	species	G000024985	3993764.0	68.11	3523.0	86.20281518887947	2.0
txid2242	1.4142135623730951	0.7071067811865476	0.4628003060581633	3.141592653589794	rod-shaped	Halobacterium salinarum	Halobacterium	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	species	G000069025	2668776.0	65.71	2771.0	88.05317493862354	1.0
txid2424	1.5811388300841898	0.5244044240850758	0.3037470634109655	2.6048710190235784	rod-shaped	Fervidobacterium nodosum	Fervidobacterium	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogae	Bacteria	species	G000017545	1948941.0	34.99	1829.0	91.74536325111944	2.0
txid2426	4.242640687119284	0.4898979485566356	0.7689377329446211	6.529677711243182	rod-shaped	Teredinibacter turnerae	Teredinibacter	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	N8925	5200110.007562648	51.039229314016666	4279.840895980684	87.40926105949893	1.3408959806833334
txid2702	1.5	0.5	0.2617993877991494	2.3561944901923453		Gardnerella vaginalis	Gardnerella	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	species	N5963	1619448.647267826	42.10926782605999	1299.8472678260598	86.74704559491644	0.8472678260599998
txid2724	1.7320508075688772	0.7071067811865476	0.5876147003761992	3.847649490485592	rod-shaped	Hirschia baltica	Hirschia	Hyphomonadaceae	Hyphomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000023785	3540114.0	45.19	3213.0	89.80837905220001	2.0
txid2743	2.449489742783178	0.4242640687119285	0.3262954809219906	3.264838855621592	rod-shaped	Marinobacter nauticus	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000284615	3989480.0	57.43	3651.0	91.75940222785928	3.0
txid28181	2.0	0.3	0.13430308594096366	1.8849555921538759	spiral-shaped	Magnetovibrio blakemorei	Magnetovibrio	Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001746755	3638804.0	54.29	3572.0	89.49863746439766	1.0
txid28197	1.7320508075688772	0.28284271247461906	0.1029041179365086	1.539059796194237	rod-shaped	Aliarcobacter butzleri	Aliarcobacter	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G000014025	2341251.0	27.05	2285.0	93.50731724193605	5.0
txid28901	2.0	0.8660254037844386	1.0080535546992144	5.441398092702653		Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000195995	5133713.0	51.87	5065.0	86.93386248900161	7.0
txid29329	3.7416573867739413	0.8944271909999159	2.1636242788800466	10.513779971646773	rod-shaped	Thermoanaerobacterium xylanolyticum	Thermoanaerobacterium	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	species	G000189775	2534358.0	34.98	2421.0	88.942051596499	5.0
txid29355	2.1494185260204675	0.5477225575051661	0.4634267797410865	3.6985499455745954	rod-shaped	Ruminiclostridium cellobioparum	Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	N3695	6274040.011460878	41.30146087835	5280.51146087835	87.75627818735973	1.0114608783499999
txid29365	2.2	0.5	0.3992440663937029	3.4557519189487733	rod-shaped	Hathewaya proteolytica	Hathewaya	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G900142225	2818024.0	34.07	2707.0	89.14480501230648	1.0
txid33052	1.0	0.8	0.3686135380212024	2.5132741228718345	rod-shaped	Sphingopyxis terrae	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001610975	3983415.0	64.56	3795.0	90.8021885743765	1.0
txid33935	3.872983346207418	0.99498743710662	2.753533436027073	12.10634649083599	rod-shaped	Lysinibacillus macroides	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001281525	4866035.0	37.88	4723.0	84.52066209963553	1.0
txid33989	0.8320000000000001	0.4270000000000001	0.09876086097594636	1.1160947724849242	oval-shaped	Rickettsia amblyommatis	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000964995	1438374.0	32.77	1777.0	78.17577347755174	1.0
txid35817	4.415880433163924	0.648074069840786	1.385394774647878	8.99066516142837	spiral-shaped	Helicobacter heilmannii	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G001283065	1638988.0	47.68	1618.0	90.46393262183737	1.0
txid36873	1.5	0.5	0.2617993877991494	2.3561944901923453	rod-shaped	Paraburkholderia xenovorans	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000013645	9731138.0	62.63	8704.0	85.98431139297377	6.0
txid38313	3.15	0.6	0.8340928495280899	5.937610115284709	rod-shaped	Shewanella algae	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000947195	5005849.0	52.89	4394.0	87.88665019660002	3.0
txid39645	1.0	0.5	0.16362461737446832	1.5707963267948966	rod-shaped	Mesorhizobium ciceri	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000185905	6690028.0	62.56	6405.0	87.39703331585457	2.0
txid40324	1.5	0.5	0.2617993877991494	2.3561944901923453	rod-shaped	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000072485	4851126.0	66.32	4418.0	88.7422219088929	4.0
txid40841	1.8	0.3872983346207417	0.19684833408241004	2.1901204850257505	rod-shaped	Succiniclasticum ruminis	Succiniclasticum	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	species	G900101645	2900473.0	49.08	2438.0	87.27004181731738	0.0
txid43948	2.8284271247461903	1.0392304845413265	2.105321289599575	9.234358777165424	rod-shaped	Tolumonas auensis	Tolumonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000023065	3471292.0	49.03	3176.0	89.26742550036127	8.0
txid44255	4.5	0.8	2.127905424031487	11.309733552923255		Bradyrhizobium oligotrophicum	Bradyrhizobium	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000344805	8264165.0	65.13	7164.0	86.22330265671124	2.0
txid45663	1.7320508075688772	0.7937253933193772	0.7261082017081271	4.318975841337722	rod-shaped	Desulfohalobium retbaense	Desulfohalobium	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000024325	2909567.0	57.33	2554.0	85.4188956638565	2.0
txid47157	2.449489742783178	0.5	0.4482312628358053	3.847649490485592	vibrio-shaped	Maridesulfovibrio bastinii	Maridesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000429985	3909169.0	43.05	3477.0	87.7084106622149	1.0
txid47917	4.0	0.9	2.3538382957021526	11.309733552923255	rod-shaped	Serratia fonticola	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G001514455	6325799.0	53.69	5917.0	86.41355819241173	8.0
txid49338	4.449719092257396	0.648074069840786	1.3965570393434936	9.059560154856252	rod-shaped	Desulfitobacterium hafniense	Desulfitobacterium	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	N4380	5402428.676005046	47.52600504616667	5089.0093383795	87.15114793904691	1.6760050461666667
txid50715	0.9797958971132712	0.8366600265340756	0.3853449707481341	2.5753396198427985	coccus-shaped	Acidisphaera rubrifaciens	Acidisphaera	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000964365	3862273.0	70.29	4517.0	91.7969289068898	1.0
txid51173	2.449489742783178	0.5916079783099616	0.6191297485464544	4.552600272623071	rod-shaped	Ureibacillus thermosphaericus	Ureibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000284835	2846106.0	35.58	2771.0	85.20705131853839	0.0
txid52603	2.3	0.9	1.2723450247038663	6.503096792930871	rod-shaped	Sagittula stellata	Sagittula	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000169415	5262893.0	65.05	5015.0	88.8678147171147	2.0
txid52764	1.4142135623730951	0.6324555320336759	0.3780577053771961	2.8099258924162918	rod-shaped	Bartonella alsatica	Bartonella	Bartonellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000280015	1673902.0	36.88	1385.0	77.45614737302424	3.0
txid52765	5.130302135352263	0.8366600265340756	2.6672049544259235	13.484716959790829	rod-shaped	Caldicellulosiruptor kristjanssonii	Caldicellulosiruptor	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	species	G000166695	2802443.0	36.1	2691.0	87.69619935177984	3.0
txid52766	2.29128784747792	0.7	0.7919937109246765	5.038805148227341	rod-shaped	Caldicellulosiruptor lactoaceticus	Caldicellulosiruptor	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	species	G000193435	2674809.0	36.13	2594.0	87.25598724993073	3.0
txid52773	1.6431676725154984	0.6708203932499369	0.5017142267422714	3.4628845414370333	rod-shaped	Schaalia meyeri	Schaalia	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	species	G001262055	2049088.0	65.51	1763.0	89.17669714526659	3.0
txid53245	1.7320508075688772	0.5	0.3073624573190221	2.7206990463513265	vibrio-shaped	Desulfonatronovibrio hydrogenovorans	Desulfonatronovibrio	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000686525	2939696.0	50.35	2745.0	90.15360771998192	1.0
txid53254	1.4966629547095764	0.85	0.6885041036222898	3.9966195419032577	rod-shaped	Bosea thiooxidans	Bosea	Boseaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001420315	5460905.0	67.34	5189.0	88.88114698937264	1.0
txid53635	1.224744871391589	0.3741657386773941	0.12095384158203352	1.4396586137792404	rod-shaped	Acidimicrobium ferrooxidans	Acidimicrobium	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria	species	G000023265	2158157.0	68.29	2056.0	91.19711865262815	2.0
txid54254	0.4	0.4	0.03351032163829113	0.5026548245743669	coccus-shaped	Thermosphaera aggregans	Thermosphaera	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	species	G000092185	1316595.0	46.73	1415.0	92.0772902828888	1.0
txid54259	1.8973665961010275	1.8973665961010275	3.576451775686596	11.309733552923255	coccus-shaped	Ignicoccus islandicus	Ignicoccus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	species	G001481685	1394664.0	44.9	1544.0	91.58098294643013	1.0
txid56636	0.8944271909999159	0.8944271909999159	0.37465678565550536	2.5132741228718345	coccus-shaped	Aeropyrum pernix	Aeropyrum	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	species	G000011125	1669696.0	56.31	1718.0	89.03968147495114	1.0
txid56812	1.75	0.65	0.508807110187647	3.573561643458389	rod-shaped	Shewanella frigidimarina	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000014705	4845257.0	41.58	4124.0	84.62436564252422	9.0
txid58180	2.23606797749979	0.7745966692414834	0.9320488493769008	5.441398092702653	vibrio-shaped	Desulfovibrio alaskensis	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	N5293	3642096.001909303	57.931909303000005	3278.001909303	88.47985121931805	2.501909303
txid59600	2.449489742783178	0.4472135954999579	0.3613488999450901	3.4414423257272846	rod-shaped	Cellulophaga algicola	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000186265	4888353.0	33.77	4280.0	88.71626087559551	5.0
txid59610	7.071067811865476	0.8944271909999159	4.255554545330614	19.869176531592203	rod-shaped	Desulfotomaculum reducens	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000016165	3608104.0	42.28	3522.0	85.08330136825325	8.0
txid61435	0.65	0.15	0.01060287520586555	0.3063052837250048	ovoid-shaped	Dehalococcoides mccartyi	Dehalococcoides	Dehalococcoidaceae	Dehalococcoidales	Dehalococcoidia	Chloroflexi	Bacteria	species	N3634	1413672.7682466882	47.54120965091852	1479.5089874286964	90.5022890093634	0.9904689101777779
txid63656	1.2649110640673518	0.3872983346207417	0.13380965395204047	1.5390597961942372	rod-shaped	Thiomicrorhabdus chilensis	Thiomicrorhabdus	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000483485	2443034.0	48.07	2219.0	89.78679789147431	2.0
txid63658	1.5811388300841898	0.34641016151377546	0.1381360278015362	1.7207211628636423	vibrio-shaped	Hydrogenovibrio kuenenii	Hydrogenovibrio	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000526715	2452457.0	41.53	2239.0	90.80734137234622	3.0
txid64897	20.0	0.2	0.6262241356155654	12.56637061435917	helical-shaped	Borreliella bissettiae	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	species	G000222305	1403443.0	28.34	1423.0	87.97742409203651	1.0
txid65048	3.0000000000000004	0.85	1.5415729701318164	8.011061266653973	rod-shaped	Mitsuaria chitosanitabida	Mitsuaria		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G001598255	5819413.0	69.94	5063.0	89.9233479390447	1.0
txid66219	6.70820393249937	0.6324555320336759	2.041213830873577	13.3286488144751	rod-shaped	Lachnoclostridium phytofermentans	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000018685	4847594.0	35.35	4095.0	82.97347096312109	8.0
txid68909	1.5491933384829668	1.5491933384829668	1.9467737644673333	7.5398223686155035	sphere-shaped	Deinococcus geothermalis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria	species	G000196275	3247018.0	66.47	3156.0	89.98749006011055	4.0
txid68910	1.5491933384829668	1.5491933384829668	1.9467737644673333	7.5398223686155035	sphere-shaped	Deinococcus murrayi	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria	species	G000482805	2767614.0	69.43	2702.0	91.26138977473015	1.0
txid70995	1.5491933384829668	0.3872983346207417	0.1673008703839115	1.884955592153876	rod-shaped	Lewinella cohaerens	Lewinella	Lewinellaceae	Saprospirales	Saprospiria	Bacteroidetes	Bacteria	species	G000379805	7298817.0	45.0	5585.0	88.71977472513697	2.0
txid73919	3.7416573867739413	0.4242640687119285	0.5089713779125422	4.9871237292396495	rod-shaped	Thermaerobacter marianensis	Thermaerobacter	Clostridiales Family XVII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000184705	2844696.0	72.48	2383.0	85.28514118907609	2.0
txid76517	0.9486832980505138	0.3535533905932738	0.08156675734038439	1.053722209656109	rod-shaped	Campylobacter hominis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G000017585	1714951.0	31.74	1637.0	87.08995184118963	3.0
txid76594	3.146426544510456	0.6928203230275509	1.099112492592033	6.8483837592512735	rod-shaped	Cellulophaga baltica	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000468615	4635105.0	34.68	3971.0	90.55438873553028	4.0
