taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas
txid940	2.449489742783178	0.3872983346207417	0.2733645417515184	2.98037647973883	rod-shaped	Hydrogenobacter thermophilus	Hydrogenobacter	Aquificaceae	Aquificales	Aquificae	Aquificae	Bacteria	species	N2767	1743033.500025363	44.00002536295	1903.50002536295	96.89962659728052	1.00002536295
txid979	2.7386127875258306	0.5656854249492381	0.6408977138051014	4.866934411168336	rod-shaped	Cellulophaga lytica	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000190595	3765936.0	32.11	3303.0	91.38046955657238	4.0
txid983	3.1622776601683795	0.5916079783099616	0.8150675609686346	5.877381679269497	rod-shaped	Flavobacterium flevense	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3880892.032104373	35.911826595522214	3436.1154377066337	89.54809391843658	2.004326595522222
txid986	4.743416490252568	0.34641016151377546	0.4361736757754192	5.162163488590926	rod-shaped	Flavobacterium johnsoniae	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000016645	6096872.0	34.11	5199.0	88.14816843784813	6.0
txid991	4.743416490252568	0.5291502622129179	1.004343027792282	7.885334978735076	rod-shaped	Flavobacterium hydatis	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000737695	5877671.0	32.66	5067.0	87.56167196156437	1.0
txid996	5.47722557505166	0.3872983346207417	0.6300612660389651	6.66432440723755	rod-shaped	Flavobacterium columnare	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000240075	3162432.0	31.46	2734.0	86.85938543500698	5.0
txid1063	1.7320508075688772	1.3416407864998738	1.8163958159225289	7.3004016167525005	ovoid-shaped	Cereibacter sphaeroides	Cereibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	N8868	4580052.021067461	68.5310674609	4427.5210674609	88.54597194423502	3.5210674609
txid1245	0.7745966692414834	0.7745966692414834	0.2433467205584167	1.884955592153876	coccus-shaped	Leuconostoc mesenteroides	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N7711	1922195.143038629	37.73678862915	1882.01803862915	88.7016858541538	3.1430386291500003
txid1328	0.75	0.75	0.22089323345553236	1.7671458676442586	coccus-shaped	Streptococcus anginosus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000463505	2233640.0	38.23	2190.0	88.24040579502515	4.0
txid1390	2.32379000772445	0.7937253933193772	1.018901256745978	5.794514144646295	rod-shaped	Bacillus amyloliquefaciens	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N9016	3930042.254893221	46.411143220775	3801.879893220775	89.50923751206366	0.504893220775
txid1411	3.5	0.7	1.2571606602115153	7.6969020012949905	rod-shaped	Alkalihalobacillus akibai	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000513135	4740369.0	37.02	4916.0	84.34742105519635	1.0
txid1418	4.5	0.7	1.6420057602762648	9.896016858807847	rod-shaped	Caldalkalibacillus mannanilyticus	Caldalkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000615945	4534596.0	39.61	4866.0	89.0301363120331	1.0
txid1422	2.6457513110645907	0.7745966692414834	1.1251075720307042	6.438349049606996	rod-shaped	Geobacillus stearothermophilus	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6892	3583416.17783525	51.04354953605714	3559.0349781074865	84.14996241111143	5.89212096462857
txid1426	4.58257569495584	0.7745966692414834	2.0378145603896534	11.151547670782113	rod-shaped	Parageobacillus thermoglucosidasius	Parageobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001295365	3873116.0	43.89	3773.0	83.78602654813335	10.0
txid1449	1.307669683062202	0.3872983346207417	0.13884703507623547	1.5910856447342554	rod-shaped	Amphibacillus xylanus	Amphibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000307165	2569486.0	35.72	2403.0	84.88312448481912	6.0
txid1454	5.47722557505166	0.9486832980505138	3.6480943804627834	16.324194278107957	rod-shaped	Schinkia azotoformans	Schinkia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000307855	4223247.0	37.24	4329.0	86.54646531448435	1.0
txid1473	4.0	0.5916079783099616	1.0453485164679035	7.4343651138547395	rod-shaped	Virgibacillus pantothenticus	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001189575	4759248.0	37.22	4395.0	76.57373601879961	1.0
txid1484	3.75	0.6	1.0037388528219389	7.0685834705770345	rod-shaped	Hydrogenibacillus schlegelii	Hydrogenibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001543875	2592181.0	66.03	2631.0	85.99839285914062	1.0
txid1503	5.091168824543142	1.32664991614216	6.426250174911988	21.218940998414027	rod-shaped	Gottschalkia purinilytica	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	species	G001190785	3397304.0	28.82	3348.0	83.65180154616718	1.0
txid1521	4.242640687119285	0.7745966692414834	1.8776239618920565	10.324326977181858	rod-shaped	Ruminiclostridium cellulolyticum	Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000022065	4068724.0	37.4	3513.0	87.89527134305496	8.0
txid1556	3.1622776601683795	0.5916079783099616	0.8150675609686346	5.877381679269497	rod-shaped	Gottschalkia acidurici	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	species	G000299355	3108248.0	29.93	2985.0	83.09983630649806	6.0
txid1557	4.0	0.8660254037844386	2.1861507997953877	10.882796185405306	curved-shaped	Peptoclostridium litorale	Peptoclostridium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000699585	3404633.0	41.28	3121.0	85.87322040290394	5.0
txid1565	10.000000000000002	1.0	7.592182246175332	31.41592653589793	rod-shaped	Desulfotomaculum nigrificans	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000214435	2892255.0	46.63	2819.0	85.79409491901647	8.0
txid1584	6.250000000000001	0.5	1.1944597068336191	9.817477042468106	rod-shaped	Lactobacillus delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000056065	1864998.0	49.72	1916.0	84.21660505802151	9.0
txid1661	0.8660254037844386	0.42426406871192857	0.10243848386409704	1.1542948471456778	coccus-shaped	Trueperella pyogenes	Trueperella	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	genus	G001070855	1923996.0	55.81	1669.0	92.15850760604492	1.0
txid1680	4.898979485566356	1.0	3.585850102686442	15.39059796194237	rod-shaped	Bifidobacterium adolescentis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000010425	2089645.0	59.18	1683.0	86.72233800478071	5.0
txid1731	4.0	0.8660254037844386	2.1861507997953877	10.882796185405306	curved-shaped	Peptoclostridium acidaminophilum	Peptoclostridium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000597865	3055036.0	44.08	2906.0	87.47798716610869	7.0
txid1747	0.8485281374238571	0.4472135954999579	0.10987043904128194	1.1921505918955322	coccus-shaped	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	N8374	2511499.5142233656	60.08922336565	2342.0142233656497	89.9793788301208	1.51422336565
txid1764	0.87	0.49	0.13325902998242062	1.3392609482253288		Mycobacterium avium	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5918	5379024.100433725	65.87885477746842	5204.100433724837	88.77823768475434	1.1530653037842107
txid1933	1.25	0.75	0.4417864669110647	2.9452431127404317	rod-shaped	Streptoalloteichus tenebrarius	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria	genus	G900129375	7279383.0	72.62	6542.0	85.88050663085043	1.0
txid2051	1.7	0.5	0.3010692959690218	2.670353755551324	rod-shaped	Mobiluncus curtisii	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	species	N5969	2130088.01985952	55.579859519924995	1820.269859519925	90.75417721727234	1.2698595199249998
txid2052	2.9	0.5	0.5366887449882564	4.5553093477052	rod-shaped	Mobiluncus mulieris	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	species	N5970	2451514.7648468893	55.109846889075	2154.2648468890748	88.55568218517162	1.014846889075
txid2057	2.1213203435596424	1.224744871391589	2.018165466403381	8.162097139053978	coccus-shaped	Sphaerobacter thermophilus	Sphaerobacter	Sphaerobacteraceae	Sphaerobacterales	Thermomicrobia	Chloroflexi	Bacteria	species	G000024985	3993764.0	68.11	3523.0	86.20281518887947	2.0
txid2242	1.4142135623730951	0.7071067811865476	0.4628003060581633	3.141592653589794	rod-shaped	Halobacterium salinarum	Halobacterium	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	species	G000069025	2668776.0	65.71	2771.0	88.05317493862354	1.0
txid2424	1.5811388300841898	0.5244044240850758	0.3037470634109655	2.6048710190235784	rod-shaped	Fervidobacterium nodosum	Fervidobacterium	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogae	Bacteria	species	G000017545	1948941.0	34.99	1829.0	91.74536325111944	2.0
txid2426	4.242640687119284	0.4898979485566356	0.7689377329446211	6.529677711243182	rod-shaped	Teredinibacter turnerae	Teredinibacter	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	N8925	5200110.007562648	51.039229314016666	4279.840895980684	87.40926105949893	1.3408959806833334
txid2702	1.5	0.5	0.2617993877991494	2.3561944901923453		Gardnerella vaginalis	Gardnerella	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	species	N5963	1619448.647267826	42.10926782605999	1299.8472678260598	86.74704559491644	0.8472678260599998
txid2724	1.7320508075688772	0.7071067811865476	0.5876147003761992	3.847649490485592	rod-shaped	Hirschia baltica	Hirschia	Hyphomonadaceae	Hyphomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000023785	3540114.0	45.19	3213.0	89.80837905220001	2.0
txid2743	2.449489742783178	0.4242640687119285	0.3262954809219906	3.264838855621592	rod-shaped	Marinobacter nauticus	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000284615	3989480.0	57.43	3651.0	91.75940222785928	3.0
txid28097	2.1213203435596424	1.0	1.4042817140102375	6.6643244072375465	rod-shaped	Ralstonia syzygii	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N6643	5219546.280594781	65.50559478135	4779.28059478135	88.90486324774798	2.53059478135
txid28181	2.0	0.3	0.13430308594096366	1.8849555921538759	spiral-shaped	Magnetovibrio blakemorei	Magnetovibrio	Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001746755	3638804.0	54.29	3572.0	89.49863746439766	1.0
txid28197	1.7320508075688772	0.28284271247461906	0.1029041179365086	1.539059796194237	rod-shaped	Aliarcobacter butzleri	Aliarcobacter	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G000014025	2341251.0	27.05	2285.0	93.50731724193605	5.0
txid28200	1.7320508075688772	0.28284271247461906	0.1029041179365086	1.539059796194237	rod-shaped	Aliarcobacter skirrowii	Aliarcobacter	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	genus	N2780	2449447.298010876	27.052010875779995	2417.69801087578	93.01177526347996	6.09801087578
txid28254	1.5811388300841898	0.5477225575051661	0.3295290308957627	2.7206990463513265	rod-shaped	Marinomonas communis	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7520	4305819.404634305	43.537491448000004	3943.9760628765716	88.79918560387081	3.404634305142857
txid28446	2.5495097567963922	0.6324555320336759	0.7347215237820639	5.065665942680422	rod-shaped	Anaerotignum propionicum	Anaerotignum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G900142265	3546077.0	45.31	3560.0	87.19675291878885	1.0
txid28901	2.0	0.8660254037844386	1.0080535546992144	5.441398092702653		Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000195995	5133713.0	51.87	5065.0	86.93386248900161	7.0
txid29329	3.7416573867739413	0.8944271909999159	2.1636242788800466	10.513779971646773	rod-shaped	Thermoanaerobacterium xylanolyticum	Thermoanaerobacterium	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	species	G000189775	2534358.0	34.98	2421.0	88.942051596499	5.0
txid29355	2.1494185260204675	0.5477225575051661	0.4634267797410865	3.6985499455745954	rod-shaped	Ruminiclostridium cellobioparum	Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	N3695	6274040.011460878	41.30146087835	5280.51146087835	87.75627818735973	1.0114608783499999
txid29365	2.2	0.5	0.3992440663937029	3.4557519189487733	rod-shaped	Hathewaya proteolytica	Hathewaya	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G900142225	2818024.0	34.07	2707.0	89.14480501230648	1.0
txid29497	1.75	0.7	0.5836817350982035	3.848451000647497	rod-shaped	Vibrio splendidus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N9610	5125472.95468035	45.48218035012499	4916.579680350125	86.76361946563293	5.892180350124999
txid29533	2.23606797749979	0.4472135954999579	0.32782468744856724	3.1415926535897927	rod-shaped	Flavobacterium pectinovorum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3880892.032104373	35.911826595522214	3436.1154377066337	89.54809391843658	2.004326595522222
txid29534	3.872983346207418	0.5916079783099616	1.010432990154549	7.198293068896204	rod-shaped	Flavobacterium saccharophilum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3880892.032104373	35.911826595522214	3436.1154377066337	89.54809391843658	2.004326595522222
txid33052	1.0	0.8	0.3686135380212024	2.5132741228718345	rod-shaped	Sphingopyxis terrae	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001610975	3983415.0	64.56	3795.0	90.8021885743765	1.0
txid33935	3.872983346207418	0.99498743710662	2.753533436027073	12.10634649083599	rod-shaped	Lysinibacillus macroides	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001281525	4866035.0	37.88	4723.0	84.52066209963553	1.0
txid33938	8.48528137423857	1.161895003862225	8.586190358828363	30.97298093154557	rod-shaped	Geobacillus thermocatenulatus	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6892	3583416.17783525	51.04354953605714	3559.0349781074865	84.14996241111143	5.89212096462857
txid33941	3.464101615137755	1.0246950765959597	2.5750562277485867	11.151547670782106	rod-shaped	Geobacillus thermoleovorans	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6892	3583416.17783525	51.04354953605714	3559.0349781074865	84.14996241111143	5.89212096462857
txid33989	0.8320000000000001	0.4270000000000001	0.09876086097594636	1.1160947724849242	oval-shaped	Rickettsia amblyommatis	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000964995	1438374.0	32.77	1777.0	78.17577347755174	1.0
txid35811	1.8027756377319943	0.7745966692414834	0.7278646446562149	4.386995393446892	rod-shaped	Erythrobacter ramosus	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9964	3345753.06761379	61.392613789875	3171.317613789875	91.6512288129749	1.067613789875
txid35813	1.4422205101855958	1.0816653826391969	0.9939594657744456	4.900884539600078	coccus-shaped	Roseococcus thiosulfatophilus	Roseococcus	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N4940	3574896.862133706	60.0937616128907	3406.327249984984	89.75858273242244	2.420273240797674
txid35817	4.415880433163924	0.648074069840786	1.385394774647878	8.99066516142837	spiral-shaped	Helicobacter heilmannii	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	species	G001283065	1638988.0	47.68	1618.0	90.46393262183737	1.0
txid36847	3.1622776601683795	0.5477225575051661	0.7020760908631163	5.441398092702652	rod-shaped	Anaerotignum neopropionicum	Anaerotignum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G900142265	3546077.0	45.31	3560.0	87.19675291878885	1.0
txid36873	1.5	0.5	0.2617993877991494	2.3561944901923453	rod-shaped	Paraburkholderia xenovorans	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000013645	9731138.0	62.63	8704.0	85.98431139297377	6.0
txid38313	3.15	0.6	0.8340928495280899	5.937610115284709	rod-shaped	Shewanella algae	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000947195	5005849.0	52.89	4394.0	87.88665019660002	3.0
txid39480	4.58257569495584	1.224744871391589	4.917763615361453	17.6321450378085	rod-shaped	Andreesenia angusta	Andreesenia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	family	N3345	3208733.504457272	30.567790605466666	3103.1711239388	84.60769663797916	2.8377906054666666
txid39489	3.9974992182613365	0.7348469228349535	1.5915128776276912	9.228585498215876	rod-shaped	Clostridium moniliforme	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N2680	4098456.0667612483	30.026933661734482	3862.101244006562	84.72726556132037	5.635726765182758
txid39493	13.0384048104053	1.4422205101855958	20.514554829780568	59.07530885425146	rod-shaped	Clostridium tarantellae	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N2680	4098456.0667612483	30.026933661734482	3862.101244006562	84.72726556132037	5.635726765182758
txid39645	1.0	0.5	0.16362461737446832	1.5707963267948966	rod-shaped	Mesorhizobium ciceri	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000185905	6690028.0	62.56	6405.0	87.39703331585457	2.0
txid39960	1.1401754250991378	0.2449489742783178	0.049881851598940485	0.8773990786893783	rod-shaped	Erythrobacter litoralis	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9964	3345753.06761379	61.392613789875	3171.317613789875	91.6512288129749	1.067613789875
txid40324	1.5	0.5	0.2617993877991494	2.3561944901923453	rod-shaped	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000072485	4851126.0	66.32	4418.0	88.7422219088929	4.0
txid40841	1.8	0.3872983346207417	0.19684833408241004	2.1901204850257505	rod-shaped	Succiniclasticum ruminis	Succiniclasticum	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	species	G900101645	2900473.0	49.08	2438.0	87.27004181731738	0.0
txid43948	2.8284271247461903	1.0392304845413265	2.105321289599575	9.234358777165424	rod-shaped	Tolumonas auensis	Tolumonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000023065	3471292.0	49.03	3176.0	89.26742550036127	8.0
txid43992	2.598076211353316	0.5	0.4774061477159801	4.08104856952699	rod-shaped	Bradyrhizobium liaoningense	Bradyrhizobium	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9862	8610259.098856065	63.10411922420527	8185.51990869789	84.98111511658986	1.5199086978894738
txid44255	4.5	0.8	2.127905424031487	11.309733552923255		Bradyrhizobium oligotrophicum	Bradyrhizobium	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000344805	8264165.0	65.13	7164.0	86.22330265671124	2.0
txid45663	1.7320508075688772	0.7937253933193772	0.7261082017081271	4.318975841337722	rod-shaped	Desulfohalobium retbaense	Desulfohalobium	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000024325	2909567.0	57.33	2554.0	85.4188956638565	2.0
txid45668	3.0000000000000004	0.8774964387392122	1.6373791739955537	8.270209096482947	rod-shaped	Halobacillus litoralis	Halobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5614	3991715.235985843	43.545985843100006	4098.2359858431	85.53499488949029	3.569319176433334
txid47157	2.449489742783178	0.5	0.4482312628358053	3.847649490485592	vibrio-shaped	Maridesulfovibrio bastinii	Maridesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000429985	3909169.0	43.05	3477.0	87.7084106622149	1.0
txid47312	3.5	1.0	2.4870941840919194	10.995574287564272	rod-shaped	Tsukamurella pulmonis	Tsukamurella	Tsukamurellaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5482	4491563.034198428	69.7941984283	4351.5341984283	92.8544774711659	1.5341984282999999
txid47421	1.8165902124584952	0.4242640687119285	0.2368214177502101	2.4212692981671986	rod-shaped	Hydrogenophaga pseudoflava	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N6650	4981409.5598028805	67.0148028806	4732.0598028806	92.58350841073944	1.5598028806
txid47917	4.0	0.9	2.3538382957021526	11.309733552923255	rod-shaped	Serratia fonticola	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G001514455	6325799.0	53.69	5917.0	86.41355819241173	8.0
