taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime	hash	topt
taxid986	4.743416490252568	0.34641016151377546	0.4361736757754192	5.1621634885909256	rod-shaped	Flavobacterium johnsoniae	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000016645	6096872.0	34.11	5199.0	88.14816843784813	6.0	-0.541145997786981	0.221354907095048	2.43	27.5
taxid991	4.743416490252568	0.5291502622129179	1.004343027792282	7.885334978735076	rod-shaped	Flavobacterium hydatis	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000737695	5877671.0	32.66	5067.0	87.56167196156437	1.0	-0.396240526967704	0.170406429665787	0.01	22.5
taxid996	5.47722557505166	0.3872983346207417	0.6300612660389651	6.66432440723755	rod-shaped	Flavobacterium columnare	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000240075	3162432.0	31.46	2734.0	86.85938543500698	5.0	-0.5412468219344979	0.224669096075255	1.18	27.5
taxid1282	0.8660254037844386	0.8660254037844386	0.34008738079391576	2.3561944901923444	sphere	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N6905	2408837.0	31.94	2284.0	83.45154872551758	0.0	-0.5322950930733971	0.209035710410087	1.88	33.5
taxid1411	3.5	0.7	1.2571606602115153	7.6969020012949905	rod-shaped	Alkalihalobacillus akibai	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000513135	4740369.0	37.02	4916.0	84.34742105519635	1.0	-0.6475861977613161	0.244689781955886	1.24	37.0
taxid1418	4.5	0.7	1.6420057602762648	9.896016858807847	rod-shaped	Caldalkalibacillus mannanilyticus	Caldalkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000615945	4534596.0	39.61	4866.0	89.0301363120331	1.0	-0.606645800169571	0.233131302235238	2.11	37.0
taxid1423	3.464101615137755	1.0	2.4588996585521765	10.882796185405306	rod	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N8423	4168037.0	43.4	4235.0	88.87254241630957	1.0	-1.0343046997263	0.362634297727748	0.13	29.0
taxid1426	4.58257569495584	0.7745966692414834	2.0378145603896534	11.151547670782113	rod-shaped	Parageobacillus thermoglucosidasius	Parageobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001295365	3873116.0	43.89	3773.0	83.78602654813335	10.0	-0.4444052557539029	0.17719712498714302	2.54	60.0
taxid1473	4.0	0.5916079783099616	1.0453485164679035	7.4343651138547395	rod-shaped	Virgibacillus pantothenticus	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001189575	4759248.0	37.22	4395.0	76.57373601879961	1.0	-0.389928266574947	0.164846122252751	1.24	37.0
taxid1565	10.000000000000002	1.0	7.592182246175332	31.41592653589793	rod-shaped	Desulfotomaculum nigrificans	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000214435	2892255.0	46.63	2819.0	85.79409491901647	8.0	-0.24918249046476	0.11423138974577697	0.96	55.0
taxid1657	1.7320508075688772	0.5	0.3073624573190221	2.7206990463513265	rods	Actinobaculum suis	Actinobaculum	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	species	N6830	2275281.5	57.77	1830.0	85.32251183541584	1.0	-0.410241137613855	0.1489982578590475	0.13	22.5
taxid1697	2.1213203435596424	0.848528137423857	1.0396346075290577	5.6548667764616285	rods	Corynebacterium ammoniagenes	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N4707	2374587.0	55.27	2218.5	89.0181343808822	4.0	-0.8095607536521319	0.2525844143235105	2.12	30.0
taxid2041	0.7745966692414834	0.5	0.11936677687411675	1.2167336027920836	rods	Aeromicrobium erythreum	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N4713	3571516.0	71.11	3521.0	92.9561275910437	1.0	-0.214376896986152	0.0843630493701124	0.52	35.0
taxid2057	2.1213203435596424	1.224744871391589	2.018165466403381	8.162097139053978	coccus-shaped	Sphaerobacter thermophilus	Sphaerobacter	Sphaerobacteraceae	Sphaerobacterales	Thermomicrobia	Chloroflexi	Bacteria	species	G000024985	3993764.0	68.11	3523.0	86.20281518887947	2.0	-0.0648274256360233	0.0243499069082574	0.21	55.0
taxid2114	0.2449489742783178	0.2449489742783178	0.007695298980971182	0.1884955592153876	spherical	Entomoplasma ellychniae	Entomoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N4095	1062829.0	29.935	2009.0	68.39227793945997	1.0	-0.247293268354416	0.11797484238374398	2.49	30.0
taxid2118	0.4898979485566356	0.15811388300841894	0.008584270781860217	0.2433467205584167	flask	Mycoplasma mobile	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N3035	1260528.5	28.13	2157.0	69.3182582758846	1.0	-0.1282521456372355	0.0575193925043883	0.39	30.0
taxid2130	0.5	0.5	0.06544984694978735	0.7853981633974483	spherical	Ureaplasma urealyticum	Ureaplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	family	N3035	1260528.5	28.13	2157.0	69.3182582758846	1.0	-0.1282521456372355	0.0575193925043883	0.6	32.5
taxid2144	3.872983346207418	0.14142135623730953	0.06009619964991113	1.7207211628636432	helical	Spiroplasma mirum	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000565195	1132608.0	29.41	1933.0	62.783681556195965	1.0	-0.13965550094881196	0.0732528611815554	2.16	37.0
taxid2145	3.4322004603461025	0.12649110640673514	0.042600458299974164	1.3638999367685745	helical	Spiroplasma taiwanense	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000439435	1086278.0	23.86	1996.0	66.8353773159357	1.0	-0.115729343931108	0.0718506860963892	2.5	27.5
taxid2148	3.1622776601683795	0.3	0.2164596525098353	2.98037647973883	spherical	Acholeplasma laidlawii	Acholeplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000018785	1496992.0	31.93	1389.0	91.59026901947372	2.0	-0.173134692531478	0.0878674529151848	1.18	37.0
taxid2149	1.1066819197003217	0.34086580994024984	0.08114396663606828	1.1851030875210382	spherical	Mesoplasma entomophilum	Mesoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	family	N3739	1022566.0	30.06	1922.0	68.77857875861669	1.0	-0.252430493433837	0.121339893698046	0.96	30.0
taxid2150	3.1622776601683795	0.3	0.2164596525098353	2.98037647973883	spherical	Acholeplasma modicum	Acholeplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000687835	1219180.0	27.79	1136.0	92.95403467904656	1.0	-0.259917667129228	0.132824895952855	1.83	36.0
taxid2161	12.247448713915894	0.7071067811865476	4.717001801895359	27.206990463513268	rod	Methanobacterium bryantii	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	genus	N631	2490725.0	38.59	2451.0	82.82869602512899	1.0	-0.22811632487660896	0.102580308074475	0.09	38.0
taxid2162	5.47722557505166	0.5656854249492381	1.329186178950559	9.733868822336671	rod	Methanobacterium formicicum	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	species	N1411	2451734.0	41.24	2410.0	83.5882397745449	2.0	-0.261580270110304	0.119786048691935	1.77	41.0
taxid2163	3.872983346207418	0.6324555320336759	1.150503014353443	7.695298980971184	rod	Methanobacterium ivanovii	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	genus	N631	2490725.0	38.59	2451.0	82.82869602512899	1.0	-0.22811632487660896	0.102580308074475	0.68	45.0
taxid2171	3.5355339059327378	0.5	0.6614755356123511	5.553603672697958	rod	Methanobacterium palustre	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	genus	N631	2490725.0	38.59	2451.0	82.82869602512899	1.0	-0.22811632487660896	0.102580308074475	1.31	35.0
taxid2177	1.0	1.0	0.5235987755982988	3.1415926535897927	spherical	Methanohalophilus halophilus	Methanohalophilus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	N2235	2024760.5	42.42	2039.0	89.73298948970451	2.5	-0.122189513463133	0.05836618803898575	2.38	31.0
taxid2180	1.7320508075688772	0.34641016151377546	0.15235914659567426	1.8849555921538759	rod	Methanothermus fervidus	Methanothermus	Methanothermaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	species	G000166095	1243342.0	31.64	1318.0	94.48293389912027	2.0	-0.0302509380224745	0.0143804581235767	0.1	83.0
taxid2181	1.7320508075688772	0.34641016151377546	0.15235914659567426	1.8849555921538759	rod	Methanothermus sociabilis	Methanothermus	Methanothermaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	genus	G000166095	1243342.0	31.64	1318.0	94.48293389912027	2.0	-0.0302509380224745	0.0143804581235767	1.74	88.0
taxid2186	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	spherical	Methanothermococcus thermolithotrophicus	Methanothermococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000376965	1686930.0	32.8	1704.0	85.99082356707157	1.0	-0.385928297780395	0.16666857550290698	0.36	62.5
taxid2187	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	spherical	Methanococcus vannielii	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000017165	1720048.0	31.33	1746.0	86.89867957173288	4.0	-0.451010062451184	0.211040192011082	1.99	37.5
taxid2188	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	spherical	Methanococcus voltae	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000006175	1936387.0	28.59	1727.0	80.16703272641264	2.0	-0.5361486021528521	0.224256660453865	1.63	37.5
taxid2189	1.2	1.2	0.9047786842338604	4.523893421169302	spherical	Methanotorris igneus	Methanotorris	Methanocaldococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000214415	1854197.0	32.3	1822.0	83.13048721360244	2.0	-0.40030782386229297	0.172769220141566	1.93	88.0
taxid2190	1.224744871391589	1.224744871391589	0.961912372621398	4.712388980384692	spherical	Methanocaldococcus jannaschii	Methanocaldococcus	Methanocaldococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000091665	1739927.0	31.29	1877.0	88.03869357737423	2.0	-0.33054462974754306	0.158304144773653	1.26	85.0
taxid2193	1.0	1.0	0.5235987755982988	3.1415926535897927	spherical	Methanocorpusculum parvum	Methanocorpusculum	Methanocorpusculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	N500	1804962.0	51.43	1816.0	88.60142207980002	1.0	-0.4100574120167581	0.16108151871260998	1.58	37.0
taxid2197	2.6	2.6	9.202772079915704	21.237166338267	spherical	Methanogenium cariaci	Methanogenium	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G001315945	2686643.0	52.06	4256.0	83.93098748140338	1.0	-0.299268600586502	0.126443250754917	1.14	22.5
taxid2198	1.3	1.3	1.1503465099894628	5.309291584566751	spherical	Methanoculleus marisnigri	Methanoculleus	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	N1422	1709390.0	62.225	1989.0	87.94295505747532	0.0	-0.12766262597930803	0.05098673004896405	2.4	22.5
taxid2199	0.8660254037844386	0.8660254037844386	0.34008738079391576	2.3561944901923444	spherical	Methanogenium organophilum	Methanogenium	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	G001315945	2686643.0	52.06	4256.0	83.93098748140338	1.0	-0.299268600586502	0.126443250754917	1.26	32.5
taxid2200	1.3426748071413248	1.3426748071413248	1.2673925299287734	5.663586699569487	spherical	Methanoculleus thermophilus	Methanoculleus	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G001571405	2223235.0	59.32	2270.0	88.02848101977524	1.0	-0.121326406750357	0.0512323610561927	0.98	55.0
taxid2201	1.5811388300841898	1.5811388300841898	2.0697058887075217	7.853981633974483	spherical	Methanofollis liminatans	Methanofollis	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G000275865	2475100.0	60.97	2441.0	89.25106056320958	2.0	-0.20106835478420296	0.0811633709815197	0.8	40.0
taxid2203	8.602325267042625	0.4472135954999579	1.3278340440330796	12.08594825142498	rod	Methanospirillum hungatei	Methanospirillum	Methanospirillaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G000013445	3544738.0	45.15	3415.0	88.69400220834375	4.0	-0.332514958140933	0.138544643525922	1.43	37.0
taxid2205	1.7320508075688772	0.7	0.5767740763409667	3.808978664891857	rod	Methanomicrobium mobile	Methanomicrobium	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G000711215	1711791.0	49.46	1630.0	86.43561042206673	1.0	-0.317073820016645	0.125124472263348	0.26	40.0
taxid2210	1.7320508075688772	1.7320508075688772	2.7206990463513265	9.424777960769378	spherical	Methanosarcina thermophila	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	N2237	3124896.5	41.27500000000001	2689.0	75.64915164386468	2.5	-0.1616423628732245	0.0729413357000048	1.93	50.0
taxid2214	1.831420750742353	1.831420750742353	3.2163478671371366	10.537222096561086	spherical	Methanosarcina acetivorans	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000007345	5751492.0	42.68	4884.0	75.34008566820575	3.0	-0.24771193454152	0.10648986860552698	0.86	37.5
taxid2215	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	spherical	Methanosarcina vacuolata	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000969905	4563885.0	39.71	3737.0	72.9563299688752	3.0	-0.195060778016929	0.08357422364892099	0.51	38.5
taxid2221	1.0	1.0	0.5235987755982988	3.1415926535897927	spherical	Methanolobus tindarius	Methanolobus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000504205	3151883.0	39.79	2955.0	87.66502436797306	3.0	-0.33479668379548805	0.140359021408669	2.15	37.0
taxid2223	3.464101615137755	0.8	1.6072061031116849	8.706236948324246	rod	Methanothrix soehngenii	Methanothrix	Methanotrichaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000204415	3026645.0	50.99	3049.0	86.43382359014684	2.0	-0.0899247590958059	0.040762064239554	0.07	37.5
taxid2224	3.464101615137755	1.019803902718557	2.5518636093022016	11.09831802236696	rod	Methanothrix thermoacetophila	Methanothrix	Methanotrichaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000014945	1879471.0	53.55	1810.0	84.95470267963698	2.0	-0.0376307337853681	0.0124930557021886	0.27	57.5
taxid2226	1.2000000000000002	1.2000000000000002	0.9047786842338608	4.523893421169302	spherical	Methanococcoides methylutens	Methanococcoides	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	N1940	2394636.0	43.44	2328.0	86.4205221427257	1.0	-0.227105127378535	0.098593041533399	0.56	32.5
taxid2242	1.8612097182041991	0.7071067811865476	0.6343000203317127	4.134568450671988	rod	Halobacterium salinarum	Halobacterium	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	species	G000069025	2668776.0	65.71	2771.0	88.05317493862354	1.0	-0.10926044690039	0.0490547992664487	0.3	50.0
taxid2269	10.000000000000002	0.229128784747792	0.4091847825660182	7.198293068896202	rod	Thermofilum pendens	Thermofilum	Thermofilaceae	Thermofilales	Thermoprotei	Crenarchaeota	Archaea	species	G000015225	1813393.0	57.65	1931.0	91.43550239799093	1.0	-0.141242876446742	0.0685771064384748	1.23	87.5
taxid2271	10.000000000000002	0.4	1.2398819006167718	12.566370614359169	rod	Thermoproteus tenax	Thermoproteus	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	species	G000253055	1841542.0	55.13	2090.0	90.8590735372856	1.0	-0.0230707544568891	0.00645362412140149	1.61	90.0
taxid2277	3.464101615137755	0.6324555320336759	1.02204903010189	6.882884651454574	rod	Pyrobaculum islandicum	Pyrobaculum	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	species	G000015205	1826402.0	49.6	2176.0	89.70489519831888	1.0	-0.0627537079361971	0.0350778735479538	2.53	100.0
taxid2278	3.464101615137755	0.6324555320336759	1.02204903010189	6.882884651454574	rod	Pyrobaculum organotrophum	Pyrobaculum	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	genus	N794	2065194.5	56.01	2391.0	89.61177868391171	1.0	-0.04991090516090545	0.024856693948009698	0.4	102.0
taxid2280	2.7386127875258306	2.7386127875258306	10.754507267897766	23.56194490192345	spherical	Staphylothermus marinus	Staphylothermus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	species	G000015945	1570485.0	35.73	1659.0	89.12864497273134	1.0	-0.0316213897581508	0.0188212240679184	2.19	92.0
taxid2285	1.1832159566199232	1.1832159566199232	0.8673425966163862	4.3982297150257095	spherical	Sulfolobus acidocaldarius	Sulfolobus	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea	species	N1179	2220582.0	36.71	2384.0	88.02832888751956	1.0	-0.0601145332916504	0.0207484886887129	0.31	72.5
taxid2309	0.8660254037844386	0.14142135623730953	0.01286301474206358	0.3847649490485592	disk	Pyrodictium occultum	Pyrodictium	Pyrodictiaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	species	G001462395	1621727.0	63.5	1682.0	88.69211649063006	1.0	-0.134279629634375	0.0501134515730234	1.42	105.0
taxid2317	1.0	1.0	0.5235987755982988	3.1415926535897927	spherical	Methanosphaera stadtmanae	Methanosphaera	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	species	G000012545	1767403.0	27.63	1552.0	84.39348580940509	4.0	-0.25138401459695203	0.119213430997076	2.14	38.0
taxid2322	0.6324555320336759	0.6324555320336759	0.13246117687728132	1.2566370614359177	spherical	Methanohalobium evestigatum	Methanohalobium	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000196655	2406232.0	36.42	2403.0	86.39628265271179	2.0	-0.0436472741351532	0.0231765340229311	2.15	40.0
taxid2424	1.5811388300841898	0.5244044240850758	0.3037470634109655	2.6048710190235784	rod-shaped	Fervidobacterium nodosum	Fervidobacterium	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogae	Bacteria	species	G000017545	1948941.0	34.99	1829.0	91.74536325111944	2.0	-0.17641666543933102	0.0856606221287635	1.26	70.0
taxid2426	4.242640687119284	0.4898979485566356	0.7689377329446211	6.529677711243182	rod-shaped	Teredinibacter turnerae	Teredinibacter	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	species	N8925	5170262.0	51.04	4260.5	87.42549596299483	1.0	-0.4672096756202545	0.20062009631897648	1.44	32.5
taxid2743	2.449489742783178	0.4242640687119285	0.3262954809219906	3.264838855621592	rod-shaped	Marinobacter nauticus	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000284615	3989480.0	57.43	3651.0	91.75940222785928	3.0	-0.478334527649825	0.197534204584892	0.54	30.0
taxid13773	3.464101615137755	0.6324555320336759	1.02204903010189	6.882884651454574	rod	Pyrobaculum aerophilum	Pyrobaculum	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	species	G000007225	2222430.0	51.36	2631.0	89.49771196393137	1.0	-0.028284890006318	0.0161623426367954	0.7	100.0
taxid28047	1.0908712114635717	0.6324555320336759	0.2764767099560147	2.167471267380155	coccus-bacilli	Mycolicibacterium confluentis	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5481	6255347.5	67.2	5998.0	92.81072296673872	2.0	-0.23428807721488495	0.0847042115594651	0.34	34.0
taxid28049	10.000000000000002	0.4	1.2398819006167718	12.566370614359169	rods	Acidothermus cellulolyticus	Acidothermus	Acidothermaceae	Acidothermales	Actinomycetia	Actinobacteria	Bacteria	species	G000015025	2443540.0	66.91	2200.0	90.2135017229102	1.0	-0.105380982045404	0.0437917442293465	1.85	55.0
taxid28181	2.0	0.3	0.13430308594096366	1.8849555921538759	spiral-shaped	Magnetovibrio blakemorei	Magnetovibrio	Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001746755	3638804.0	54.29	3572.0	89.49863746439766	1.0	-0.320287829126672	0.136299975911539	2.39	27.0
taxid28224	1.1066819197003217	0.34086580994024984	0.08114396663606828	1.1851030875210382	spherical	Mesoplasma seiffertii	Mesoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	family	N3739	1022566.0	30.06	1922.0	68.77857875861669	1.0	-0.252430493433837	0.121339893698046	2.25	28.0
taxid28442	3.872983346207418	0.7745966692414834	1.703427043908917	9.424777960769381	rod	Haloarcula vallismortis	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	species	G000337775	3923205.0	61.8	4060.0	88.05652521344156	2.0	-0.20605746668641695	0.0952830031125312	1.43	40.0
taxid29282	3.1622776601683795	0.31622776601683805	0.24008588309007245	3.141592653589794	triangular	Haloarcula japonica	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	genus	N1663	4164068.5	61.31	4301.5	87.09623306986694	1.5	-0.21812464037699847	0.0982151669881246	0.77	45.0
taxid29291	1.2000000000000002	1.2000000000000002	0.9047786842338608	4.523893421169302	spherical	Methanococcoides burtonii	Methanococcoides	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000013725	2575032.0	40.76	2616.0	85.2816586356985	3.0	-0.29621498278221803	0.12541772466883802	1.18	23.4
taxid29311	2.116601048851672	0.5291502622129179	0.426676141279392	3.518583772020569	rods	Mycobacterium haemophilum	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000340435	4235765.0	63.95	4014.0	89.10657224846045	1.0	-0.158518930170475	0.0680601725063952	1.46	31.0
taxid29313	3.872983346207418	0.6	1.038511574748259	7.300401616752499	rods	Mycobacterium shimoidei	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5918	5402402.0	66.31	5375.0	91.22640494362749	1.0	-0.158518930170475	0.0597782309414556	1.54	41.0
taxid29314	1.3416407864998738	0.9	0.6626632361158683	3.793399954761992	rods	Mycolicibacter hiberniae	Mycolicibacter	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5917	4613669.5	68.02000000000001	4455.5	92.70407489132477	1.0	-0.22812326072301	0.07947073094424781	0.83	37.0
