taxid	length	width	volume	surface	genus	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas
txid226	1.8379658352372958	0.687751565312476	0.5812004275333765	3.9711737996269383	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7924	4482218.9136406705	44.8730156706625	3955.1636406706625	88.37936719627777	3.2886406706624998
txid234	1.024557438478498	0.5931747706559561	0.2273813100713843	1.9092766199615607	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10169	4436462.094658325	54.4346583262	5336.427991659532	87.55381987572015	2.427991659533333
txid237	1.9412794608454536	0.4712727332608954	0.3070542839485401	2.8741553977611365	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3880892.032104373	35.911826595522214	3436.1154377066337	89.54809391843658	2.004326595522222
txid265	1.2411031450433991	0.6873548511818226	0.3703698654919366	2.680024418311765	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7431	4234546.12302058	66.972187245725	4120.456353912392	90.25239863188386	1.789687245725
txid270	3.02303396371331	0.4687968537533954	0.4943428382031813	4.45222995731957	Thermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria	genus	N918	2274425.3921472263	67.71214722639091	2385.3921472263905	94.29884446676655	2.0285108627545454
txid283	1.528879655836097	0.6059042544825615	0.3749969973518895	2.910229082636952	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N8597	5034260.925361584	63.3170282506	4610.758694917266	87.93873712609133	4.258694917266667
txid286	1.8807026964251672	0.6188166603759574	0.497533517988617	3.656217454364272	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6276	5154426.661885116	61.69983966154773	4716.320976025184	89.15439255632474	3.502794207002273
txid374	2.3198567525225475	0.6880859706539415	0.7556587620113643	5.014801470589274	Bradyrhizobium	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9862	8610259.098856065	63.10411922420527	8185.51990869789	84.98111511658986	1.5199086978894738
txid379	1.9256462162037356	0.6025649589692409	0.4870857168780998	3.645274569279669	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10231	7053678.4905261425	59.970526141525	6790.073859474858	87.3572405129147	2.1571928081916667
txid404	1.4186124135047642	0.5785015217038156	0.3216857266785431	2.5782090834796683	Methylobacillus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N4592	3110258.0493629836	54.6293629835	3224.5493629835	89.71289345622434	1.5493629835
txid407	2.7620642747102306	1.069457026512089	2.1402641265895994	9.279978959124444	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9720	7889834.561877795	70.214377794925	7396.561877794925	84.06353254604255	6.311877794925
txid416	2.5	1.25	2.5566346464760685	9.817477042468106	Methylomonas	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7086	5059310.080861142	53.0875278091	5202.080861142434	88.2945622249839	2.4141944757666667
txid429	2.179449471770337	1.019803902718557	1.5025416379366223	6.9825386315710025	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7475	4955418.7489338815	51.185600548400004	4495.082267215066	86.6458596685137	2.748933881733333
txid434	1.8806776324239327	0.7380950394588512	0.6748280845995627	4.36090392276358	Acetobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7812	3361115.1360316793	56.081486224827266	3189.863304406645	88.76071598848723	2.2269407702818182
txid441	1.4142135623730951	0.8944271909999159	0.7012481948039204	3.9738353063184406	Gluconobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8198	2643187.5646389863	56.418924700742856	2459.850353272171	90.64806074583164	2.278924700742857
txid469	1.07448453799587	0.8259367132468965	0.4227687735791368	2.7880259654722312	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N5831	3525511.628784223	40.510284222615	3332.5287842226157	86.72072638694809	4.103784222614999
txid482	0.9603037249643704	0.7329178231524208	0.2918203492631885	2.211127414558726	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N5335	2303492.473402367	51.81186390608462	2166.473402367623	84.49921892673676	2.242633136853846
txid497	1.4895599935375132	0.8590768476137379	0.6946486585317496	4.020128054837996	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N5834	3117389.6582621867	43.0993732982	2603.213817742644	83.14749486924988	2.8804844093111113
txid507	1.75	0.9	0.922450142910303	4.948008429403924	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000967305	4248684.0	56.83	3832.0	89.5072686036429	3.0
txid517	1.4697498414732288	0.5060788802128565	0.26142274913575164	2.336746002090312	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N7451	4558055.735753499	66.55908683206665	4348.735753498734	90.96967212647972	3.4024201654
txid532	3.25	1.0	2.2907446432425576	10.210176124166829	Beijerinckia	Beijerinckiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9364	4369576.543619812	57.153619811949994	3928.0436198119496	83.24850980614366	2.0436198119499998
txid535	1.9343147231255244	0.5187959817671257	0.37152963114646254	3.15263442760646	Chromobacterium	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N6626	4634027.3064079005	63.696407899725	4247.806407899725	88.67218317039479	2.556407899725
txid544	4.4721359549995805	1.4142135623730951	6.284334241347668	19.869176531592203	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N10485	5227599.018585006	52.713585005	4994.018585005	88.65720140392045	7.518585005
txid547	2.5786430076982296	0.8617738760127536	1.318705094586971	6.9812697501773355	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N10377	5029683.282211338	54.54471133775	4783.282211337751	88.73792479766946	5.53221133775
txid551	1.985143489152008	0.7999674446048034	0.8570990812687926	4.989006729353867	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N10106	4866550.559936141	54.46660280781666	4541.393269474483	87.0197866941452	2.393269474483333
txid561	2.85	0.65	0.8738209066266112	5.819800390775093	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N10459	4594768.048516107	50.6910161071	4513.5485161071	87.4556241222167	5.2985161071
txid570	1.45	0.7	0.4682282050787786	3.1887165433936397	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N10484	5981483.779891289	55.71989128875	5631.27989128875	87.75988565859427	7.529891288749999
txid583	1.0	0.5291502622129179	0.18112274563497707	1.6623745764132156	Proteus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N9436	3897819.522772383	37.6277723829	3538.5227723829003	85.20566404876976	4.0227723829
txid586	3.2710854467592263	0.6361603571427569	0.9723152671812482	6.5374497506285465	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N9622	4395775.037753571	39.9810869047	3965.3710869047004	84.17361329305962	5.037753571366667
txid590	2.0	0.8660254037844386	1.0080535546992144	5.441398092702653	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000195995	5133713.0	51.87	5065.0	86.93386248900161	7.0
txid613	1.6357822196948255	0.7883482086720627	0.6523173308773043	4.051291017488024	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N9902	4985864.6135526	55.29640974344285	4667.327838314872	86.14615630690922	5.756409743442857
txid626	2.359611061770567	0.7621991222319221	0.947609324036042	5.6501339045807	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N9219	4169147.28935984	44.899359839925005	3741.789359839925	85.20095190987429	7.039359839925
txid629	1.7	0.7	0.564439480094966	3.738495257771853	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N10012	4428665.841334283	47.650425193257576	4342.265576708409	84.55545201622856	1.5383039811363632
txid642	2.2800011521824928	0.7242151485429285	0.8354918125447377	5.1874335192733865	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7540	4526149.5571016	60.214601600037504	4204.307101600038	87.5617703500282	5.1821016000375
txid657	2.2442060144907034	0.968195767322182	1.3989919544509648	6.8261491663953535	Photobacterium	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7542	5210825.100102512	45.46241020448462	4822.407794819869	85.59843114836015	3.4077948198692307
txid662	1.7489607306158774	0.7110594527097864	0.5960928146515768	3.9069319361465777	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N9610	5125472.95468035	45.48218035012499	4916.579680350125	86.76361946563293	5.892180350124999
txid773	1.2728803992068294	0.5121069099588175	0.22667973138521635	2.0478498352658128	Bartonella	Bartonellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10087	1844023.6721987051	38.99653203860834	1589.122198705275	79.89322848755202	2.0221987052750006
txid780	1.1762057847982872	0.3783705080280257	0.11710844765453393	1.3981393593369753	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N3846	1355194.9712105426	31.863842121673684	1432.7080526479895	81.04612432283669	1.0764737006210525
txid816	2.122346654476724	0.7721606398590374	0.8578905497628717	5.14841863811042	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	N8534	4995283.763974361	43.3346640167138	4111.3501812580935	90.17191483935329	1.9363881546448278
txid836	3.5	0.85	1.8252980566591444	9.34623814442963	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	N7397	2194693.9625105085	48.96001050821876	1887.4000105082187	88.07670465340885	1.27501050821875
txid838	1.8785960716099932	0.6319511602850446	0.5137648132811965	3.7296390049141888	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	N8538	3087371.160370937	45.97024593690625	2624.397870936906	88.29755977272245	1.37287093690625
txid862	3.7724967272159504	0.5356162266845176	0.8069217357726709	6.347934983849066	Syntrophomonas	Syntrophomonadaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N2085	2730342.0394186503	46.76108531674999	2643.372751983417	86.52624295827167	1.3727519834166666
txid890	2.7386127875258306	0.7	0.9641445222388728	6.022524070022751	Desulfuromonas	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria	genus	N6994	4180686.612445562	60.0374455626	3799.6124455626	88.86058501799276	1.1124455626
txid893	2.085918983714929	1.1247884236391408	1.6996541049012843	7.3708597419339315	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	genus	N4558	3352736.3917302242	57.36339689055	2917.725063557217	87.04938013456676	1.7250635572166668
txid904	0.5477225575051661	0.5477225575051661	0.08603605814318215	0.9424777960769378	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	genus	N1563	2274876.755761283	54.17409461621667	2105.4224279495497	88.46007199723009	1.92242794955
txid906	1.203890745503445	0.968506899726977	0.645084055578532	3.663023186355925	Megasphaera	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	genus	N1322	2200511.5345305763	47.28453057624999	2112.03453057625	89.1107717939695	2.15953057625
txid919	2.1213203435596424	0.6324555320336759	0.6002018522851141	4.214888838624436	Thiobacillus	Thiobacillaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N3164	3240425.050094327	63.75009432666666	3168.050094326667	91.33486458213025	2.38342766
txid933	1.3957103900346208	0.5594791470775811	0.2970574931038354	2.453178152729495	Thiomicrospira	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N4250	2272353.6936127683	45.83361276821999	2110.4936127682204	92.72625410881888	1.8936127682200001
txid939	2.449489742783178	0.3872983346207417	0.2733645417515184	2.98037647973883	Hydrogenobacter	Aquificaceae	Aquificales	Aquificae	Aquificae	Bacteria	genus	N2767	1743033.500025363	44.00002536295	1903.50002536295	96.89962659728052	1.00002536295
txid958	0.95	0.5	0.15380714033200027	1.4922565104551515	Bdellovibrio	Bdellovibrionaceae	Bdellovibrionales	Oligoflexia	Proteobacteria	Bacteria	genus	N1897	3407289.240985914	45.781755144738455	3274.317908990893	93.05155285791821	1.3179089908923074
txid963	2.014144868087349	0.5089488987828736	0.37432887695348704	3.220436615689487	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N7855	5390799.886523445	60.83485677916665	4796.3865234458335	88.43930593148673	1.5531901125
txid1016	4.0	0.4	0.4858996637552214	5.026548245743669	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N7381	2700072.2204426094	39.75985437446471	2449.5733837862294	89.57459262032617	1.7498543744647057
txid1021	3.7416573867739413	1.5811388300841898	6.3118741547331165	18.585912784636854	Beggiatoa	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N5366	4265221.033748323	40.6487483228	3567.5337483228	87.35573627301767	1.5337483228
txid1030	5.093868863643822	1.5748015748023625	8.898686505975277	25.20133070473105	Thiothrix	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6234	4115763.3904556544	52.327122321	4027.0571223210004	92.51141022211921	1.3904556543333335
txid1041	1.4058996445565213	0.5050550614856995	0.24643284897743525	2.2307090110742998	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9964	3345753.06761379	61.392613789875	3171.317613789875	91.6512288129749	1.067613789875
txid1051	1.35	1.0	0.7984881327874057	4.241150082346222	Ectothiorhodospira	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7472	3195818.0586823495	63.448682349349994	2983.05868234935	90.83621782129062	1.5586823493500002
txid1056	2.3	2.3	6.3706263027044985	16.619025137490002	Thiocapsa	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000223985	5595540.0	64.11	4944.0	85.68304399575376	2.0
txid1060	1.9243414480917245	0.8444806191831192	0.9062212999769548	5.105305012945569	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9130	3260675.930416442	55.52241644232	3482.53041644232	90.54026107115848	1.13041644232
txid1068	3.25	1.3	3.738626157465753	13.273228961416875	Rhodomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000166055	4014469.0	62.25	3671.0	86.28827374180744	2.0
txid1073	3.339082927310057	0.9181139139058238	2.001836843763027	9.631050207088617	Rhodopseudomonas	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9724	5560639.986679401	64.65667940115556	5195.986679401156	86.70736393497272	1.6533460678222225
txid1107	5.2915026221291805	0.6	1.4395884510072787	9.9742474584793	Chloroflexus	Chloroflexaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria	genus	N2353	4974734.843045639	55.64304563858	4137.84304563858	85.66274736049833	2.6430456385800003
txid1243	1.3915788418568704	0.8349473051141222	0.5835949692197097	3.6502008083762516	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N6522	1896387.8783877776	38.249637777575	1879.253387777575	88.66843865749158	3.315887777575
txid1253	0.8181246978470095	0.8181246978470095	0.28671943541778183	2.1027559943293546	Pediococcus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N5666	2052036.5070592156	38.47150365997778	1982.8403925488665	87.51555958328767	2.729281437755555
txid1257	0.8485281374238571	0.8	0.2924754755100386	2.132583810316016	Peptostreptococcus	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N4396	1998653.4392615396	36.235928206333334	1858.4392615396666	88.0503137629559	0.43926153966666664
txid1269	0.9581932162295712	0.9581932162295712	0.4606360228326034	2.8844037822257382	Micrococcus	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000023205	2501097.0	73.0	2288.0	90.68236857666857	2.0
txid1279	1.2486389672203628	1.2486389672203628	1.019317017452277	4.898054814297906	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N4112	2528257.374492101	33.67810321200278	2419.0133809897807	84.54200919717671	3.041158767558334
txid1298	1.8865287520732843	1.3026777773094087	1.874261190734615	7.72058672460505	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria	genus	N739	3780895.1037726877	66.92901078314763	3755.0085345926714	88.16177544204831	2.4847250688619047
txid1301	0.7439483430698719	0.7439483430698719	0.2155891820707546	1.7387431593527165	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N4854	2036425.4702822415	39.51782322499181	2003.9456920774508	87.28791727188296	2.453888798762296
txid1357	1.182974410020298	0.6274959684925401	0.30026184848362497	2.332040898940132	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N5227	2277539.8169495724	37.71028290583333	2268.1502829058336	87.21135181232016	5.1502829058333335
txid1370	0.6577802604914672	0.6577802604914672	0.14901882398694152	1.359288196416237	Marinococcus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5190	3024127.012421213	48.11242121325	3077.01242121325	87.5988647345049	0.51242121325
txid1372	1.4163737571676098	0.7113786608980125	0.4450164164368481	3.165399852278575	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5622	3629676.8203100273	44.347810027600005	3584.8203100276005	85.57505955983339	4.8203100276
txid1485	3.9782495012998127	0.7003850195418765	1.4376127373354164	8.753439574608525	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N2680	4098456.0667612483	30.026933661734482	3862.101244006562	84.72726556132037	5.635726765182758
txid1562	3.991785593699745	0.7067767143042119	1.4659845811950487	8.863378828557613	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N3319	3291101.115565409	46.52306540927499	3229.3655654092745	85.82243819512837	6.115565409275001
txid1569	2.3619446860673965	0.7455403913869039	0.9199336571842484	5.532109564037087	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5621	3398076.108372897	44.9008728971	3371.1083728971	86.39868454677425	1.6083728971000002
txid1578	5.0992545459288925	0.6162719470668409	1.4445979676670102	9.872541394440251	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N6932	1799067.9396436939	36.369643693615906	1780.4169164208884	89.3126293388424	2.0305527845249993
txid1637	2.143873615144456	0.4486046343663661	0.313017010356885	3.021431884444416	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N3400	2975649.2073170952	39.07684090519047	3041.3977932861426	89.14167017284582	1.2073170956666668
txid1647	2.1213203435596424	0.5	0.38379535197745307	3.3321622036187737	Erysipelothrix	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	genus	N3744	2076816.507386897	37.114053563466676	1943.1740535634665	89.7959092177668	3.840720230133334
txid1663	1.5514234681918773	0.8593821675344371	0.7195430190172688	4.1885776117198805	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N6387	3908541.6810913244	64.76886910223334	3830.569980213344	89.90258225492097	1.4588691022333333
