taxid	sources	length_ranges	width_ranges	length	width	volume	surface	spherical_equivalent_diameter	svratio	vsratio	log_vsratio	species	genus	family	order	class	phylum	kingdom	genome	genome_size	gc	proteins	coding	rrnas	ENCprime
taxid141	bm4	8.0,  18.0	0.3,  0.6	11.999999999999996	0.4242640687119284	1.6764670597167743	15.99437857737011	1.4738913410018544	9.540526600070645	0.1048160171779821	-0.979572346736912	Borrelia parkeri	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	G000568735	1053291.0	29.32	1080.0	91.82619048297197	1.0	91.82619048297197
taxid142	bm4	8.0,  18.0	0.3,  0.6	11.999999999999996	0.4242640687119284	1.6764670597167743	15.99437857737011	1.4738913410018544	9.540526600070645	0.1048160171779821	-0.979572346736912	Borrelia turicatae	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	G000012085	917330.0	29.12	832.0	93.858044542313	1.0	93.858044542313
taxid143	bm4	8.0,  20.0	0.2,  0.3	12.649110640673516	0.2449489742783178	0.5922276464572803	9.733868822336664	1.0419095490542551	16.436025708297976	0.06084195886205842	-1.215796811889129	Borrelia anserina	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	G001936255	1042690.0	29.37	952.0	91.32666468461385	1.0	91.32666468461385
taxid144	bm4	3.0,  30.0	0.2,  0.5	9.486832980505138	0.316227766016838	0.7368152963798779	9.42477796076938	1.1206070154388943	12.791235479332764	0.07817853104305164	-1.1069124941223742	Borrelia coriaceae	Borrelia	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	G000568755	1730484.0	29.22	1807.0	85.25505003224532	1.0	85.25505003224532
taxid147	bm4	5.0,  50.0	0.3,  0.3	15.811388300841893	0.3	1.110572596431484	14.901882398694148	1.2848411680954777	13.41819746550311	0.07452565835097474	-1.12769417877158	Spirochaeta aurantia	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria							
taxid148	bacdive, bm4	15.0,  300.0, 15.0,  45.0	0.2,  0.3, 0.2,  0.3	41.747365255706114	0.2449489742783178	1.9630087556246023	32.1258457310467	1.5534878876347957	16.365615099268727	0.06110372228201087	-1.2139323328458604	Sediminispirochaeta bajacaliforniensis	Sediminispirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria							
taxid149	bm4	15.0,  30.0	0.4,  0.4	21.213203435596427	0.4	2.6489746020758744	26.657297628950204	1.7166946645035805	10.063251496658427	0.09937146063894528	-1.0027383265352163	Spirochaeta halophila	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria							
taxid150	bm4	10.0,  15.0	0.4,  0.4	12.247448713915889	0.4	1.5223046353750913	15.390597961942364	1.4272530590052406	10.110064440649992	0.0989113378920964	-1.0047539237541574	Spirochaeta isovalerica	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria							
taxid151	bm4	5.5,  7.0	0.4,  0.5	6.2048368229954285	0.447213595499958	0.9512374398888244	8.717565823576447	1.2201974255768244	9.164447758275063	0.10911732232823819	-0.9621062998754517	Oceanispirochaeta litoralis	Oceanispirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria							
taxid152	bm4	15.0,  45.0	0.2,  0.3	25.980762113533164	0.2449489742783178	1.2204669213676114	19.99297322171265	1.3258949920503003	16.38141343422011	0.06104479347984957	-1.2143513711850444	Treponema stenostreptum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria							
taxid154	bm4	16.0,  50.0	0.2,  0.25	28.2842712474619	0.223606797749979	1.107793728401658	19.869176531592203	1.2837686324349569	17.935808826305383	0.05575438552474754	-1.25372096622976	Spirochaeta thermophila	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria							
taxid156	bm4	8.0,  16.0	0.2,  0.35	11.31370849898476	0.264575131106459	0.6171550188276325	9.403810686831198	1.0563274061568806	15.23735593156964	0.06562818408199955	-1.1829096124134697	Treponema zuelzerae	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria							
taxid158	bm4	6.8,  8.68, 5.0,  16.0	0.18,  0.22, 0.1,  0.25	8.289525201649111	0.1773816942221055	0.203362469916381	4.619429330939323	0.7296099172689355	22.715249931999498	0.04402328845130939	-1.3563175196446393	Treponema denticola	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	G000008185	2843201.0	37.87	2578.0	91.79931352021894	2.0	91.79931352021894
taxid159	bm4	2.0,  11.0	0.2,  0.4	4.69041575982343	0.282842712474619	0.2887836699493171	4.167793630437726	0.8200833658450237	14.432234451377369	0.06928934000961735	-1.159333575360867	Brachyspira hyodysenteriae	Brachyspira	Brachyspiraceae	Brachyspirales	Spirochaetia	Spirochaetes	Bacteria	G001676785	3074045.0	27.04	2670.0	87.28017969808509	1.0	87.28017969808509
taxid160	pubmed, bm4	6.0,  20.0, 6.0,  20.0	0.1,  0.18, 0.18,  0.18	10.95445115010332	0.155401203846681	0.2067798967193107	5.348042803869422	0.7336741719817552	25.863456209812394	0.03866459269355531	-1.412686560472951	Treponema pallidum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	G000008605	1138011.0	52.78	1009.0	92.47344709321791	2.0	92.47344709321791
taxid162	bm4	3.0,  30.0	0.2,  0.5	9.486832980505138	0.316227766016838	0.7368152963798779	9.42477796076938	1.1206070154388943	12.791235479332764	0.07817853104305164	-1.1069124941223742	Treponema phagedenis	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	G000513775	3250767.0	39.97	2796.0	83.2306344933365	2.0	83.2306344933365
taxid163	bm4	10.0,  12.0	0.2,  0.3	10.954451150103326	0.2449489742783178	0.5123686993686074	8.429777677248872	0.9927989812243975	16.4525617736542	0.060780808104991826	-1.21623353010001	Treponema bryantii	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria							
taxid164	bm4	7.0,  15.0	0.28,  0.3	10.246950765959596	0.2898275349237887	0.6696530098270619	9.330054170132566	1.0854681069726029	13.932669656098545	0.0717737536798832	-1.144034340101381	Treponema pectinovorum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria							
taxid165	bm4	12.0,  20.0	0.6,  0.7	15.491933384829666	0.648074069840786	5.039021665938965	31.54133991494032	2.1270736834376804	6.259417404005733	0.15975927717490881	-0.7965339130826382	Treponema saccharophilum	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	G000255555	3453898.0	53.18	2837.0	88.33810378882063	1.0	88.33810378882063
taxid167	bm4	4.0,  8.0	0.3,  0.3	5.656854249492379	0.3	0.3927908809636758	5.331459525790038	0.9086310874050983	13.573277242867245	0.07367417478527523	-1.1326847199260652	Treponema succinifaciens	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	G000195275	2897425.0	39.13	2753.0	90.0514077154715	4.0	90.0514077154715
taxid172	bm4	6.0,  12.0	0.1,  0.1	8.48528137423857	0.1	0.0663814446845763	2.6657297628950194	0.5023611267614813	40.15775455869825	0.02490179072483519	-1.603769421018681	Leptospira biflexa	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	G000017685	3951448.0	38.89	3693.0	93.30270827301788	2.0	93.30270827301788
taxid173	pubmed, bm4	8.0,  20.0, 6.0,  12.0	0.1,  0.1, 0.1,  0.1	10.360080256445404	0.1	0.0811008297905773	3.2547152024249537	0.5370427917590097	40.131712718962866	0.02491794972726106	-1.6034876947082255	Leptospira interrogans	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria							
taxid174	bm4	6.0,  12.0	0.1,  0.1	8.48528137423857	0.1	0.0663814446845763	2.6657297628950194	0.5023611267614813	40.15775455869825	0.02490179072483519	-1.603769421018681	Leptospira borgpetersenii	Leptospira	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	G000013945	3931782.0	40.23	3612.0	81.96085133916377	2.0	81.96085133916377
taxid183	bm4	13.0,  21.0	0.1,  0.2	16.522711641858308	0.1414213562373095	0.2587976670675301	7.34084736457229	0.790655406377461	28.365199144769665	0.03525446780388258	-1.4527858369813118	Leptonema illini	Leptonema	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria							
taxid195	pubmed	0.2,  0.5	0.2,  0.5	0.316227766016838	0.316227766016838	0.0165576471096601	0.3141592653589793	0.3162277660168375	18.973665961010354	0.052704627669472766	-1.2781512503836454	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria							
taxid197	pubmed	0.5,  2.5	0.5,  2.5	1.118033988749895	1.118033988749895	0.7317515344834091	3.9269908169872414	1.118033988749895	5.3665631459994945	0.1863389981249825	-0.7296962438796154	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	G000509875	1412401.0	30.33	1707.0	92.87610246665076	0.0	92.87610246665076
taxid198	bacdive	1.2,  2.5	0.2,  0.5	1.7320508075688774	0.316227766016838	0.1277561287627363	1.7207211628636434	0.6248767610531543	13.4687954271008	0.0742456892609626	-1.1293287566171364	Campylobacter hyointestinalis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	G001643955	1753385.0	33.96	1786.0	91.63612098883016	3.0	91.63612098883016
taxid199	pubmed	4.0,  4.0	0.5,  1.0	4.0	0.7071067811865476	1.4782362655832644	8.885765876316732	1.4133457265919036	6.01105931656378	0.16636002862997026	-0.7789510135665592	Campylobacter concisus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	G001298465	1840041.0	37.62	1850.0	92.2438684790176	3.0	92.2438684790176
taxid204	bacdive	2.0,  5.0	0.5,  0.8	3.162277660168379	0.6324555320336759	0.9272282381409692	6.283185307179585	1.2098439089441202	6.776309271789385	0.14757295747452437	-0.8309932190414244	Campylobacter showae	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria							
taxid210	bacdive	2.5,  5.0	0.5,  1.0	3.5355339059327378	0.7071067811865476	1.2958408569628572	7.853981633974482	1.3526466112815594	6.060915267313262	0.16499158227686117	-0.782538212537396	Helicobacter pylori	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria							
taxid287	bacdive	5.37,  10.24	0.62,  0.7	7.415443344804141	0.6587867636800241	2.4527968357665784	15.347295621083548	1.6732248977950093	6.257059450375156	0.15981948196769055	-0.7963702813715151	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria							
taxid294	pubmed	2.0,  2.5	0.5,  0.5	2.23606797749979	0.5	0.4063259972151518	3.512407365520364	0.9189502407113475	8.644308731396592	0.11568305009375088	-0.9367302693111068	Pseudomonas fluorescens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria							
taxid305	pubmed	1.5,  1.5	0.5,  0.5	1.5	0.5	0.2617993877991494	2.356194490192345	0.7937005259840998	9.0	0.1111111111111111	-0.9542425094393249	Ralstonia solanacearum	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	G000009125	5810922.0	66.98	5062.0	87.48269207537118	4.0	87.48269207537118
taxid316	pubmed	1.0,  3.0	0.5,  0.5	1.7320508075688774	0.5	0.3073624573190222	2.720699046351327	0.837305734860771	8.85176110993744	0.11297186939188279	-0.9470296847360252	Pseudomonas stutzeri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria							
taxid317	pubmed	1.5,  1.5	0.7,  1.2	1.5	0.916515138991168	0.788049479951691	4.318975841337722	1.1460008897632628	5.480589672621171	0.1824621180811253	-0.7388272880077617	Pseudomonas syringae	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	G000012245	6093698.0	59.23	5207.0	88.02088649618015	5.0	88.02088649618015
taxid346	pubmed	1.5,  2.0	0.5,  0.75	1.7320508075688772	0.6123724356957946	0.4500115479020364	3.3321622036187755	0.95076899787267	7.404614879670062	0.1350509130117728	-0.8695024754185183	Xanthomonas citri	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria							
taxid347	pubmed	0.7,  2.0	0.4,  0.7	1.1832159566199232	0.529150262212918	0.2214140388686074	1.9669481246914031	0.7505889685199649	8.883574568000357	0.11256729960956409	-0.948587752128359	Xanthomonas oryzae	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	G000007385	4941439.0	63.69	4831.0	85.11399209825316	2.0	85.11399209825316
taxid384	pubmed	1.43,  1.43	0.84,  0.84	1.43	0.84	0.6373034857072254	3.773681095492059	1.0676999535861598	5.921325051759834	0.1688811188811189	-0.7724189023775309	Rhizobium leguminosarum	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria							
taxid436	bacdive	2.0,  3.0	0.1,  0.2	2.449489742783178	0.1414213562373095	0.0377360144151627	1.0882796185405308	0.41615246260942235	28.83928351753145	0.03467492524188746	-1.4599844665797173	Komagataeibacter hansenii	Komagataeibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	G000164395	3636659.0	59.5	3145.0	86.11219803671447	1.0	86.11219803671447
taxid446	bacdive	1.55,  1.55	0.7,  0.7	1.55	0.7	0.5067127150852536	3.408628029144926	0.9891323214096593	6.7269439421338175	0.1486559139784946	-0.8278178085771993	Legionella pneumophila	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria							
taxid485	pubmed	0.6,  1.0	0.6,  1.0	0.7745966692414834	0.7745966692414834	0.2433467205584167	1.884955592153876	0.7745966692414834	7.745966692414835	0.12909944487358055	-0.8890756251918218	Neisseria gonorrhoeae	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	G000006845	2153922.0	52.69	2142.0	83.31778030959339	4.0	83.31778030959339
taxid487	pubmed	0.6,  1.5	0.6,  1.5	0.9486832980505138	0.9486832980505138	0.4470564719608244	2.827433388230814	0.9486832980505137	6.324555320336761	0.15811388300841892	-0.8010299956639814	Neisseria meningitidis	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	G000008805	2272360.0	51.53	2107.0	82.05931278494604	4.0	82.05931278494604
taxid520	pubmed	0.8,  0.8	0.4,  0.4	0.8	0.4	0.0837758040957278	1.005309649148734	0.5428835233189813	12.000000000000007	0.08333333333333329	-1.079181246047625	Bordetella pertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	G000195715	4086189.0	67.72	3888.0	90.43869483276472	3.0	90.43869483276472
taxid521	bacdive	1.0,  2.0	0.4,  0.5	1.414213562373095	0.447213595499958	0.1987280978044492	1.9869176531592203	0.7240249813080888	9.998171748790002	0.10001828585521368	-0.9999205927997598	Bordetella avium	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria							
taxid536	bacdive	1.75,  1.75	0.4,  0.4	1.75	0.4	0.2031563249321398	2.199114857512855	0.7293633029768678	10.824742268041245	0.09238095238095231	-1.0344175648036935	Chromobacterium violaceum	Chromobacterium	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	G000007705	4751080.0	64.83	4298.0	88.58223814374837	8.0	88.58223814374837
taxid550	pubmed	3.6,  15.1	0.6,  0.6	7.372923436466706	0.6	2.028096321548927	13.897633262090288	1.5704712307047513	6.852550894365898	0.14593105770614423	-0.8358522697584442	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	G000025565	5598796.0	54.58	5457.0	88.99650924948864	8.0	88.99650924948864
taxid562	bacdive	2.85,  2.85	0.65,  0.65	2.85	0.65	0.8738209066266112	5.819800390775091	1.1861545241228795	6.660175267770203	0.1501461988304094	-0.8234856581228379	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria							
taxid573	pubmed	2.0,  2.0	0.5,  0.5	2.0	0.5	0.3599741582238304	3.141592653589793	0.8825870838315157	8.727272727272728	0.11458333333333331	-0.9408785478813434	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	G000240185	5682322.0	57.12	5455.0	87.70896827036553	8.0	87.70896827036553
taxid615	pubmed	0.9,  2.0	0.5,  0.8	1.3416407864998738	0.6324555320336759	0.3552582954238029	2.66572976289502	0.8787160017087636	7.503638330851518	0.13326868325842128	-0.8752718932413781	Serratia marcescens	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	G000513215	5113802.0	59.51	4680.0	87.64093721266487	7.0	87.64093721266487
taxid666	pubmed	2.7,  3.5	0.36,  0.4	3.07408522978788	0.3794733192202055	0.3333650415760313	3.664772526228933	0.8602812901062875	10.99327184669152	0.09096472951325724	-1.0411269675363275	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	G000006745	4033464.0	47.49	3594.0	86.53316355370967	8.0	86.53316355370967
taxid670	pubmed	1.4,  2.4	0.5,  0.8	1.833030277982336	0.6324555320336759	0.5096328570730556	3.6420802180984566	0.9910287779794427	7.146478425696102	0.13992905882208623	-0.8540920869692419	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria							
taxid672	pubmed	3.0,  3.0	0.7,  0.7	3.0000000000000004	0.7	1.0647381101791404	6.5973445725385655	1.2669166942571752	6.1962134251290895	0.16138888888888886	-0.7921263683769566	Vibrio vulnificus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	G000009745	5260086.0	46.68	4639.0	87.03524999401151	9.0	87.03524999401151
taxid727	pubmed	1.0,  1.0	0.3,  0.3	1.0	0.3	0.0636172512351933	0.942477796076938	0.49528908733419397	14.81481481481482	0.06749999999999998	-1.1706962271689751	Haemophilus influenzae	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria							
taxid747	pubmed	0.5,  1.5	0.25,  0.5	0.8660254037844387	0.3535533905932738	0.0734518375470248	0.961912372621398	0.5195986502401506	13.095824485065732	0.07636021704020117	-1.1171328458725593	Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	G000754275	2271840.0	40.35	2077.0	88.95481195858864	6.0	88.95481195858864
taxid781	bacdive	0.6,  2.0	0.4,  0.4	1.095445115010332	0.4	0.1209025322099458	1.376576930290914	0.613496738429173	11.385840355274816	0.08782838761099628	-1.0563650901281478	Rickettsia conorii	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	G000007025	1268755.0	32.44	1435.0	80.68602685309615	1.0	80.68602685309615
taxid813	bm4	0.2,  1.5	0.2,  1.5	0.5477225575051662	0.5477225575051662	0.0860360581431821	0.9424777960769384	0.5477225575051661	10.954451150103333	0.0912870929175276	-1.0395906230238128	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria							
taxid826	bm4	2.0,  12.0	0.3,  0.5	4.898979485566357	0.3872983346207417	0.5619382535379379	5.960752959477659	1.0238350466322677	10.607487427575943	0.09427303183978632	-1.025612525695535	Sebaldella termitidis	Sebaldella	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	G000024405	4486650.0	33.38	4202.0	86.5087760355722	4.0	86.5087760355722
taxid849	bm4	0.7,  3.0	0.4,  0.7	1.449137674618944	0.529150262212918	0.2798932789673064	2.4090096280091	0.8115799000164173	8.606886299297276	0.11618603583524123	-0.9348460657850005	Fusobacterium gonidiaformans	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria							
taxid851	bm4	3.0,  3.0	0.4,  0.7	3.0000000000000004	0.529150262212918	0.620945717137548	4.9871237292396495	1.058485722947433	8.031497104496388	0.1245097877754517	-0.9047965071241759	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria							
taxid852	bm4	0.8,  1.0	0.6,  0.8	0.8944271909999159	0.6928203230275509	0.2501287376067124	1.9467737644673333	0.7817267792628629	7.7830871538172675	0.12848372120689194	-0.8911518936390568	Fusobacterium perfoetens	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	G000622245	2103008.0	25.97	1949.0	90.94059556597028	1.0	90.94059556597028
taxid855	bm4	4.0,  10.0	0.4,  0.7	6.32455532033676	0.529150262212918	1.3520536170951456	10.513779971646771	1.3719294032316174	7.7761560922675335	0.12859824161636643	-0.890764969681859	Fusobacterium simiae	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria							
taxid856	bm4	0.7,  2.0	0.3,  0.7	1.1832159566199232	0.4582575694955839	0.1699580584975501	1.7034270439089167	0.6872494163183072	10.022631812621412	0.0997741929161469	-1.0009817765830922	Fusobacterium varium	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria							
taxid858	bm4	1.5,  4.0	0.7,  0.8	2.449489742783178	0.7483314773547882	0.9676307326562682	5.758634455116962	1.2271670253630174	5.951272795262285	0.16803128245038346	-0.7746098579713574	Fusobacterium necrogenes	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria							
taxid859	bm4	1.8,  1.8	0.5,  0.7	1.8	0.5916079783099616	0.4405919306518683	3.345464301234634	0.9440883507825477	7.593112965743436	0.13169829087378668	-0.8804198610966801	Fusobacterium necrophorum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria							
