taxid	length	width	volume	surface	genus	family	order	class	phylum	superkingdom
40544	1.5057666603172424	1.150048283307437	1.146256537258888	5.440309704234379	Sutterella	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
40840	1.8	0.3872983346207417	0.19684833408241004	2.1901204850257505	Succiniclasticum	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria
41275	2.1775184710412328	0.4809408563217684	0.36565840704767777	3.2900567766668636	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
41674	0.9486832980505138	0.9486832980505138	0.4470564719608244	2.827433388230814	Stygiolobus	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea
41980	0.9486832980505138	0.9486832980505138	0.4470564719608244	2.827433388230814	Metallosphaera	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea
42054	3.2428837780616115	0.4773432555883295	0.5517170587148407	4.863087096266691	Chromohalobacter	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
42255	1.8100124406342848	0.7647271805608441	0.7100053045406407	4.348484827477516	Rubrobacter	Rubrobacteraceae	Rubrobacterales	Rubrobacteria	Actinobacteria	Bacteria
42418	4.25	1.2	4.354247417875453	16.022122533307943	Halanaerobacter	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Bacteria
42447	4.572198595861733	0.33763886032268264	0.39928752246956234	4.849839700499814	Anaerobranca	Proteinivoraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
42837	4.242640687119285	0.648074069840786	1.3282486597321002	8.637951682675443	Ammonifex	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
43668	0.9772589435795748	0.7734979604518281	0.3274042682444882	2.374754390303955	Brachybacterium	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
43673	2.070412289827937	0.4400558683966967	0.2915225895893734	2.862295887389947	Jonesia	Jonesiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
43676	0.823131788229771	0.43472768198520667	0.0991156720199111	1.1241817794463733	Promicromonospora	Promicromonosporaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
43927	0.6	0.4	0.05864306286700948	0.7539822368615503	Halobaculum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea
43947	2.8833736969617054	0.9671129386411877	1.8801748312226332	8.760481940103006	Tolumonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
43988	3.350368958834508	3.350368958834508	19.69139713744716	35.264290075617	Cyanothece	Cyanothecaceae	Oscillatoriales		Cyanobacteria	Bacteria
44000	2.8647333015326506	0.48928175168785687	0.504364964923578	4.403450187164841	Caldicellulosiruptor	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
44011	1.657814174388174	0.5400411491276453	0.33143060377663275	2.812629800821684	Ferrimonas	Ferrimonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
44013	0.9429064756739541	0.43237121098086767	0.11683932062390938	1.280782132206393	Polynucleobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
44249	2.8343995957432613	0.6900167025607725	0.9653651188520529	6.1442737020900795	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
44258	2.3207944168063896	0.6463304070095651	0.6884774410508488	4.71238898038469	Caloramator	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
44260	3.1622776601683795	0.3872983346207417	0.3573378899324529	3.8476494904855927	Moorella	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
44474	5.4713243569566155	5.4713243569566155	85.75826929955511	94.04480199443799	Pleurocapsa	Hyellaceae	Pleurocapsales		Cyanobacteria	Bacteria
44675	1.4142135623730951	0.10000000000000002	0.01084540795759677	0.4442882938158366	Geothrix	Holophagaceae	Holophagales	Holophagae	Acidobacteria	Bacteria
44757	39.04106441505677	1.095445115010332	36.391539547647916	134.35757151942175	Cristispira	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
45247	1.4832396974191326	0.5477225575051661	0.30646209119776097	2.552241936948568	Leucothrix	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
45662	1.7320508075688772	0.7937253933193772	0.7261082017081271	4.318975841337722	Desulfohalobium	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
45667	2.400206264078046	0.8364736016667079	1.1313981226276582	6.30740440558329	Halobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
45669	1.0813962975130147	1.0813962975130147	0.662145233688566	3.673834847842709	Salinicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
45989	1.2749654868214155	1.2749654868214155	1.0851603280613997	5.106775074045896	Methanoculleus	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
46238	0.28010646040516424	0.28010646040516424	0.011507155952328166	0.2464881945746655	Entomoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria
46239	0.5061738390222582	0.3671269194474114	0.037587220245467	0.5838022954706917	Mesoplasma	Entomoplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria
46255	1.7259507819304083	0.851435823217061	0.8145629760295332	4.616684522316543	Weissella	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
46352	1.1348805232396584	0.5836898244034971	0.24856767176101782	2.081048192597536	Agrococcus	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
46913	1.6210828661189236	0.5770086326623348	0.36850508784679586	2.938579191572879	Devosia	Devosiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
47054	6.0	1.5	9.719302272043423	28.274333882308138	Dethiosulfovibrio	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria
47251	1.6102085170230045	1.6102085170230045	2.1859739424543774	8.145431797227838	Leptolyngbya	Leptolyngbyaceae	Pseudanabaenales		Cyanobacteria	Bacteria
47420	1.6162762191637452	0.5012335274783679	0.2811251474661315	2.5451042078004367	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
48073	2.3644913855498575	0.4055159201064905	0.28067666556094073	3.012281243572472	Microbulbifer	Microbulbiferaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
48075	1.6865355991266269	0.5990832997177067	0.4159954323453915	3.174187656970142	Marinobacterium	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
48463	4.488327066920291	0.5644219983933855	1.0746878169489886	7.958629758334151	Prosthecobacter	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
48736	1.7838106725040817	0.7071067811865476	0.6063333184193496	3.9626310008865926	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
49277	1.3968919980173065	0.4781602945702137	0.2206062907640368	2.0983900225739927	Psychroserpens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
49279	6.519202405202649	0.5	1.2461279604577487	10.240339191724773	Gelidibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
50709	1.5305711595007307	0.45590141139095547	0.2235338347865373	2.192170529845793	Acidocella	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
50714	0.9797958971132712	0.8366600265340756	0.3853449707481341	2.5753396198427985	Acidisphaera	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
51366	2.872281323269014	0.49749371855331004	0.5184437757012341	4.48915342647969	Salinivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
51668	1.0	1.0	0.5235987755982988	3.1415926535897927	Tetragenococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
52130	2.7386127875258306	2.7386127875258306	10.754507267897766	23.561944901923454	Stetteria	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
52605	6.68740304976422	6.68740304976422	156.592558187968	140.4962946208145	Myxosarcina	Hyellaceae	Pleurocapsales		Cyanobacteria	Bacteria
52607	16.622345273697963	16.622345273697963	2404.780931553495	868.0294718791517	Xenococcus	Xenococcaceae	Pleurocapsales		Cyanobacteria	Bacteria
52959	1.889318809575399	0.46241607542635205	0.29045968809407247	2.744656785961719	Polaribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
52972	1.541864003768835	0.8955122393018703	0.758590596815812	4.3377794616053285	Polaromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
53244	1.7320508075688772	0.5	0.3073624573190221	2.7206990463513265	Desulfonatronovibrio	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
53246	1.715107095843805	0.5977309369201059	0.4238510536415694	3.22067461871137	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
53335	1.896321583823229	0.9321697517861577	1.074135670607334	5.553373290701295	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
53355	2.5014168682357734	0.7993225874176224	1.10860566697584	6.2814228841571	Terrabacter	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
53357	3.584024634215721	2.080895725143909	9.376325618654198	23.42994001714339	Intrasporangium	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
53425	40.0	3.872983346207418	456.0297280035679	486.69344111683364	Sulfophobococcus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
53457	0.7141130112362007	0.6850647476427024	0.17865386720435905	1.5369100083445995	Janibacter	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
53460	1.2765575633606778	0.9061739875158198	0.6112775980078948	3.6341417835074807	Nakamurella	Nakamurellaceae	Nakamurellales	Actinomycetia	Actinobacteria	Bacteria
53572	2.50870443408287	0.502037511768365	0.46297887655292164	3.956722007440321	Deferribacter	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres	Bacteria
53634	1.224744871391589	0.3741657386773941	0.12095384158203351	1.4396586137792404	Acidimicrobium	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
54247	1.5	1.5	1.7671458676442586	7.0685834705770345	Hyperthermus	Pyrodictiaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
54251	1.3228756555322954	1.3228756555322954	1.2121481286346372	5.497787143782139	Pyrolobus	Pyrodictiaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
54253	0.4	0.4	0.03351032163829113	0.5026548245743669	Thermosphaera	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
54258	1.8731847975721558	1.8731847975721558	3.4414423257272864	11.023287174402938	Ignicoccus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
54293	4.743416490252568	0.34641016151377546	0.4361736757754192	5.162163488590926	Thermosyntropha	Syntrophomonadaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
54298	5.297398455921979	5.297398455921979	77.83708158156593	88.16072518904251	Chroococcidiopsis	Chroococcidiopsidaceae	Chroococcidiopsidales		Cyanobacteria	Bacteria
54302	11.40175425099138	11.40175425099138	776.0927935139324	408.4070449666733	Dermocarpella	Dermocarpellaceae	Pleurocapsales		Cyanobacteria	Bacteria
55079	3.1972682324338133	0.8451939741783773	1.6227552365699693	8.489563036457834	Aneurinibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
55080	3.021454358009339	0.5641385205928581	0.7022292919521902	5.354903713490227	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
55968	1.2753172387108653	0.4283132480607951	0.16175513849858242	1.7160487076571078	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
56054	1.5811388300841898	0.6324555320336759	0.4304988248511644	3.141592653589794	Bogoriella	Bogoriellaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
56635	1.1915784271057897	1.1915784271057897	0.8858629088897185	4.460619068312844	Aeropyrum	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
56688	2.7399774822445226	0.8382368619953543	1.342737131274688	7.215453325029457	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea
57488	2.8284271247461903	2.8284271247461903	11.84768783508898	25.132741228718345	Thiorhodococcus	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
57493	1.0580419855782093	1.0387206216422211	0.602510804031	3.4526418332756523	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
57494	1.1179089871506234	0.701617302874887	0.3296268120982989	2.464090254398634	Nesterenkonia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
57495	1.1206971791124163	1.1206971791124163	0.7369931624425898	3.945721517883802	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
57499	1.0977201950002402	1.0977201950002402	0.6925858024945634	3.7855865583000154	Kytococcus	Kytococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
57665	3.25	0.45	0.4930336970727481	4.594579255875073	Sulfurospirillum	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
57739	1.7760975775180707	0.5611804507508557	0.39066843638831344	3.131260706598341	Vogesella	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
58050	4.5	1.0	3.272492347489368	14.137166941154067	Moritella	Moritellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
58120	1.5491933384829668	0.6324555320336759	0.4204628526781928	3.078119592388473	Planotetraspora	Streptosporangiaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria
58842	1.51657508881031	0.6708203932499369	0.4562751010470313	3.1960977073812193	Sagittula	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
59732	1.665105278511561	0.6173673119471863	0.43324076853879695	3.2294993480353336	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
59739	6.619501839293746	0.6999271023161167	2.455322241609876	14.555528880048373	Flammeovirga	Flammeovirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
59740	2.32379000772445	0.4898979485566356	0.4072429010812653	3.576451775686596	Persicobacter	Persicobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
59753	1.4275445889344838	0.5107382570563643	0.2556356608838916	2.290540340935758	Alcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
60136	1.1923193672262715	0.6148346144177663	0.2892260647529163	2.3030362870606007	Sulfitobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
60919	22.6	0.5	4.404774699720688	35.49999698556466	Sanguibacter	Sanguibacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
61434	0.65	0.15	0.01060287520586555	0.3063052837250048	Dehalococcoides	Dehalococcoidaceae	Dehalococcoidales	Dehalococcoidia	Chloroflexi	Bacteria
61653	1.75	0.65	0.508807110187647	3.5735616434583894	Methylopila	Methylocystaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
62608	10.000000000000002	1.7320508075688772	22.20159537874778	54.41398092702652	Thermocladium	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea
63132	2.218805060073457	2.218805060073457	5.719473672413178	15.466361895417236	Geitlerinema	Coleofasciculaceae	Oscillatoriales		Cyanobacteria	Bacteria
63958	1.5491933384829668	0.9797958971132712	0.9218146912893224	4.768602367582128	Demetria	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
64001	1.75	0.5	0.3108867730114899	2.7488935718910685	Nevskia	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria
64159	1.4071247279470291	0.4898979485566356	0.23445556655629068	2.165649097014025	Desulfurobacterium	Desulfurobacteriaceae	Desulfurobacteriales	Aquificae	Aquificae	Bacteria
64895	11.778521250027836	0.2629984980447167	0.6346191858835343	9.731816485764073	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
64968	4.454563371755355	0.20000000000000007	0.1377412169368844	2.7988847127313607	Marinospirillum	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
65047	2.2795070569547775	0.5049752469181039	0.4217111425157931	3.6162704612720145	Mitsuaria		Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
65551	3.1132868555165336	0.36590516533172085	0.3111318487650099	3.5788010081945743	Meiothermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria
66848	1.6207359770526288	0.5957892135528948	0.394290399401222	3.0335753146778646	Desulfonatronum	Desulfonatronaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
66862	3.0854497241083028	0.5477225575051661	0.6839739348993559	5.309198637224943	Ammoniphilus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
67572	2.2789781596946512	0.8604077470097036	1.142844195191638	6.160193412073317	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
67575	1.7400843237717953	0.6093346248827458	0.4430972106511287	3.331010674540044	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
68287	1.7717121811785121	0.5031905688465056	0.31520581693879746	2.8007576860642827	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
68288	0.9671129386411877	0.34820045452270937	0.08100307956840476	1.0579287022685098	Cyclobacterium	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
68903	0.9539392014169455	0.9539392014169455	0.4545280720499899	2.8588493147667124	Terracoccus	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
69278	1.3874436925511608	0.48989794855663565	0.22736971621767502	2.135358806688769	Aquamicrobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
69578	1.2984888304741466	0.5171864535126627	0.2355159710987387	2.1097705798901036	Cryobacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
69655	1.2046602818611307	1.2046602818611307	0.9153609843485593	4.5590993484123805	Sulfurisphaera	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea
70190	27.069380741601243	27.069380741601243	10385.64764792243	2302.0063326298473	Chroococcus	Chroococcaceae	Chroococcales		Cyanobacteria	Bacteria
70411	3.0000000000000004	0.4	0.3602359576116296	3.769911184307752	Frateuria	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
70774	2.6	0.4	0.30997047515419296	3.267256359733385	Hydrogenophilus	Hydrogenophilaceae	Hydrogenophilales	Hydrogenophilalia	Proteobacteria	Bacteria
70994	2.1872844044758706	0.5898423370508423	0.5342456676124279	4.053135013802176	Lewinella	Lewinellaceae	Saprospirales	Saprospiria	Bacteroidetes	Bacteria
71151	0.8944271909999159	0.8944271909999159	0.37465678565550536	2.5132741228718345	Methanocalculus	Methanocalculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
71655	1.267236207276855	0.6928203230275509	0.38755735858812707	2.7582146725120094	Brenneria	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
71666	0.31622776601683805	0.31622776601683805	0.016557647109660175	0.31415926535897937	Waddlia	Waddliaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria
72763	1.201452362656351	0.6313566835087994	0.29651595695253014	2.383039333696801	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
73029	1.7	0.5	0.3010692959690218	2.670353755551324	Dechloromonas	Azonexaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria
73918	2.54572989502183	0.4559014113909555	0.387948714906542	3.646138252490453	Thermaerobacter	Clostridiales Family XVII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria
74030	2.0834367283078348	0.567188409290291	0.47350802976538486	3.7124236948882587	Roseovarius	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
74385	3.195402506036587	0.5193957121017386	0.636526772453544	5.21403334333217	Gracilibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
75309	2.056116934105852	0.6015017133258198	0.5233119169281413	3.8853894030448157	Rhodanobacter	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
75654	1.2415969711992576	0.4759261707870318	0.18868468637697883	1.8563937779251112	Duganella	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
75687	1.4770910863897364	0.7322940777147039	0.5191319216094854	3.398150989830814	Neptunomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
75905	3.059411708155672	0.5477225575051661	0.677838871927043	5.264394472136272	Thermocrinis	Aquificaceae	Aquificales	Aquificae	Aquificae	Bacteria
76008	3.5	0.5	0.6544984694978736	5.497787143782138	Fusibacter	Eubacteriales Family XII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria
76023	4.4721359549995805	4.4721359549995805	46.83209820693819	62.83185307179587	Halothece	Aphanothecaceae	Chroococcales		Cyanobacteria	Bacteria
76632	3.5	0.6	0.9330530181161686	6.5973445725385655	Thermobacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
76634	1.325038220246669	0.3116604312575371	0.08863204120862178	1.2973583324909799	Mycetocola	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
76831	0.9271002758281619	0.370773466822884	0.08634662319219731	1.079904201161956	Myroides	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
76833	1.7320508075688772	0.5	0.3073624573190221	2.7206990463513265	Actinobaculum	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria
76886	7.745966692414836	0.5291502622129179	1.664638303792608	12.876698099213993	Caldivirga	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea
76890	5.25	1.85	12.454516825921988	30.512718647990855	Asticcacaulis	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
78119	4.4721359549995805	0.5	0.8453769179051971	7.0248147310407285	Succinispira	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria
78553	0.8485281374238571	0.8485281374238571	0.31988757154740244	2.261946710584652	Alterococcus	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
79206	4.270239257133802	0.9654285533586825	2.8851771982295196	12.951564143784603	Desulfosporosinus	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
79328	2.8897892330666934	0.49221818491278263	0.5046636876312678	4.468622788106865	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
80865	2.407602687005432	0.9861394151239027	1.5583407268337914	7.458869512596295	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
81416	1.8314207507423532	1.8314207507423532	3.2163478671371375	10.537222096561086	Methanofollis	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
82345	0.8405598546839051	0.8405598546839051	0.31096001947055113	2.2196636044733915	Ornithinicoccus	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
82802	1.0792807516624514	0.9582311661236795	0.5436450365776391	3.2490365462391257	Trichococcus	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
82978	2.75	0.8	1.2482594810263443	6.911503837897545	Budvicia	Budviciaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
82986	2.0	1.0	1.3089969389957472	6.2831853071795845	Tatumella	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
83551	0.4898979485566356	0.4898979485566356	0.06156239184776948	0.7539822368615503	Parachlamydia	Parachlamydiaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria
83612	2.5952379603845315	0.3797413358462342	0.2783213227291227	3.096099658514044	Psychroflexus	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
83614	1.6311648181163263	0.4733557772329361	0.2570294266952918	2.425690573206561	Luteimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
83618	1.3264735875778928	0.4931764164963944	0.22111887814147424	2.055184331036007	Pseudoxanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
83681	1.43	0.81	0.5977476926058763	3.6389067706530587	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria
83867	1.15	1.15	0.7963282878380625	4.1547562843725006	Palaeococcus	Thermococcaceae	Thermococcales	Thermococci	Euryarchaeota	Archaea
84108	1.0408667702537098	0.5471848628412043	0.1977514088524925	1.789283228823091	Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
84111	0.6324555320336759	0.28284271247461906	0.03381450914563993	0.5619851784832582	Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
84162	0.8944271909999159	0.4	0.09564187487750606	1.1239703569665165	Cryptobacterium	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria
84404	1.7392527130926088	0.5196152422706632	0.33005440883222964	2.8391899187250114	Hippea	Desulfurellaceae	Desulfurellales	Deltaproteobacteria	Proteobacteria	Bacteria
84406	2.669710300012979	0.5443304140598721	0.5753056719974282	4.565376622285922	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
84567	1.8794649551472182	0.5444046513318482	0.3910323718872888	3.214444502067914	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
84756	1.760681686165901	0.6324555320336759	0.4869038766182477	3.498329523837171	Beutenbergia	Beutenbergiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
85043	1.4751047182639079	0.6335556088089341	0.3966380273994335	2.9360095567280315	Williamsia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
85072	3.464101615137755	1.6770509831248421	6.400506115459321	18.251004041881256	Allochromatium	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
85074	4.0	2.5	15.54433865057449	31.41592653589793	Halochromatium	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
85076	4.5	0.9	2.6719245518781194	12.723450247038667	Marichromatium	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
85079	1.7320508075688772	1.7320508075688772	2.7206990463513265	9.424777960769376	Thiohalocapsa	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
