taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	superkingdom
615	1.3416407864998738	0.6324555320336759	0.35525829542380294	2.66572976289502	rod	Serratia marcescens	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
666	3.07408522978788	0.3794733192202055	0.3333650415760313	3.664772526228933	rod	Vibrio cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
670	1.833030277982336	0.6324555320336759	0.5096328570730556	3.6420802180984566	rod	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
672	3.0000000000000004	0.7	1.0647381101791404	6.5973445725385655	rod	Vibrio vulnificus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
727	1.0	0.3	0.0636172512351933	0.942477796076938	oval	Haemophilus influenzae	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
747	0.8660254037844386	0.3535533905932738	0.07345183754702489	0.961912372621398	oval	Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
1218	0.5916079783099616	0.5916079783099616	0.1084178245770483	1.0995574287564276	sphere		Prochlorococcus	Prochlorococcaceae	Synechococcales		Cyanobacteria	Bacteria
1280	1.0	1.0	0.5235987755982988	3.1415926535897927	sphere	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1282	0.8660254037844386	0.8660254037844386	0.34008738079391576	2.3561944901923444	sphere	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1309	0.6708203932499369	0.6708203932499369	0.15805833144841633	1.413716694115407	sphere	Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1311	0.4472135954999579	0.4472135954999579	0.04683209820693818	0.6283185307179586	sphere	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1313	0.7905694150420949	0.7905694150420949	0.2587132360884402	1.9634954084936207	sphere	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1314	0.7745966692414834	0.7745966692414834	0.2433467205584167	1.8849555921538759	sphere	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1392	5.47722557505166	1.224744871391589	5.971748174427963	21.074444193122183	rod	Bacillus anthracis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1396	3.872983346207418	1.0	2.7800346191810594	12.167336027920836	rod	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1423	3.464101615137755	1.0	2.4588996585521765	10.882796185405308	rod	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1428	3.1622776601683795	0.7071067811865476	1.1492634720128805	7.0248147310407285	rod	Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1491	4.898979485566356	1.0392304845413265	3.8616259527184966	15.994378577370117	rod	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
1590	4.898979485566356	1.0392304845413265	3.8616259527184966	15.994378577370117	rod	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1639	1.4142135623730951	1.0	0.8489213467404422	4.442882938158366	rod	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1773	2.8284271247461903	0.316227766016838	0.21386532335308825	2.8099258924162913	rod	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
2096	0.2	0.2	0.0041887902047863905	0.1256637061435918	pear	Mycoplasma gallisepticum	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
2097	0.3	0.3	0.014137166941154064	0.2827433388230814	pear	Mycoplasma genitalium	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
28116	2.8284271247461903	1.6124515496597098	4.678186865358453	14.327866957180287	rod	Bacteroides ovatus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
28450	3.1622776601683795	0.5656854249492381	0.7473763099233324	5.619851784832583	rod	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
44757	39.04106441505677	1.0954451150103321	36.391539547647916	134.35757151942175	spiral		Cristispira	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
77094	244.94897427831785	54.77225575051659	534129.3945012478	42148.88838624434	rod	Epulopiscium fishelsoni	Epulopiscium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
88058	4.58257569495584	0.2	0.1418714662755309	2.8793172275584813	spiral	Treponema primitia	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
90372	9720.000000000002	30.000000000000004	6863594.549930297	916088.4177867833	rod		Thiomargarita	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
90373	173.20508075688775	173.20508075688775	2720699.046351324	94247.77960769388	sphere	Thiomargarita namibiensis	Thiomargarita	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
132603	62.71363488110063	62.71363488110063	129147.06532496898	12355.883906568648	sphere/disc	Oscillatoria princeps	Oscillatoria	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Bacteria
150829	10.95445115010332	0.2449489742783178	0.5123686993686073	8.429777677248868	spiral	Treponema azotonutricium	Treponema	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
160232	0.4	0.4	0.03351032163829113	0.5026548245743669	sphere	Nanoarchaeum equitans	Nanoarchaeum	Nanoarchaeaceae	Nanoarchaeales	Nanoarchaeia	Nanoarchaeota	Archaea
198252	0.5738466694161429	0.15491933384829668	0.009843368003314685	0.2792874102115765	rod	Candidatus Pelagibacter ubique	Candidatus Pelagibacter	Pelagibacteraceae	Pelagibacterales	Alphaproteobacteria	Proteobacteria	Bacteria
492670	2.5	0.5	0.4581489286485115	3.9269908169872414	rod	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1653855	141.42135623730945	0.75	62.36759470112425	333.2162203618773	spiral	Spirochaeta plicatilis	Spirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
