Pathway name,ko,Number of genes,Alpha,Standard error,P-value alpha,Beta,Standard error,P-value beta,R squared adj,AIC
Nitrogen metabolism,ko00910,68,18.09398180056484,0.7386154660042276,4.5704923486288113e-110,6.17169612478062,0.8138055469854775,6.193516692677958e-14,0.0398960145423809,9201.529111836591
Sulfur metabolism,ko00920,109,22.206874278773114,1.1301949893532104,7.450497706482064e-76,7.066139095385022,1.2452473497292988,1.6979073913238203e-08,0.02242653823199736,10359.380840362986
Fatty acid biosynthesis,ko00061,39,17.72349020000986,0.7679182277643603,1.0323933297627743e-99,3.8361171622900736,0.8460912912732276,6.299125482771729e-06,0.014175936122515442,9307.430730449112
Fatty acid elongation,ko00062,24,0.047189599098658754,0.01780196455287756,0.008123222340945686,0.0211526125837733,0.019614181082267892,0.28103120393494857,0.00011985423792992833,-939.1964785358164
Fatty acid degradation,ko00071,59,13.649256335419205,1.5814109852068117,1.671525999577635e-17,-1.1331928348780016,1.7423965392808414,0.515566738009404,-0.0004244639398605088,11273.774957360269
"Cutin, suberine and wax biosynthesis",ko00073,14,0.03978442363891464,0.01778124114896038,0.025419286387032575,0.011024160932682409,0.019591348063144345,0.5737281927632147,-0.0005027249781441867,-942.367025468146
Steroid biosynthesis,ko00100,34,0.3503613436885177,0.06691910325532825,1.9035041848783705e-07,0.11307239248176396,0.07373137977071327,0.1253676905790505,0.0009930155998826296,2665.2096582737104
Primary bile acid biosynthesis,ko00120,18,0.2047393490134179,0.07174225859489594,0.004385242678669598,-0.1093055630181125,0.07904552596717314,0.1669478935817428,0.000670274814511651,2854.648551815658
Secondary bile acid biosynthesis,ko00121,15,0.2535556342490761,0.05280148148981561,1.744326938109064e-06,0.033617054903745405,0.05817660271578582,0.5634645458581559,-0.0004900159077474431,2020.244750537882
Steroid hormone biosynthesis,ko00140,47,0.15404084301493481,0.0850726506059225,0.07040842682589994,-0.1462025865316198,0.093732934316137,0.11904513498193156,0.0010524998993878265,3318.5471704924735
Glycerolipid metabolism,ko00561,91,12.959135409630672,0.7035840636121855,8.321686997764565e-68,2.7331754516743922,0.7752079939995493,0.00043635113337340425,0.008334933583881377,9069.26691680606
Glycerophospholipid metabolism,ko00564,115,17.119757910812176,0.6293727794640989,1.944433301138227e-130,2.2884114013260333,0.693442098931922,0.000991641702160207,0.007219919731963342,8765.862922705044
Ether lipid metabolism,ko00565,31,0.40308221424563,0.1288955322897167,0.0018022398977097687,-0.41961770985358304,0.1420169275989907,0.0031835975786709335,0.005651892423561344,4449.529037150763
Sphingolipid metabolism,ko00600,51,3.2765860886155416,0.5858482511852404,2.6964628093367397e-08,-0.0038291263154044963,0.6454868310374118,0.995267725515876,-0.0007358092595093346,8570.796410133997
Arachidonic acid metabolism,ko00590,51,0.36260752990129763,0.07513463766689672,1.5495863282627796e-06,-0.039823990808854785,0.08278324475771887,0.6305488661861036,-0.0005654504257874837,2980.409629211834
Linoleic acid metabolism,ko00591,25,0.26465140651758945,0.07598625317604922,0.0005117837827577369,-0.15078028314288924,0.08372155360331673,0.07192870505860037,0.001646919100365185,3011.088669574555
alpha-Linolenic acid metabolism,ko00592,26,1.1075111837046374,0.1459006466411834,5.875994314597351e-14,-0.14479957022836362,0.16075314017955256,0.3678769497374995,-0.00013872234597345212,4786.849181258869
Biosynthesis of unsaturated fatty acids,ko01040,32,2.2130729607682884,0.2501178232578876,2.7111210477022525e-18,0.05869246354920563,0.2755794880228478,0.8313757952386515,-0.0007024344090287293,6254.024091047802
Purine metabolism,ko00230,220,53.121929214038694,1.3444692956954527,5.627389728157106e-228,10.716700252093428,1.4813344980544383,7.782114802706915e-13,0.03637530995041427,10831.945041142146
Pyrimidine metabolism,ko00240,111,32.16348610422637,0.6855145819327825,1.6642581032246712e-286,5.495480664433863,0.7552990628998498,5.796754393645114e-13,0.03678539584709517,8998.447031161759
"Alanine, aspartate and glutamate metabolism",ko00250,70,28.273986692420642,0.7481795152692933,3.313325798448095e-214,6.679011323190606,0.8243432038607915,1.1908802575646883e-15,0.04537688330745171,9236.549005655721
"Glycine, serine and threonine metabolism",ko00260,109,32.725144473236526,1.2660668971271587,3.755645829629686e-120,5.9494891779023416,1.3949508386423042,2.137068940121639e-05,0.01248220377624265,10668.395860069426
Cysteine and methionine metabolism,ko00270,125,36.21664781391738,0.9522556703660107,3.8160872682630564e-216,9.769896734992274,1.0491940425842616,4.8852065258776936e-20,0.05928563566241085,9893.069865641293
"Valine, leucine and isoleucine degradation",ko00280,69,19.785087914796094,2.0283438253001145,8.980249199618507e-22,-2.4003626801328983,2.2348265534606715,0.28298146929709533,0.00011294958717089632,11951.286564266726
"Valine, leucine and isoleucine biosynthesis",ko00290,19,14.579468303740489,0.5029988892871795,3.206900341109576e-144,3.792500676961894,0.5542035132894142,1.1686475787451005e-11,0.03259911485754419,8155.765347549541
Lysine biosynthesis,ko00300,48,16.692628751692766,0.3780687580718253,7.74985930738953e-265,4.120385611312929,0.4165556593679571,2.5178440465082957e-22,0.06647454518797424,7378.602001528256
Lysine degradation,ko00310,98,11.574283542366434,1.1330795659512285,1.1867319164745379e-23,-0.357560365918957,1.2484255724232682,0.774608508742514,-0.0006754337436520874,10366.31930192336
Arginine biosynthesis,ko00220,60,19.092691012643677,0.6272898575322468,1.376807842034087e-155,5.55220720112924,0.6911471382925936,2.0402284812242146e-15,0.044631349696069855,8756.839468798233
Arginine and proline metabolism,ko00330,107,22.963893838007003,1.0609057082479454,1.6427123149465397e-89,7.2123024437515175,1.1689045111273002,8.986411277586056e-10,0.026534525855205215,10187.167549868987
Histidine metabolism,ko00340,47,15.102554208097342,0.5248864597477559,1.433947182577696e-142,3.6448476639856526,0.5783192095761619,3.9498111090386144e-10,0.027683360892742703,8271.706243136086
Tyrosine metabolism,ko00350,84,10.947155930748988,0.6898176186340288,3.6815024595015286e-52,3.2142516215542445,0.7600401430660974,2.5037106352147952e-05,0.012263121422977918,9015.479867468459
Phenylalanine metabolism,ko00360,74,15.538582911719944,1.316605430260153,1.1318353716246892e-30,1.5395983475804638,1.4506341278409964,0.288729521858321,9.294483723831792e-05,10774.93934111222
Tryptophan metabolism,ko00380,80,15.016724133032277,1.3151255106035873,6.698127547608216e-29,0.17086546839244054,1.4490035543138517,0.9061490351412574,-0.0007255959911547372,10771.877978214336
"Phenylalanine, tyrosine and tryptophan biosynthesis",ko00400,74,26.200146939419714,0.6622093971974906,2.1106929553341842e-228,7.363695740933622,0.7296214410735649,3.809052206659746e-23,0.06904045087581301,8904.298618047267
beta-Alanine metabolism,ko00410,46,8.185539208337756,0.6688992801717806,9.677783561673862e-33,1.2406594353908542,0.7369923453177087,0.09252564091129836,0.0013466145892646608,8931.659291276632
Taurine and hypotaurine metabolism,ko00430,29,5.2269178255871145,0.26450808769101375,1.3290572768002316e-76,1.2358933329787878,0.2914346624096225,2.3786567775568547e-05,0.012334003167458807,6406.292031323822
Phosphonate and phosphinate metabolism,ko00440,44,2.4024776041283724,0.29401977433141807,6.921960688135843e-16,0.8232708280237784,0.3239505998551035,0.01115298803785643,0.003997517247284144,6694.212116455232
Selenocompound metabolism,ko00450,33,9.402243125879181,0.36785762280839907,5.550470859947702e-118,0.7911380955098408,0.405305043992476,0.05114842435966703,0.0020620164194028456,7304.0733421756795
Cyanoamino acid metabolism,ko00460,36,5.028700149274464,0.31773543700573315,6.553947353011251e-52,0.30863968271467396,0.35008048573361494,0.3781355694331917,-0.00016380439212593245,6905.363243907734
D-Amino acid metabolism,ko00470,55,12.884062865255947,0.48478710364705513,1.137288150459042e-125,2.6793621822158853,0.5341377918733412,5.96548618825244e-07,0.01745650470741078,8055.383080663254
Glutathione metabolism,ko00480,57,17.176573799750464,0.9487594888083284,8.490821144826228e-66,6.019420819220418,1.0453419543517986,1.0490075407105927e-08,0.02309962118300335,9883.057723567033
N-Glycan biosynthesis,ko00510,48,1.4595527238332089,0.10309699111640093,1.521404931572694e-42,0.7844282745518885,0.1135921289354092,7.650506035620992e-12,0.033190085257069235,3841.6192172100336
Various types of N-glycan biosynthesis,ko00513,55,0.6145154238089754,0.17874205465522972,0.0006037362814241993,-0.24372169937526705,0.19693776024610724,0.21609414907327845,0.00039069088419596554,5339.46375126909
Mucin type O-glycan biosynthesis,ko00512,15,0.0,0.0,,0.0,0.0,,,-inf
Mannose type O-glycan biosynthesis,ko00515,21,0.34759184458448905,0.04320969300155786,1.8729781598903198e-15,0.1954443462465142,0.047608382800917524,4.279342777913057e-05,0.011522366308227894,1474.553423612027
Other types of O-glycan biosynthesis,ko00514,31,2.0345707233071018,0.1417864487137858,1.3828958505599947e-43,1.767718631347216,0.1562201223254515,1.9651793346235788e-28,0.08543266988367215,4708.9895171672615
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,ko00532,18,-0.002242014717341066,0.003983912080374809,0.5736862968931657,-0.0042358667647300835,0.00438946907956151,0.33471317617261953,-5.0563000396852686e-05,-5014.1517383205155
Glycosaminoglycan biosynthesis - heparan sulfate / heparin,ko00534,22,0.008873363966870393,0.010861635411980916,0.41410277105260873,-0.002451394090533948,0.011967335581832196,0.8377274773889803,-0.0007049380588084464,-2284.0602604466635
Glycosaminoglycan biosynthesis - keratan sulfate,ko00533,14,0.0,0.0,,0.0,0.0,,,-inf
Glycosaminoglycan degradation,ko00531,15,2.197318136468975,0.40948392702259534,9.450531214494443e-08,-0.48003140206455874,0.4511688511143052,0.2875300150312929,9.707748378673386e-05,7595.876324687741
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,ko00563,27,-0.007280472300537494,0.0062867868916301325,0.24704329417034518,-0.012501799119259572,0.006926773511529619,0.07131916277660572,0.0016571681677907124,-3772.4138795113013
Glycosphingolipid biosynthesis - lacto and neolacto series,ko00601,28,0.0,0.0,,0.0,0.0,,,-inf
Glycosphingolipid biosynthesis - globo and isoglobo series,ko00603,16,1.0630905792652425,0.27164170737440924,9.544081315388889e-05,-0.48144328330992825,0.2992944751750362,0.10793742167737902,0.001165973117999819,6478.730215278574
Glycosphingolipid biosynthesis - ganglio series,ko00604,14,0.43403088885379715,0.17408125759841092,0.012775604275512279,-0.3708798733975609,0.19180250019160003,0.053363004214204916,0.002009938670937128,5267.54431065714
Other glycan degradation,ko00511,22,3.665032429586214,0.8003419282795294,5.0916443026517085e-06,-0.1307232204883636,0.8818156817680369,0.8821727941095295,-0.0007196527773323247,9420.001200328414
Lipopolysaccharide biosynthesis,ko00540,62,9.477016603447577,0.9746294539722017,1.189859668932205e-21,-0.760386157233438,1.0738454478740431,0.47900678528101415,-0.00036675166871136256,9956.285026130256
O-Antigen repeat unit biosynthesis,ko00542,35,1.0756413725448617,0.06553158373213226,2.2450399669092758e-55,0.574367185417126,0.07220261258873677,3.745742514689556e-15,0.04378952637685152,2608.1776202367746
O-Antigen nucleotide sugar biosynthesis,ko00541,99,20.173213673004994,0.6729086158188938,5.431411669566789e-152,5.581213977840805,0.7414098260495958,9.353673799382861e-14,0.0393230257757865,8947.926067084532
Peptidoglycan biosynthesis,ko00550,53,23.599407714221687,0.7640649229973464,3.92886132849764e-159,5.120050175211102,0.8418457251593934,1.540767395125908e-09,0.025780932333136608,9293.737736907573
Teichoic acid biosynthesis,ko00552,41,10.089252960135534,0.5153990925186702,2.2840373926769103e-75,4.517698101314332,0.5678660408670273,3.727465371482904e-15,0.04379630580762861,8222.055780234434
Lipoarabinomannan (LAM) biosynthesis,ko00571,14,1.4804621757890655,0.24600956458177256,2.2688800951655195e-09,0.7604940110841554,0.27105301402798226,0.005092293935933882,0.005027511326661238,6208.9431864379985
Arabinogalactan biosynthesis - Mycobacterium,ko00572,12,2.39416010909681,0.31889528971121345,1.0846497869754556e-13,0.28381088224832396,0.35135840991588574,0.41937402632362963,-0.00025560558027559743,6915.2814662769815
Exopolysaccharide biosynthesis,ko00543,73,11.988170547874136,0.5003984383785015,4.304337635862778e-106,5.882386657664799,0.5513383399054961,1.4113701320902483e-25,0.07660992182603821,8141.656393845868
Thiamine metabolism,ko00730,36,14.435486170525312,0.3925771347010443,4.8402228821854977e-206,4.49440586586965,0.43254096961672095,2.177370747426981e-24,0.07291696387187285,7481.104248573243
Riboflavin metabolism,ko00740,54,12.322250215161237,0.38119579553709626,1.595848382224106e-170,3.625566129803814,0.42000102512591475,1.6547443176957523e-17,0.05128385892621823,7401.023288197073
Vitamin B6 metabolism,ko00750,24,7.036696381757658,0.2649772560697868,1.6396808085068198e-125,1.910183445439107,0.29195159151101435,8.529440452728e-11,0.02982458138995603,6411.115872724906
Nicotinate and nicotinamide metabolism,ko00760,95,17.130712789787175,0.5761739774446435,4.7141724671902874e-150,3.569649172331541,0.6348277289802275,2.2747072760146797e-08,0.02201779987439323,8525.472007719203
Pantothenate and CoA biosynthesis,ko00770,45,18.485395449561487,0.5179583027556143,2.250196603215728e-197,3.8771670321233698,0.5706857753331821,1.6281852702651108e-11,0.0321364287059962,8235.538404037752
Biotin metabolism,ko00780,24,14.004304767072593,0.5790772827787468,9.34256569871262e-108,4.35785717432897,0.6380265869709324,1.2752563690192195e-11,0.03247731963283562,8539.153557403242
Lipoic acid metabolism,ko00785,31,11.399784439607675,0.5903598718400477,1.3144272873927573e-73,0.7942019510733177,0.6504577287287896,0.2223018451644987,0.0003607631570490266,8591.678244581843
Folate biosynthesis,ko00790,84,25.650111025663623,0.7627498064258015,6.703883703664404e-181,7.442017812687507,0.8403967314541226,2.549782918632273e-18,0.053858708550865275,9289.048565230023
One carbon pool by folate,ko00670,42,12.475176146304234,0.32360830498635695,2.736469759561854e-220,1.4202746718408434,0.3565512039345221,7.154634021881075e-05,0.010813568574480792,6955.216052760072
Retinol metabolism,ko00830,50,1.1790050328659598,0.1023837161528786,2.4090330288004393e-29,0.4768246242299185,0.11280624352066076,2.5271008396517947e-05,0.012250258866601915,3822.721654759621
Porphyrin metabolism,ko00860,139,45.65776745242536,1.483705030426231,3.1058400370596536e-158,21.38000979570726,1.6347442470751248,6.671454055931962e-37,0.11113857682461181,11100.179084235422
Ubiquinone and other terpenoid-quinone biosynthesis,ko00130,59,15.135247300414626,0.5671157980424663,1.615631531718695e-126,6.618782614199899,0.6248474388531329,3.0143404452464173e-25,0.07558705512854347,8482.338795484786
Terpenoid backbone biosynthesis,ko00900,63,16.11885999377249,0.5730973839134921,1.491706848100152e-137,2.9532001039322457,0.6314379422824002,3.2017894308929256e-06,0.01511637641424779,8510.898412869185
Monoterpenoid biosynthesis,ko00902,42,0.0,0.0,,0.0,0.0,,,-inf
Sesquiterpenoid and triterpenoid biosynthesis,ko00909,75,0.6126688910195505,0.05582692266742124,6.579795749678016e-27,0.48706885291646485,0.06151002981789262,4.958168521316758e-15,0.043400817187887575,2171.906395331315
Diterpenoid biosynthesis,ko00904,68,0.0,0.0,,0.0,0.0,,,-inf
Carotenoid biosynthesis,ko00906,56,4.694981925717107,0.27261461088425104,2.8170649780510445e-60,3.261874206196458,0.30036641897994215,2.102196387119273e-26,0.07917222992699857,6488.461829173469
Brassinosteroid biosynthesis,ko00905,12,0.0,0.0,,0.0,0.0,,,-inf
Insect hormone biosynthesis,ko00981,18,0.45511483518978724,0.07300805193521945,6.064669389615537e-10,0.17141031650138402,0.08044017540128973,0.033276106183776605,0.0025967344007302717,2902.2557353635375
Zeatin biosynthesis,ko00908,10,0.9848434586419221,0.03886913758613451,2.5640984905942746e-116,-0.018974889680041948,0.04282596456483748,0.6577857982427682,-0.0005912973605970429,1186.3908326750893
Limonene degradation,ko00903,9,0.5184199715573452,0.16035648872437688,0.0012547267840324874,-0.1714263564151432,0.17668056793474338,0.3320888014865462,-4.308463755009484e-05,5044.006058397246
"Pinene, camphor and geraniol degradation",ko00907,25,3.9151373918642336,0.5580663047584494,3.602357593828642e-12,-0.4943270994093746,0.6148767190795794,0.42156930707991724,-0.00026012083949944476,8438.55343523055
Type I polyketide structures,ko01052,127,0.09807112832621329,0.05079079444877409,0.05370520291169954,0.05490429184027307,0.05596123038395052,0.32671163471605513,-2.7513432440784413e-05,1914.5654896032572
"Biosynthesis of 12-, 14- and 16-membered macrolides",ko00522,59,0.003965563756945302,0.014856658470217493,0.7895699855755208,-0.010568210486556215,0.016369046722158092,0.5186334210213424,-0.0004289874232819013,-1431.4992297849235
Biosynthesis of ansamycins,ko01051,32,1.6748948503972367,0.1325557926675882,1.1046081829270494e-34,-0.04148177982095028,0.14604979765929074,0.7764345616269747,-0.0006764350887051851,4525.7488056832335
Biosynthesis of enediyne antibiotics,ko01059,73,0.6582930562192288,0.25216105818620804,0.009137617426894937,-0.2054991778834496,0.2778307215739906,0.45963645905368544,-0.0003331321956090427,6276.170019769904
Biosynthesis of type II polyketide backbone,ko01056,9,-0.0229287711363366,0.0513567710601499,0.6553357484710459,-0.06977293967163603,0.05658482266843572,0.21776360314550305,0.00038254252775882236,1944.7297738762368
Biosynthesis of type II polyketide products,ko01057,73,0.38164413995701946,0.08755306708747645,1.4049671370303171e-05,0.011251471588415704,0.09646585392644916,0.907165082648909,-0.0007258174947120111,3396.77605161862
Tetracycline biosynthesis,ko00253,17,0.03474014171215556,0.04651612960689631,0.4552888712086637,-0.013180982804585045,0.05125141029496253,0.7970765696299607,-0.000687131377762773,1675.2581353928754
Polyketide sugar unit biosynthesis,ko00523,59,4.590268678530865,0.23070268145348566,1.6325543308166048e-77,1.3336023077475736,0.25418791037093674,1.7961636200230486e-07,0.01913125819926964,6034.080198765761
Nonribosomal peptide structures,ko01054,51,0.5347363685283418,0.07165574326451098,1.5083402606981444e-13,0.10043905042950373,0.07895020349017784,0.20352599395846005,0.0004545343128226076,2851.364060332826
Biosynthesis of siderophore group nonribosomal peptides,ko01053,36,1.3343996076957918,0.20150813307322182,5.087504296746628e-11,0.46298175530726776,0.2220213954425063,0.037228074839211645,0.0024560750652753427,5665.793476241963
Biosynthesis of vancomycin group antibiotics,ko01055,29,1.1854755793149612,0.0731586008066161,3.974112759463618e-54,0.3710042339186367,0.08060604994937871,4.56043869586506e-06,0.014624641525072146,2907.862953770283
Phenylpropanoid biosynthesis,ko00940,32,2.2179268733301476,0.11318799096861416,1.6954424033587982e-75,0.8206096331099308,0.12471037927314821,6.692126084145868e-11,0.030163358956800224,4095.799214701557
"Stilbenoid, diarylheptanoid and gingerol biosynthesis",ko00945,12,0.9443449866808626,0.06671674578446003,1.5701057977542345e-42,0.45638706639844995,0.07350842257600762,7.086599774102895e-10,0.02686647476421533,2656.9660999671887
Flavonoid biosynthesis,ko00941,27,0.9443449866808626,0.06671674578446003,1.5701057977542345e-42,0.45638706639844995,0.07350842257600762,7.086599774102895e-10,0.02686647476421533,2656.9660999671887
Flavone and flavonol biosynthesis,ko00944,15,0.09350143861481205,0.03783558740426584,0.013585782103726447,-0.009009900316125419,0.04168720033662166,0.8289179965421642,-0.0007014382510031059,1113.0317566652725
Anthocyanin biosynthesis,ko00942,16,0.0,0.0,,0.0,0.0,,,-inf
Isoflavonoid biosynthesis,ko00943,18,0.0,0.0,,0.0,0.0,,,-inf
Degradation of flavonoids,ko00946,21,1.6290180219855603,0.3469910715129256,2.9399783794916233e-06,-0.32276563578502915,0.38231430527618687,0.3986830064555744,-0.0002112623745187392,7145.116926866574
Indole alkaloid biosynthesis,ko00901,31,0.07634434374048299,0.04055404598346226,0.059977114995917534,-0.05123187144372608,0.0446823944163888,0.2517577115896422,0.00023130103802837532,1301.8988910877288
Indole diterpene alkaloid biosynthesis,ko00403,13,0.0,0.0,,0.0,0.0,,,-inf
Isoquinoline alkaloid biosynthesis,ko00950,63,1.9227799426826877,0.11064339606609759,3.057108303247213e-61,0.6531542134854922,0.12190674796320336,9.882813237853745e-08,0.01996547779162905,4033.907217987333
"Tropane, piperidine and pyridine alkaloid biosynthesis",ko00960,33,3.4188617825817875,0.15225547465693107,3.139605107745305e-95,0.877189029334275,0.1677548813119601,1.9713529277552597e-07,0.019001340562385782,4902.898865775114
Biosynthesis of various alkaloids,ko00996,14,0.03356043236057649,0.016044093473821422,0.03664499411008688,0.013983549092486596,0.017677361044149378,0.4290570471051418,-0.0002752605240714523,-1222.1974980171494
Caffeine metabolism,ko00232,16,0.07586946732667392,0.027220670778691104,0.005390564648076417,0.011956420931366604,0.029991699188488864,0.6902080886341151,-0.0006188180384953945,216.7493286858471
Betalain biosynthesis,ko00965,8,0.3791759998634794,0.0748311653689115,4.5956237514130543e-07,-0.1550837764528488,0.08244887937975996,0.06018980363430954,0.0018627325274400697,2969.393081359508
Glucosinolate biosynthesis,ko00966,21,2.461905845896414,0.09817121498722935,2.2362617850920076e-114,0.4718167732124795,0.10816491528821277,1.3860394240101505e-05,0.013081859699993426,3708.3578263793675
Benzoxazinoid biosynthesis,ko00402,8,0.0,0.0,,0.0,0.0,,,-inf
Penicillin and cephalosporin biosynthesis,ko00311,16,1.933242446382465,0.1655417258843392,4.271896822246727e-30,0.6273597840896168,0.1823936554037085,0.0006002298405779127,0.00790089787728987,5130.630692037006
Carbapenem biosynthesis,ko00332,19,2.098683288485458,0.09556920205647522,1.014694443049025e-91,0.6853584989276107,0.10529802087042987,1.0632027109600627e-10,0.02951683670492322,3635.2382863285097
Monobactam biosynthesis,ko00261,28,7.18418408014916,0.2889678675482553,9.095490035164778e-113,1.235758637788723,0.3183844156195734,0.00010886308597917866,0.01023591575683469,6647.035697972173
Clavulanic acid biosynthesis,ko00331,5,0.00010057174492118841,0.008456952020634383,0.9905133682261276,-0.0024008880415110952,0.009317858590498173,0.7967043036800616,-0.0006869485130860387,-2965.2354964733368
Streptomycin biosynthesis,ko00521,21,8.461111689268055,0.3139851704194829,1.6986660240544648e-128,2.2603889495254146,0.3459484469515469,9.037002415749524e-11,0.029743853471729365,6873.044065291369
"Neomycin, kanamycin and gentamicin biosynthesis",ko00524,58,1.6220058803128223,0.10623510385023664,1.0758481760519643e-48,0.693108473392267,0.11704969740967487,4.035345788064873e-09,0.02443505391238665,3923.2367334591954
